kind,molecule,method,name,init_mode,beta,sigma,decouple,stage,n_steps,n_replicas,run_id,wall_seconds,seed,final_l2_F,integrated_l2_F,final_l2_Fp,integrated_l2_Fp,early_l2_F,mid_l2_F,low_support_fraction,median_support,n_transitions,n_round_trips,fd_compact,fd_intermediate,fd_extended,total_replacements,final_ancestor_ess,min_ancestor_ess,final_max_ancestor_frac,final_frac_compact,final_frac_extended,dist_cond_tv_weighted,dist_cond_kl_weighted,dist_cond_basin_err_weighted,dist_cond_support_fraction,cell,F_range_thermal,final_quarter_decrease,norm_final_l2_F,fr_event_fraction,max_fr_event_fraction,n_fr_applications,deaths_per_application
dist,pentane,abf,abf,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.4__N1024__T80000__ns16__1c41517b44e4,1095.5206249500625,210,1.0476102655311144,63.11319648035219,8.483718935664323,388.8062678130029,3.0824788644419163,1.2520978654932788,0.15591397849462366,6068666.013601823,4869965,11843,2344,156,0,0,,,,0.146484375,0.1982421875,0.09193760272642557,0.21503118446557037,0.05930112547661611,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.003970163942072287,0.10658609283331129,,,,
dist,pentane,abf,abf,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.4__N1024__T80000__ns16__1c41517b44e4,1095.5206249500625,211,1.0805990567888148,62.53716065640444,8.629491270887108,389.26453142813364,3.1341655662881673,1.2038045615580995,0.15053763440860216,6069978.927074772,4941175,12458,1813,187,0,0,,,,0.150390625,0.2138671875,0.09636766069025461,0.23899221314107028,0.0667135487526068,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,-0.01715886748235866,0.10994244250182984,,,,
dist,pentane,abf,abf,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.4__N1024__T80000__ns16__1c41517b44e4,1095.5206249500625,212,1.0926549637899081,62.51697484631569,8.673815502370573,389.1756238651375,3.0694995522766897,1.2075232569957224,0.15591397849462366,6040233.91879251,4987094,12601,1986,158,0,0,,,,0.1533203125,0.2236328125,0.10011118819670517,0.24846376313156404,0.06960329794738415,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,-0.023047286203886536,0.11116903607874257,,,,
dist,pentane,abf,abf,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.4__N1024__T80000__ns16__1c41517b44e4,1095.5206249500625,213,1.050175933405235,64.02060937349535,8.518937856289174,391.03829104304236,3.038377246195985,1.2927470570679904,0.15053763440860216,6047545.818458294,4940600,12168,2083,164,0,0,,,,0.15625,0.216796875,0.09193113198613763,0.21957900783961698,0.061060219391941485,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.017140876055489387,0.10684712933057378,,,,
dist,pentane,abf,abf,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.4__N1024__T80000__ns16__1c41517b44e4,1095.5206249500625,214,1.057492423554554,63.957575763646005,8.545186183766205,391.1592402718393,3.0422574103694093,1.2802938361709357,0.15053763440860216,6050472.965828464,4917347,12389,1673,245,0,0,,,,0.169921875,0.2060546875,0.09116524979885642,0.22481199829403686,0.05842467036709865,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.01963554867064201,0.10759152457365968,,,,
dist,pentane,abf,abf,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.4__N1024__T80000__ns16__1c41517b44e4,1095.5206249500625,215,1.0588691062481708,63.317476018192295,8.551391322558462,389.7014545723047,3.091573257890347,1.242881238141472,0.15053763440860216,6035582.614359813,4940915,12294,1962,109,0,0,,,,0.1474609375,0.22265625,0.09347273577203076,0.22721302981515548,0.06186384006044086,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.002634953647611018,0.10773159119405448,,,,
dist,pentane,abf,abf,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.6__N1024__T80000__ns16__3369cc025821,1095.0742152337916,200,1.1652233057768884,74.74833518953722,9.136782599847654,423.6205940432519,3.683642555603511,1.5275876978169272,0.20430107526881722,5980452.913206473,5019086,11883,2753,97,0,0,,,,0.1865234375,0.1435546875,0.09168451748011215,0.30462343237704714,0.05357640881349167,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.036016099264709306,0.12065803382915645,,,,
dist,pentane,abf,abf,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.6__N1024__T80000__ns16__3369cc025821,1095.0742152337916,201,1.1714875897600534,76.44076935295729,9.047580014463497,425.29131022160465,3.435036600939192,1.650855764722983,0.15591397849462366,5849501.607564264,4993235,11457,1626,313,0,0,,,,0.17578125,0.1396484375,0.08362366111854128,0.28103745348959913,0.04724437056740109,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.09340482273793461,0.12130669592251565,,,,
dist,pentane,abf,abf,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.6__N1024__T80000__ns16__3369cc025821,1095.0742152337916,202,1.1590052805136593,75.12102510997605,9.063108391685642,423.5807013313023,3.513017921569214,1.5844768501808095,0.1989247311827957,5981103.65665335,5001234,11557,2380,340,0,0,,,,0.166015625,0.13671875,0.08684548943286233,0.2872362380446523,0.0507388395040874,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.0638681653123661,0.12001416179291956,,,,
dist,pentane,abf,abf,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.6__N1024__T80000__ns16__3369cc025821,1095.0742152337916,203,1.1661413113056323,77.96282847752903,9.019446480032444,428.46210723424684,3.491055528163848,1.6792624958636901,0.1935483870967742,5945037.29331686,5000834,11535,1863,179,0,0,,,,0.1630859375,0.1318359375,0.08450019318918979,0.276331993896482,0.046068225693508234,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.1034183658534482,0.12075309264028165,,,,
dist,pentane,abf,abf,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.6__N1024__T80000__ns16__3369cc025821,1095.0742152337916,204,1.1671448490481535,76.5586692727428,9.073289074289452,426.56886659327824,3.5888618587205543,1.6227586507359353,0.1881720430107527,5914018.848386348,5012529,11751,2726,198,0,0,,,,0.181640625,0.1513671875,0.08608606148292272,0.29197213788723475,0.050825993822537045,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.0773892653291388,0.12085700825052191,,,,
dist,pentane,abf,abf,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.6__N1024__T80000__ns16__3369cc025821,1095.0742152337916,205,1.1651138600384054,74.92378369674739,9.092520815522743,422.9643102440535,3.5046523193445136,1.5846240887387684,0.1827956989247312,5865116.387174584,5031141,11720,2394,203,0,0,,,,0.189453125,0.1708984375,0.08752601951335416,0.29612677000708615,0.054265631962750915,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.06326163485831933,0.12064670080178662,,,,
dist,pentane,abf,abf,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.6__N1024__T80000__ns16__3369cc025821,1095.0742152337916,206,1.1600593512827266,75.71410853917841,9.066538025767839,424.618163833389,3.519979970892149,1.594353787233993,0.1989247311827957,5955006.7867773585,5017864,11670,2661,329,0,0,,,,0.1806640625,0.1572265625,0.08664988718961976,0.29180173069293874,0.04876821052574671,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.06683089151623747,0.12012331006165218,,,,
dist,pentane,abf,abf,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.6__N1024__T80000__ns16__3369cc025821,1095.0742152337916,207,1.1525700522387914,76.47808280704061,8.98025568419841,424.7368709014804,3.502834324387633,1.6384285399022251,0.1881720430107527,5949326.922706276,4975581,11259,2409,147,0,0,,,,0.177734375,0.1416015625,0.08415378064591007,0.27132246574630425,0.04561378616173963,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.09291061583123288,0.11934779854131118,,,,
dist,pentane,abf,abf,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.6__N1024__T80000__ns16__3369cc025821,1095.0742152337916,208,1.1663691121703685,76.90698222975945,9.04400130027328,426.711659752933,3.360952579769509,1.6680342346569064,0.1881720430107527,5920640.297160743,4992978,11656,2152,375,0,0,,,,0.1865234375,0.1416015625,0.08528993742593627,0.28207267685340165,0.04815760723850281,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.09744145169021373,0.12077668125570618,,,,
dist,pentane,abf,abf,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.6__N1024__T80000__ns16__3369cc025821,1095.0742152337916,209,1.1575133715847472,76.83153309423784,9.027995873862249,426.0979276801563,3.7321020451684017,1.6133178701384907,0.1935483870967742,5925675.407963388,5008044,11383,3364,70,0,0,,,,0.181640625,0.13671875,0.084812580747151,0.2776947004768064,0.045860389899470444,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.07930261474339187,0.11985967569817511,,,,
dist,pentane,abf,abf,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.6__N1024__T80000__ns16__3369cc025821,1095.0742152337916,210,1.1592164460616343,76.65144195912623,9.017476552228706,425.9715385391004,3.5673705174068675,1.6293504514511479,0.1881720430107527,5999062.844821518,4956170,11446,2344,177,0,0,,,,0.1748046875,0.1650390625,0.08479963643536464,0.2771998334079758,0.04565314280698852,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.08657091659787455,0.12003602783327835,,,,
dist,pentane,abf,abf,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.6__N1024__T80000__ns16__3369cc025821,1095.0742152337916,211,1.1581374830271485,75.00486152351252,9.06872937156105,423.3112159052178,3.577712489955272,1.5737230143592984,0.1989247311827957,5994545.262565007,5004041,11642,1911,227,0,0,,,,0.1943359375,0.1328125,0.08762967775203982,0.2934558223505521,0.04985206551773087,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.05928234496929091,0.11992430198839525,,,,
dist,pentane,abf,abf,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.6__N1024__T80000__ns16__3369cc025821,1095.0742152337916,212,1.160953069250805,74.38181325502273,9.085038713290107,421.67162860500684,3.4875832293484046,1.5490960100341087,0.1881720430107527,5911649.707636388,5030178,11700,2698,251,0,0,,,,0.1875,0.166015625,0.09011206478395911,0.29731250671533604,0.05329587680421402,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.05141501351945249,0.12021585391336842,,,,
dist,pentane,abf,abf,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.6__N1024__T80000__ns16__3369cc025821,1095.0742152337916,213,1.1676053487158229,77.86380470084505,9.058691698365267,428.83816524882,3.5853384283259953,1.6710676661186417,0.1935483870967742,5935565.89279153,5023424,11715,2661,256,0,0,,,,0.17578125,0.140625,0.08599077574038673,0.28925087905369185,0.049082743629481715,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.09678739044954698,0.12090469265934252,,,,
dist,pentane,abf,abf,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.6__N1024__T80000__ns16__3369cc025821,1095.0742152337916,214,1.1589605881137577,76.31172887040215,9.051253720264857,425.5073294100958,3.6551601292960787,1.5989655502852533,0.20430107526881722,5999294.072052797,4981045,11570,2262,256,0,0,,,,0.19921875,0.1376953125,0.08666418881857857,0.2886619352123457,0.048212931061372304,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.06720851361191116,0.12000953392710835,,,,
dist,pentane,abf,abf,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__abf__trans__b1.6__N1024__T80000__ns16__3369cc025821,1095.0742152337916,215,1.1616281865605544,76.47223454397783,9.070705306682967,425.8389183527719,3.5980621547977147,1.6114676702498885,0.20430107526881722,5939765.309499614,5025730,11724,2894,114,0,0,,,,0.193359375,0.1328125,0.08718712407557276,0.2942348276101482,0.04868303798182857,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.07508063091868881,0.12028576182440535,,,,
dist,pentane,fr_uniform,fr_uniform,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.4__N1024__T80000__ns16__45b99dfa721e,2913.180405770894,200,1.0567670806534986,62.43262752229295,8.553436157144255,388.23869523841427,3.0647280121443075,1.240440272607734,0.13978494623655913,5990869.220285866,4897148,12410,1903,96,0,95,799.219512195122,799.219512195122,0.0068359375,0.1484375,0.24609375,0.09178960891636717,0.22463012005237826,0.06139546809172241,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.01043320014406845,0.10751772664676681,6.82107473715168e-06,1.4624064059900167e-05,13601.0,0.00698478053084332
dist,pentane,fr_uniform,fr_uniform,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.4__N1024__T80000__ns16__45b99dfa721e,2913.180405770894,201,1.0439338641720215,62.07300297783158,8.493180969581783,386.44984561739216,3.0169199529233213,1.2417885684112477,0.13440860215053763,5909454.631894796,4865983,11771,1592,120,0,94,727.1678224687934,727.1678224687934,0.013671875,0.1337890625,0.2421875,0.08858810504979152,0.21258695863980162,0.05939818528112077,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.02167229806695851,0.10621204795283837,6.74927395044482e-06,9.765625e-06,13601.0,0.0069112565252554955
dist,pentane,fr_uniform,fr_uniform,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.4__N1024__T80000__ns16__45b99dfa721e,2913.180405770894,202,1.0615159286850187,62.927899883804194,8.571841179190946,389.60496993992535,3.11917692030832,1.247108901512462,0.14516129032258066,6003109.665026374,4942187,12468,2346,170,0,90,848.3624595469256,848.3624595469256,0.00390625,0.138671875,0.2099609375,0.09081150561714894,0.22628257388174286,0.06145868655529226,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.006660496663855464,0.10800088452884644,6.462070803617381e-06,1.9498752079866888e-05,13601.0,0.006617160502904198
dist,pentane,fr_uniform,fr_uniform,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.4__N1024__T80000__ns16__45b99dfa721e,2913.180405770894,203,1.0544829645823663,62.9489316977655,8.52233438374894,389.1580972280809,3.0528516298331483,1.2328428194806467,0.15053763440860216,6039941.757281315,4901692,12201,1841,169,0,79,814.111801242236,814.111801242236,0.0087890625,0.1328125,0.2197265625,0.09108133303745307,0.2181828881210511,0.0602508517684009,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.005442804538545029,0.10728533582776666,5.672262149841923e-06,8.7890625e-06,13601.0,0.0058083964414381295
dist,pentane,fr_uniform,fr_uniform,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.4__N1024__T80000__ns16__45b99dfa721e,2913.180405770894,204,1.0617548679169497,64.03169271770173,8.568710092624746,391.43917827447285,3.1657404476846795,1.2695179934151424,0.14516129032258066,6028248.642863479,4933225,12527,1454,181,0,90,823.0580847723705,823.0580847723705,0.005859375,0.1474609375,0.2265625,0.09277772508724995,0.2276757810810506,0.06723559481579272,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.015094127458329689,0.108025194713649,6.462070803617381e-06,1.3671875e-05,13601.0,0.006617160502904198
dist,pentane,fr_uniform,fr_uniform,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.4__N1024__T80000__ns16__45b99dfa721e,2913.180405770894,205,1.0539169783062952,62.51334770535293,8.533901655683609,387.576887922931,2.9663313112364884,1.2632290533086639,0.13978494623655913,5953330.859010231,4922271,12173,1771,154,0,111,782.5194029850746,782.5194029850746,0.005859375,0.13671875,0.2333984375,0.09136886453818825,0.2227873822326454,0.062493737547628936,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.017283655668312106,0.10722775118226575,7.969887324461436e-06,1.46484375e-05,13601.0,0.00816116462024851
dist,pentane,fr_uniform,fr_uniform,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.4__N1024__T80000__ns16__45b99dfa721e,2913.180405770894,206,1.0613548353147253,62.70078909618497,8.571336844281285,389.2445175544219,3.1040114754148425,1.2185082289068792,0.15053763440860216,6046536.82240718,4925750,12531,2071,155,0,86,817.9219968798752,817.9219968798752,0.009765625,0.1328125,0.2412109375,0.09241924303642024,0.2276071884827807,0.06532846949705429,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,-0.00025502855934117047,0.10798449454729904,6.174867656789942e-06,1.171875e-05,13601.0,0.0063230644805529
dist,pentane,fr_uniform,fr_uniform,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.4__N1024__T80000__ns16__45b99dfa721e,2913.180405770894,207,1.0462858950479164,63.51821016698025,8.501167933977435,389.898854174156,3.089482995415303,1.2654285396924727,0.14516129032258066,6034752.798523011,4892034,12135,1582,46,0,84,858.0818330605565,858.0818330605565,0.0048828125,0.1416015625,0.234375,0.08921036413967738,0.21660665338519916,0.05639066495474987,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.01790686598741534,0.10645134856828037,6.0312660833762225e-06,9.765625e-06,13601.0,0.006176016469377252
dist,pentane,fr_uniform,fr_uniform,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.4__N1024__T80000__ns16__45b99dfa721e,2913.180405770894,208,1.0425939401025313,63.22837609657178,8.48844822161326,389.2392505944038,3.0547412297197996,1.250920540537318,0.14516129032258066,5987884.55192789,4874277,12038,2152,73,0,96,837.5207667731629,837.5207667731629,0.005859375,0.1376953125,0.23046875,0.08934759874011505,0.21200261152230948,0.055633072664639696,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.01701774154462258,0.10607572123291274,6.89287552385854e-06,1.171875e-05,13601.0,0.007058304536431145
dist,pentane,fr_uniform,fr_uniform,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.4__N1024__T80000__ns16__45b99dfa721e,2913.180405770894,209,1.0504583344103684,63.02518584546885,8.519143478641604,388.9819009175131,3.159386765028331,1.2284159727566903,0.14516129032258066,6007474.6587894745,4905488,11974,2106,69,0,93,846.9919224555736,846.9919224555736,0.00390625,0.150390625,0.232421875,0.09002799108853472,0.21727291056595707,0.058399455572657646,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.006055936219639356,0.10687586140846546,6.677473163737961e-06,1.171875e-05,13601.0,0.006837732519667672
dist,pentane,fr_uniform,fr_uniform,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.4__N1024__T80000__ns16__45b99dfa721e,2913.180405770894,210,1.0340780263675853,63.571658597809545,8.436785335018708,389.3391220166827,3.082478864441955,1.2817089463356035,0.14516129032258066,6023764.839982322,4836302,11698,2344,156,0,97,840.2051282051282,840.2051282051282,0.0048828125,0.1455078125,0.21484375,0.08754092748289188,0.2043950878067087,0.05448053849583215,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.02840887333427397,0.1052092940874578,6.9646763105654e-06,1.2999168053244593e-05,13601.0,0.007131828542018969
dist,pentane,fr_uniform,fr_uniform,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.4__N1024__T80000__ns16__45b99dfa721e,2913.180405770894,211,1.0696330370085636,62.584916770878955,8.593699245697477,389.1802703923769,3.1341655662881576,1.2092227727041767,0.14516129032258066,6049622.5215778565,4912409,12401,1813,187,0,74,873.8133333333334,873.8133333333334,0.00390625,0.14453125,0.232421875,0.09330791741819952,0.2312557632615331,0.06242994290086225,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,-0.006720323115803133,0.10882673636495152,5.313258216307624e-06,1.07421875e-05,13601.0,0.005440776413499007
dist,pentane,fr_uniform,fr_uniform,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.4__N1024__T80000__ns16__45b99dfa721e,2913.180405770894,212,1.0707796421909812,62.88827019844435,8.605212927571257,389.40286783623384,3.0694995522767097,1.2404419960311017,0.15053763440860216,6011690.108810252,4955262,12384,1986,158,0,88,840.2051282051282,840.2051282051282,0.0068359375,0.150390625,0.232421875,0.09523763044099157,0.23498871438235905,0.06424402250729755,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.00014636740466925736,0.10894339441082736,6.318469230203662e-06,1.1374272046589018e-05,13601.0,0.0064701124917285495
dist,pentane,fr_uniform,fr_uniform,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.4__N1024__T80000__ns16__45b99dfa721e,2913.180405770894,213,1.0430529828217525,64.36817268785276,8.488234571652141,391.5253519504003,3.0383772461959797,1.3125649688710754,0.14516129032258066,6022963.77959627,4905672,11963,2083,164,0,78,855.2822185970637,855.2822185970637,0.0048828125,0.1484375,0.2216796875,0.08834894503982421,0.21132166662360577,0.05687441841039424,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.03361030785276348,0.10612242521386368,5.600461363135063e-06,9.765625e-06,13601.0,0.005734872435850305
