config_id,method,target_type,gamma,eta,burnin_fraction,stop_fraction,fr_every,n_seeds,median_final_l2_F,iqr_final_l2_F,median_final_l2_Fprime,iqr_final_l2_Fprime,median_integrated_l2_F,iqr_integrated_l2_F,median_integrated_l2_Fprime,iqr_integrated_l2_Fprime,median_final_marginal_l2_uniform,iqr_final_marginal_l2_uniform,median_final_marginal_l2_target,iqr_final_marginal_l2_target,median_final_marginal_l2_physical_ref,iqr_final_marginal_l2_physical_ref,median_integrated_marginal_l2_physical_ref,iqr_integrated_marginal_l2_physical_ref,median_final_deltaF_error,iqr_final_deltaF_error,median_integrated_deltaF_error,iqr_integrated_deltaF_error,median_final_barrier_height_error,iqr_final_barrier_height_error,median_integrated_barrier_height_error,iqr_integrated_barrier_height_error,median_mean_fr_event_fraction,iqr_mean_fr_event_fraction,median_max_fr_event_fraction,iqr_max_fr_event_fraction,median_barrier_crossings,iqr_barrier_crossings,median_frac_left,iqr_frac_left,median_frac_barrier,iqr_frac_barrier,median_frac_right,iqr_frac_right,median_final_ancestor_ess,iqr_final_ancestor_ess,median_final_max_clone_multiplicity,iqr_final_max_clone_multiplicity,median_final_max_clone_weight,iqr_final_max_clone_weight,median_cumulative_fr_events,iqr_cumulative_fr_events,median_cumulative_replacements,iqr_cumulative_replacements,frac_nan
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.6|sf=0.7|fe=100,abf_fr_physical,physical,0.05,0.1,0.6,0.7,100,8,0.03773909523327655,0.020530366948041674,0.08093771379052209,0.032083516392497125,10.827818564349176,3.316212579343773,26.2500429286567,5.525955685149462,0.0526539791928892,0.011447459277597855,0.39918129996272655,0.034922700580614696,0.3892859584457723,0.018336805494043873,38.90539155942021,0.23613205715707863,0.07005548522825661,0.04439598447886486,11.746338119936752,7.675281193684707,0.07476897266020885,0.026879523672642486,23.469731932897353,5.0559010137668,0.01572265624999995,0.0016601562500000028,0.03515625,0.0048828125,39168.5,8704.75,0.375,0.0361328125,0.138671875,0.013671875,0.322265625,0.0537109375,80.61606245839133,5.0102676015819725,8.5,1.25,0.033203125,0.0048828125,50.0,0.0,192.5,9.25,0.0
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.6|sf=0.7|fe=20,abf_fr_physical,physical,0.05,0.1,0.6,0.7,20,8,0.02873116894443,0.012797068952301222,0.08331644168235336,0.028828691290043923,10.732451098940434,3.3217661137065715,26.582176799469497,5.491006945590197,0.05197843345323455,0.00915356056639522,0.4031985442492276,0.03483231139687709,0.3907054553730258,0.013748186134442508,38.84698280546794,0.3638144653954498,0.0451210377376769,0.027504851141043805,11.986936269724348,7.793632733400681,0.0608220106620568,0.02925516455561275,23.106953441036126,5.0251995420154145,0.0032856889204545,0.0005190577651515253,0.017578125,0.00390625,36856.0,4477.5,0.376953125,0.0556640625,0.138671875,0.02734375,0.310546875,0.0595703125,77.53865409114275,13.632463219338518,9.0,3.5,0.03515625,0.013671875,250.0,0.0,204.5,19.5,0.0
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.6|sf=0.7|fe=500,abf_fr_physical,physical,0.05,0.1,0.6,0.7,500,8,0.040164114847229954,0.02362556753524813,0.08331167986535605,0.025237876440684176,10.833045247770654,2.9408607516719147,26.322629552662093,4.004996210362236,0.05048399856548235,0.008884563621635574,0.4039867569680514,0.03753936428471083,0.3925570317917322,0.011296239914379391,38.839803320437994,0.19336080048167048,0.060715439414668254,0.04461710329371987,11.700690606412579,7.08809297450761,0.08684891433568251,0.031882917355823354,23.882798592930403,5.043186101325219,0.0740234375,0.007421875000000008,0.09765625,0.0009765625,41044.0,5490.5,0.3671875,0.0556640625,0.15234375,0.0263671875,0.3046875,0.0595703125,87.61497326203208,5.64296842884697,8.0,0.75,0.03125,0.0029296875,10.0,0.0,189.5,19.0,0.0
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.6|sf=0.9|fe=100,abf_fr_physical,physical,0.05,0.1,0.6,0.8999999999999999,100,8,0.0329736709647448,0.013766141693270947,0.08728478892803129,0.04602247547504611,10.616785298097184,3.355335360941602,26.496621224211186,5.661238120874788,0.0587664315980682,0.008880413822844047,0.407352650451864,0.022302500064943,0.3900436307148104,0.010000850499940594,38.39127569134034,0.32526295152002405,0.0577390890613287,0.01707525762356847,11.397714550073541,8.198516892320752,0.0606979950593203,0.035240466432133105,23.46845171926973,5.4097292077764045,0.01504221270161285,0.00045205393145162504,0.0390625,0.0068359375,39597.0,7484.0,0.392578125,0.046875,0.15234375,0.0068359375,0.302734375,0.0419921875,36.78708155674499,3.5719273753959584,19.0,6.5,0.07421875,0.025390625,150.0,0.0,568.5,21.5,0.0
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.6|sf=0.9|fe=20,abf_fr_physical,physical,0.05,0.1,0.6,0.8999999999999999,20,8,0.03005149790868945,0.01504922476690223,0.08565634367389499,0.04249959821964926,10.657661597490641,3.0369720779462632,26.930913252531408,5.010637384955643,0.0497992885187889,0.0039644853061006485,0.41733015827476005,0.02769132933982482,0.40260324674162695,0.0071042459319687334,38.31604675109588,0.3871650950125769,0.0523058694735887,0.03333462593485187,11.535853397461128,7.4355316483068155,0.046731706807734946,0.05180930801841889,22.91450193055914,5.50136853342525,0.0030091775873655503,0.0001587701612903252,0.01953125,0.0009765625,38993.0,8453.5,0.373046875,0.025390625,0.166015625,0.017578125,0.30078125,0.0341796875,36.76203891896243,6.222899540798224,16.0,2.75,0.0625,0.0107421875,750.0,0.0,565.5,19.75,0.0
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.6|sf=0.9|fe=500,abf_fr_physical,physical,0.05,0.1,0.6,0.8999999999999999,500,8,0.0362812862535905,0.025249950754020353,0.08907314904746674,0.012882289852068463,10.727426116459668,3.110735641469459,26.607658038753804,4.442946130574477,0.055108413075487306,0.010753233587717952,0.41718324422605024,0.03588460066898408,0.3974658674400239,0.017629590748805712,38.46113351961665,0.16807085077570605,0.046831789900948204,0.05761217308904553,11.386428266578168,7.648816314543023,0.09227536613849349,0.030209056601154333,23.743607100872783,5.307528585603123,0.06822916666666665,0.0028645833333333093,0.09765625,0.0,46190.5,5437.5,0.38671875,0.044921875,0.1953125,0.0263671875,0.28125,0.04296875,41.60794607651192,4.085156353744814,15.5,6.25,0.060546875,0.0244140625,30.0,0.0,524.0,22.0,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.2|sf=0.3|fe=100,abf_fr_physical,physical,0.1,0.1,0.2,0.3,100,8,0.026295384284892698,0.026934131269168046,0.10045593999603974,0.022003864994963512,9.437110676203732,4.845572096896754,25.985279386650035,7.51918255903389,0.05827516130367485,0.022412187685833328,0.3954928049524057,0.024742457541697405,0.3876097589219847,0.010042402085963076,38.574891184242595,0.3407731250574315,0.043479318041708945,0.05614369657963447,9.976744648651096,11.330209929176227,0.03113344570285985,0.034133639945915804,19.611057299297475,6.477575586839279,0.0285511363636363,0.0025701349431817982,0.052734375,0.005859375,35891.5,4094.0,0.388671875,0.0439453125,0.138671875,0.021484375,0.314453125,0.0673828125,52.98979789264517,3.7104595378744776,12.5,2.25,0.048828125,0.0087890625,50.0,0.0,356.5,30.75,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.2|sf=0.3|fe=20,abf_fr_physical,physical,0.1,0.1,0.2,0.3,20,8,0.0248048947632944,0.009913763772125425,0.09472649530227426,0.020163328513140524,9.57963992801424,3.2750740063695645,27.134473785179544,5.621227232788371,0.05708274450971346,0.019593419527993525,0.4179531792005218,0.011830454438948423,0.39485787055949545,0.008598972022936968,38.62974854831204,0.2740257592180768,0.0446574286508667,0.048005334077829726,10.447454072749334,8.839717100916832,0.02661771176532295,0.02446280179099735,19.122117288946306,5.157572285768001,0.0055519057765151,0.000411635890151525,0.0234375,0.0048828125,36629.0,3637.25,0.38671875,0.0361328125,0.1328125,0.0224609375,0.310546875,0.0390625,47.321396545755604,2.9991118534805707,15.0,4.25,0.05859375,0.0166015625,250.0,0.0,362.0,10.5,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.2|sf=0.3|fe=500,abf_fr_physical,physical,0.1,0.1,0.2,0.3,500,8,0.034198943065123444,0.023790429035199852,0.08532776830534845,0.032529907511347,11.06215128052749,2.8235472485298914,26.27703581048124,6.105203300055585,0.057325274383835195,0.021385486328052802,0.39982691422203886,0.030982369299129398,0.38538796945394854,0.015654365985690533,38.609618430450524,0.26706830573237994,0.04926588642569025,0.05174200638893196,11.236427352354386,6.194927565674229,0.0863913947879599,0.038811269769341156,23.555149606430888,7.041651113047855,0.0970703125,0.0010742187499999944,0.09765625,0.0,39326.5,4476.75,0.396484375,0.0478515625,0.125,0.0224609375,0.30859375,0.0390625,72.98031746031745,8.514251907906171,9.5,2.25,0.037109375,0.0087890625,10.0,0.0,248.5,2.75,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.2|sf=0.5|fe=100,abf_fr_physical,physical,0.1,0.1,0.2,0.5,100,8,0.043476487043627554,0.016353609714975757,0.17789602487750364,0.05690845102938699,10.752323476307616,2.824700369613714,29.12798971776401,7.580115802466555,0.0536877036254782,0.008914886452652447,0.42612245168138563,0.023841688087820778,0.39916405369722685,0.010546143671410935,37.68950685855245,0.22044638475541944,0.038043905261424954,0.024488249313349777,7.664035873059046,8.668566089362514,0.07528843115238304,0.027340849996849527,21.853722970250544,5.635833572172796,0.0272051411290322,0.0011734501008064738,0.060546875,0.01953125,38206.0,5409.0,0.373046875,0.0263671875,0.16796875,0.0263671875,0.30859375,0.0546875,20.23345358768998,1.917733339354534,27.5,7.5,0.107421875,0.029296875,150.0,0.0,1042.0,44.75,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.2|sf=0.5|fe=20,abf_fr_physical,physical,0.1,0.1,0.2,0.5,20,8,0.0432872275627725,0.0040600384301990936,0.1867765962418176,0.035104096901910936,11.03431800805559,2.3397352825774167,29.999620240581244,6.839565107216657,0.052135725936804406,0.0082808994962342,0.41524186529884644,0.023772779001106525,0.39722337557704557,0.015793118088436198,37.8530028508911,0.2726201760138025,0.028847020845073047,0.04565752414019335,8.474319793561568,8.130791821118844,0.07388905359316505,0.014538414171650332,22.1180181765312,4.681757555860951,0.0056750882056451,0.0004413957493279502,0.0234375,0.0009765625,40932.0,3608.25,0.3515625,0.0625,0.16015625,0.03125,0.3125,0.064453125,20.700936399538982,2.468197528058809,25.0,5.5,0.09765625,0.021484375,750.0,0.0,1077.0,20.5,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.2|sf=0.5|fe=500,abf_fr_physical,physical,0.1,0.1,0.2,0.5,500,8,0.02677491985223515,0.027901291295734678,0.0757963324289288,0.03379686937472025,9.581757758618963,4.2110185399444795,25.292558074141233,6.373748804020032,0.0554385455194328,0.02785506970151655,0.4110528039219633,0.022601156591064875,0.39377651640711586,0.007195747905706096,37.88186321335372,0.2326736323979759,0.04466324242825065,0.06053292112871937,9.84736364118381,8.38249050708114,0.05383490157518675,0.04896433287961884,21.70237137656393,8.228707306599645,0.09628906249999995,0.00048828125,0.09765625,0.0,43350.0,3539.75,0.388671875,0.060546875,0.12890625,0.052734375,0.3125,0.056640625,27.456743644044057,9.20219521962214,24.0,5.25,0.09375,0.0205078125,30.0,0.0,739.5,3.75,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.4|sf=0.5|fe=100,abf_fr_physical,physical,0.1,0.1,0.4,0.5,100,8,0.0297761722924103,0.012657826877317747,0.09103018727125345,0.028302407332588583,11.104296797451404,3.1349441841445795,28.18346909784457,5.410540980079162,0.0571218150335198,0.016623334560558048,0.3985632136162719,0.03820701227746942,0.38725540199560493,0.013578700967218804,38.596896909007285,0.33712635637036215,0.057960678796471,0.031497618187338504,13.358861513056997,7.7747125450650465,0.05025281797304885,0.03845593246703127,23.00199284536916,4.304038596120719,0.029430042613636298,0.002610085227272723,0.052734375,0.0078125,36365.5,2241.25,0.3984375,0.0615234375,0.146484375,0.0283203125,0.30859375,0.0703125,47.39173553719009,12.69271545499754,16.5,3.5,0.064453125,0.013671875,50.0,0.0,373.5,29.5,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.4|sf=0.5|fe=20,abf_fr_physical,physical,0.1,0.1,0.4,0.5,20,8,0.022712964377135547,0.02181855476162,0.09188215902301936,0.03458920925842472,10.845511573369626,3.390329426191517,27.75403231562374,5.859568991502872,0.056582806567618,0.020090638906161272,0.4070791657759315,0.030923009811866686,0.392545169623136,0.015412522193901379,38.670338406008135,0.30787655702862793,0.029712739510651752,0.06733161390726487,12.427753767107683,7.64103304598547,0.038052695681660906,0.019602680208281528,22.38471213983231,4.115755659094219,0.0060893110795454,0.0004714133522727244,0.0234375,0.005859375,36021.0,4421.25,0.390625,0.041015625,0.14453125,0.0224609375,0.302734375,0.0439453125,49.335756202560326,6.0023032971553505,14.0,1.0,0.0546875,0.00390625,250.0,0.0,361.5,21.25,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.4|sf=0.5|fe=500,abf_fr_physical,physical,0.1,0.1,0.4,0.5,500,8,0.0329037465538306,0.020038794488187926,0.10186194288885025,0.03092568196586322,10.578698236763895,2.676153662956505,26.691518736651705,5.156137146081292,0.054832410116952196,0.010753934053549644,0.39999018897706895,0.025186614757961634,0.388872106105303,0.01675792049428665,38.666617190234504,0.26878969038622813,0.027697303011322498,0.027665737950182175,10.402650502601558,6.443721476197368,0.08724428698410265,0.06916962242325299,22.640397550528647,6.449317626163296,0.09765625,0.0006835937500000028,0.09765625,0.0,37242.0,5143.25,0.39453125,0.025390625,0.1328125,0.0390625,0.302734375,0.0546875,67.86126701682923,10.453853804285814,11.0,3.5,0.04296875,0.013671875,10.0,0.0,250.0,1.75,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.4|sf=0.7|fe=100,abf_fr_physical,physical,0.1,0.1,0.4,0.7,100,8,0.045143381685517556,0.013511601723752882,0.13634959124168178,0.09814012411094465,11.487982917053753,3.8611470607662586,30.26568909423245,7.056535690601951,0.0551666505267961,0.007034833582840905,0.42969666142386626,0.029938196394688754,0.4041934511146802,0.018817305522183303,37.70890471987717,0.2877147678918206,0.046486191502547805,0.05297330253964112,11.871189228394043,8.021248101374471,0.051532746393707,0.03296175565789394,22.965898818862414,7.056713822411805,0.02803994455645155,0.0012632308467741722,0.05859375,0.009765625,33764.5,3609.75,0.384765625,0.046875,0.16015625,0.025390625,0.294921875,0.0673828125,20.41008069522036,2.027624050610221,26.5,6.25,0.103515625,0.0244140625,150.0,0.0,1077.5,59.5,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.4|sf=0.7|fe=20,abf_fr_physical,physical,0.1,0.1,0.4,0.7,20,8,0.0455907954882726,0.022208030015074074,0.1415357692763128,0.09195188076976835,11.24572386550604,3.6494891769352,30.145682558550163,7.225258925173023,0.05533668789990935,0.0035260609614478425,0.42615175477372036,0.022986538836353376,0.40462820771082275,0.019033421390490413,37.718261495575746,0.422206980986779,0.028336707017383653,0.04705102808842063,10.631415559421196,8.576555238818804,0.05524600830631975,0.050246282843100745,23.088118900437152,6.473999003460559,0.00582829301075265,0.00034431703629034943,0.0234375,0.00390625,31509.0,2465.0,0.375,0.0400390625,0.158203125,0.0224609375,0.30859375,0.056640625,19.190631220940364,0.8464686908745023,27.5,3.0,0.107421875,0.01171875,750.0,0.0,1085.0,43.0,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.4|sf=0.7|fe=500,abf_fr_physical,physical,0.1,0.1,0.4,0.7,500,8,0.0321451583621361,0.017200831353378573,0.09921412827845766,0.044066160982931105,10.24690010538976,3.2518363424899572,26.596633330334626,5.108808915720761,0.05240475188533415,0.00885704804438553,0.41010863308617085,0.03744773800157691,0.3928046589233255,0.01412432010595227,37.76278523802603,0.19400370994361538,0.036947936859337255,0.04719078640141477,9.97030576082033,7.661680748022976,0.05286025079600705,0.07684431295879403,23.71551215953769,5.921278427188916,0.0968098958333333,0.0009765624999999722,0.09765625,0.0,42829.0,3115.25,0.3828125,0.041015625,0.15625,0.0361328125,0.30078125,0.0322265625,31.036565250499816,8.549629115786828,22.0,9.75,0.0859375,0.0380859375,30.0,0.0,743.5,7.5,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.6|sf=0.7|fe=100,abf_fr_physical,physical,0.1,0.1,0.6,0.7,100,8,0.0365756053648887,0.0114333345757003,0.09215710814248315,0.03604107702580779,10.779193330707535,3.3430392224136334,27.528096334786788,5.690554600161601,0.05919810157690985,0.013465694724343481,0.40570980014887975,0.03480193122271119,0.39260373177277547,0.01492363274992431,38.63504865460065,0.26279108861269407,0.05413644451018395,0.04971171288306975,11.822064305514786,7.408736162194094,0.04336615293248665,0.019737057405790674,23.030302722114588,4.761464757391199,0.02951882102272725,0.002627840909090951,0.0546875,0.0048828125,33075.5,4096.0,0.3984375,0.033203125,0.138671875,0.01171875,0.294921875,0.0703125,51.40081593283564,5.946621962531587,13.0,2.25,0.05078125,0.0087890625,50.0,0.0,363.5,28.5,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.6|sf=0.7|fe=20,abf_fr_physical,physical,0.1,0.1,0.6,0.7,20,8,0.0344612958206608,0.019377806306627395,0.10504038005131935,0.04070811719308051,10.906729138854956,3.5140494422827064,27.92272758754276,5.891392990642132,0.053541370202195404,0.01393862846083583,0.4006754208385216,0.043173383153744915,0.3873222261453367,0.010584715755326324,38.60700683558616,0.43104230244546926,0.047953288149963955,0.08503821094879747,11.943803080947879,8.538327555632078,0.0487410671352691,0.025175458022629667,22.838732178592238,5.150827603532306,0.005993430397727199,0.0006599195075757004,0.0234375,0.00390625,31136.0,5240.0,0.390625,0.0234375,0.13671875,0.0166015625,0.30859375,0.033203125,48.293143079157055,7.137687606247411,14.5,5.5,0.056640625,0.021484375,250.0,0.0,371.5,30.75,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.6|sf=0.7|fe=500,abf_fr_physical,physical,0.1,0.1,0.6,0.7,500,8,0.039060577014499845,0.029723202276969476,0.08088742567672845,0.014353904499998293,10.849169753229216,3.022630223133758,26.41300643691548,4.628952247589922,0.048133310710997954,0.015446010531512323,0.40212601735937176,0.04417522748463826,0.38828501042028074,0.012466610405099221,38.80460605786816,0.28172844859047785,0.06982737244232234,0.06529700815755572,12.04384461793624,7.68795761184991,0.07446506818209189,0.0355360290448294,23.41452156593474,5.663472768757437,0.09765625,0.00244140625,0.09765625,0.0,42332.0,7108.25,0.380859375,0.0419921875,0.142578125,0.0302734375,0.30859375,0.0546875,67.59765890839799,11.625827731987826,10.5,2.5,0.041015625,0.009765625,10.0,0.0,250.0,6.25,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.6|sf=0.9|fe=100,abf_fr_physical,physical,0.1,0.1,0.6,0.8999999999999999,100,8,0.04318635853160545,0.028943523726692174,0.15062202736996524,0.06701019423567472,10.723708131191566,3.4188918475066306,28.772295627060757,5.002896986804895,0.06107161358522765,0.012027378471287799,0.40723405435188476,0.03848195469636739,0.3898769938500448,0.00940516021371246,37.551061692437095,0.20388190859139144,0.0374859493378583,0.04310897721410444,11.093894791057917,8.556202008773226,0.0555576418072002,0.022063751126299457,22.59266273799737,4.672813650496792,0.02753276209677415,0.0013199344758064759,0.05859375,0.0048828125,29967.5,4101.25,0.412109375,0.0400390625,0.1328125,0.0107421875,0.291015625,0.0341796875,20.49416263271366,3.655192373420796,27.0,8.25,0.10546875,0.0322265625,150.0,0.0,1050.5,30.75,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.6|sf=0.9|fe=20,abf_fr_physical,physical,0.1,0.1,0.6,0.8999999999999999,20,8,0.04558346338744575,0.022178871495860807,0.15592539195123695,0.06453987891060012,10.928791184075562,3.40036659206719,28.909753675171224,5.187280341210272,0.056610403779729895,0.017949318145321774,0.415264854290661,0.018257383167685937,0.392640198618296,0.012874024921902927,37.73309928781643,0.33280650485851737,0.04040649992565895,0.020306043731909355,11.69391381129265,8.132047695403793,0.053933383690360104,0.02334061817087979,22.868761843911713,4.792956279027109,0.0056366557459677,0.0002867733534945502,0.0234375,0.0048828125,29995.0,3819.75,0.4140625,0.0673828125,0.119140625,0.0322265625,0.30078125,0.0751953125,19.41413062822566,7.343917191613732,29.5,13.25,0.115234375,0.0517578125,750.0,0.0,1060.0,42.25,0.0
abf_fr_physical|tt=physical|g=0.1|eta=0.1|bi=0.6|sf=0.9|fe=500,abf_fr_physical,physical,0.1,0.1,0.6,0.8999999999999999,500,8,0.03377986687696495,0.00819308475518487,0.0972249374885247,0.05615034954254927,10.646736321013627,3.11885933096082,27.373706482546503,5.705681654916095,0.04579701900127905,0.019065872841766945,0.42283939316857194,0.02235483883263306,0.40195871572493985,0.0056435725628504185,38.02064777030377,0.3274150881239706,0.05925732677276935,0.046012314495866825,11.760980323295598,7.242744794122974,0.043087859952455204,0.015353128393376651,22.863618353399673,5.06855251888048,0.0959635416666666,0.0009440104166666824,0.09765625,0.0,37661.5,7216.0,0.361328125,0.0341796875,0.158203125,0.0244140625,0.341796875,0.052734375,29.21829616378454,5.397027429239483,23.0,4.75,0.08984375,0.0185546875,30.0,0.0,737.0,7.25,0.0
abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1,abf_only,none,0.0,0.1,0.0,1.0,1,8,0.02995096170188665,0.020593215538699652,0.09179993017875546,0.02742211011186979,10.801815296711013,2.9858915912185324,26.695405257807593,4.762534727804539,0.056184383264823654,0.015727695022997187,0.056199084835331356,0.015726400245688506,0.3863683755025795,0.011366184282609437,39.068310357959746,0.2966259249664489,0.05480866011013045,0.05268348947208473,11.94268445630577,7.012918272267621,0.062138181167199394,0.03751708595121407,23.180991118865,5.178250853300682,0.0,0.0,0.0,0.0,32685.5,2311.0,0.392578125,0.0302734375,0.125,0.0244140625,0.322265625,0.056640625,256.0,0.0,1.0,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0
