cell,seed,j,C,a,V,pi_star,occ0,f_ref
K3,8006,14,52791.0,0.0007190962031104933,11.419147589547167,0.37353834347928616,0.0234375,0.6855115062732063
K3,8006,15,59212.0,0.0006716400359167596,0.18262001103462636,0.00390625,0.0234375,-0.08397731392047976
K3,8006,16,61891.0,0.0007277206082059181,0.23035181068127758,0.00390625,0.0,0.27399170958044256
K3,8006,17,55573.0,0.0006642914303916642,6.234667423308631,0.2349053818020684,0.03515625,-0.3699228766684197
K3,8006,18,59663.0,0.0007031742244727865,3.514616106962375,0.1533432095476983,0.0390625,-2.9743058338938515
K3,8006,19,92246.0,0.0006263236351786695,0.5224564293374221,0.00390625,0.03515625,-3.436226280277556
K3,8006,20,126765.0,0.0006454570519110974,0.1504324590547868,0.00390625,0.0546875,-2.215293491858746
K3,8006,21,151273.0,0.0005577366502777776,0.1530259837466068,0.00390625,0.04296875,-0.11939669396034924
K3,8006,22,153214.0,0.0005545690905208532,0.18139840619180772,0.00390625,0.04296875,2.3566676671297633
K3,8006,23,139096.0,0.00045853047568898827,0.13153137069603446,0.00390625,0.07421875,4.739356923226084
K3,8006,24,112842.0,0.0004305103403020531,0.12155850026463985,0.00390625,0.06640625,6.729879356794805
K3,8006,25,79699.0,0.0003287051114123004,0.196608374066459,0.00390625,0.03515625,8.282174936728236
K3,8006,26,50556.0,0.0002732808012546973,0.37625079209053536,0.00390625,0.01953125,9.536218308969232
K3,8006,27,30179.0,0.00016826055744771585,0.6110501768355009,0.00390625,0.0078125,10.762180863513906
K3,8006,28,24219.0,8.288047337878629e-05,0.7279462886916624,0.00390625,0.0078125,12.251816073352863
K3,8006,29,24126.0,3.615601467227656e-06,0.6480335458035834,0.00390625,0.00390625,14.228240678469687
K3,8006,30,26071.0,0.0,0.527435034298937,0.00390625,0.0,16.82835293200227
K3,8006,31,27010.0,0.0,0.5145073422937076,0.00390625,0.0,20.20578082012556
K3,8007,0,41351.0,5.758094411151144e-32,0.3985075956955805,0.00390625,0.015625,-20.001447663525564
K3,8007,1,45591.0,5.640582280311324e-32,0.24543906313089434,0.00390625,0.03125,-16.736926222184675
K3,8007,2,52270.0,3.6156014672276936e-06,0.19231786721630642,0.00390625,0.015625,-14.119694821265368
