cell,seed,arm,t,e_F,e_Fprime
K3,8002,p0.02,22.0,0.45201913222110035,1.1528979391902294
K3,8002,p0.05,22.0,0.45342524189597666,1.1560236628019573
K3,8002,p0.1,22.0,0.4539213312311857,1.1551133531639588
K3,8002,p0.2,22.0,0.4524962425978634,1.1570311252374108
K3,8003,abf,22.0,0.27135633591772357,0.7939664763577151
K3,8003,p0.02,22.0,0.2720609293050713,0.7956711395607867
K3,8003,p0.05,22.0,0.2720675477413129,0.7954979564152981
K3,8003,p0.1,22.0,0.27274612267455833,0.7969651326869004
K3,8003,p0.2,22.0,0.27329740650451495,0.8005952051767726
K3,8004,abf,22.0,0.3080682211970979,0.8561208913033096
K3,8004,p0.02,22.0,0.30928375270937214,0.8587092120563049
K3,8004,p0.05,22.0,0.30832786976573406,0.8572137379797041
K3,8004,p0.1,22.0,0.31025446008578533,0.8609615547703471
K3,8004,p0.2,22.0,0.31275211337872066,0.8665219905243866
K3,8005,abf,22.0,0.32698966150643116,0.9342532289358827
K3,8005,p0.02,22.0,0.3283504635779038,0.9380397974495218
K3,8005,p0.05,22.0,0.3281804103863089,0.9373707241821687
K3,8005,p0.1,22.0,0.32795976435885243,0.9368134615278403
K3,8005,p0.2,22.0,0.3299780829806854,0.9418407635322819
K3,8006,abf,22.0,0.19801825535194995,0.5768695673215825
K3,8006,p0.02,22.0,0.19807832146963128,0.5775168408421033
K3,8006,p0.05,22.0,0.1983972922663763,0.577789619755156
K3,8006,p0.1,22.0,0.19966198650338315,0.5794388969649981
K3,8006,p0.2,22.0,0.1984133085378838,0.5748827216426773
K3,8007,abf,22.0,0.28399406711265496,0.7872145310414579
K3,8007,p0.02,22.0,0.2841183238542793,0.7873251436427503
K3,8007,p0.05,22.0,0.2840202135429814,0.7871065318352093
K3,8007,p0.1,22.0,0.284656003939469,0.7876760198819684
K3,8007,p0.2,22.0,0.2874376491295933,0.7954350953350746
K3,8000,abf,23.0,0.303599378635863,0.8891902825322813
K3,8000,p0.02,23.0,0.30344023525068203,0.8891529585601815
K3,8000,p0.05,23.0,0.3064206138092238,0.895508547401823
K3,8000,p0.1,23.0,0.3055132336880955,0.8925648522399353
K3,8000,p0.2,23.0,0.30811082508789545,0.9004799856531045
K3,8001,abf,23.0,0.42591316859250045,0.9883403649355028
K3,8001,p0.02,23.0,0.4252915780100676,0.9890805679028096
K3,8001,p0.05,23.0,0.42599781812128906,0.9891402565730497
K3,8001,p0.1,23.0,0.426950461970997,0.9941995280407075
K3,8001,p0.2,23.0,0.4304343240364159,0.9973419091569646
K3,8002,abf,23.0,0.4452704437837623,1.1357040629617248
K3,8002,p0.02,23.0,0.4458743877787586,1.1367748237900637
K3,8002,p0.05,23.0,0.4469101240852354,1.1396069785261471
K3,8002,p0.1,23.0,0.44690957919150304,1.1381043894667477
K3,8002,p0.2,23.0,0.4462308412473962,1.1412271360634756
K3,8003,abf,23.0,0.2643216474323971,0.7742508884235809
K3,8003,p0.02,23.0,0.2656310858303149,0.7774318855166732
K3,8003,p0.05,23.0,0.26587078549161536,0.7782053917883718
K3,8003,p0.1,23.0,0.2666295339359664,0.7796846719454175
K3,8003,p0.2,23.0,0.2681581738719259,0.7865088121069995
K3,8004,abf,23.0,0.3038494899585604,0.839607875017776
K3,8004,p0.02,23.0,0.30539060636135873,0.8429822521638332
K3,8004,p0.05,23.0,0.30410053012273147,0.8416806984087594
K3,8004,p0.1,23.0,0.3068328116702863,0.846231532956898
K3,8004,p0.2,23.0,0.31023597728592917,0.8542354818660828
K3,8005,abf,23.0,0.3188826151947776,0.9126845486637684
K3,8005,p0.02,23.0,0.32045905426255056,0.9170466972732864
K3,8005,p0.05,23.0,0.32147116592792097,0.9193669324175167
K3,8005,p0.1,23.0,0.32131776327439193,0.9188805842979891
K3,8005,p0.2,23.0,0.32441511831618763,0.9270559824482955
K3,8006,abf,23.0,0.195457592861037,0.5647587693517565
K3,8006,p0.02,23.0,0.19566484440042792,0.5660400513070895
K3,8006,p0.05,23.0,0.19598427880975655,0.5664497770297545
K3,8006,p0.1,23.0,0.197652526423017,0.5694047216500053
K3,8006,p0.2,23.0,0.19596432388504942,0.5622918745346119
K3,8007,abf,23.0,0.27685050247048854,0.7664860209037779
K3,8007,p0.02,23.0,0.2774212742102629,0.7674118941586586
K3,8007,p0.05,23.0,0.27712922961632597,0.7670145103195416
K3,8007,p0.1,23.0,0.27816092653235286,0.768131624693806
K3,8007,p0.2,23.0,0.28256132303662407,0.7800868650872037
K3,8000,abf,24.0,0.2981743944830079,0.8715862441549957
K3,8000,p0.02,24.0,0.298420844671124,0.8726714553724663
K3,8000,p0.05,24.0,0.3015102655857279,0.879139226852573
K3,8000,p0.1,24.0,0.30043425357962866,0.8757261700188508
K3,8000,p0.2,24.0,0.30339346856877814,0.8848442268602239
K3,8001,abf,24.0,0.41896441994413547,0.9701643841732608
K3,8001,p0.02,24.0,0.41874309073641064,0.9714936936936581
K3,8001,p0.05,24.0,0.41913352218046146,0.970280936972051
K3,8001,p0.1,24.0,0.419420307334654,0.9765130246449222
K3,8001,p0.2,24.0,0.42450332423744835,0.981720637720167
K3,8002,abf,24.0,0.441208407863821,1.1182883325683306
K3,8002,p0.02,24.0,0.4423132495236962,1.1206734474541726
K3,8002,p0.05,24.0,0.44347146381991426,1.1239205163640023
K3,8002,p0.1,24.0,0.4431462123309529,1.1219335914248385
K3,8002,p0.2,24.0,0.4409179293660758,1.1240123026202296
K3,8003,abf,24.0,0.25880179228619127,0.7598149877094574
K3,8003,p0.02,24.0,0.26034739842373605,0.7634003590508613
K3,8003,p0.05,24.0,0.260810444939764,0.7652594771883084
K3,8003,p0.1,24.0,0.2619507796047879,0.7678034726660214
K3,8003,p0.2,24.0,0.26350624615923357,0.7743381731647548
K3,8004,abf,24.0,0.29874630485967163,0.8228988591827249
K3,8004,p0.02,24.0,0.30023693073900903,0.8266072011263855
K3,8004,p0.05,24.0,0.2988348928467702,0.8249051327401468
K3,8004,p0.1,24.0,0.30215804303096494,0.8306435618772481
K3,8004,p0.2,24.0,0.3061634878881782,0.8408825099045785
K3,8005,abf,24.0,0.3145696234760912,0.9009592669116894
K3,8005,p0.02,24.0,0.31661727227216024,0.9065340857192713
K3,8005,p0.05,24.0,0.3177438143272457,0.9091380215243006
K3,8005,p0.1,24.0,0.3174433801473775,0.908285274389996
K3,8005,p0.2,24.0,0.32121634443616237,0.918355296221015
K3,8006,abf,24.0,0.19104753202357413,0.550754248232268
K3,8006,p0.02,24.0,0.19186472079707614,0.5529359858046949
K3,8006,p0.05,24.0,0.19227316518445112,0.5536065588177752
K3,8006,p0.1,24.0,0.19354874252169182,0.5569585124907073
K3,8006,p0.2,24.0,0.19140296482901184,0.5477135662179672
K3,8007,abf,24.0,0.270682226384386,0.7468884787187734
K3,8007,p0.02,24.0,0.2712721389668242,0.7478482390900913
K3,8007,p0.05,24.0,0.2709679993945154,0.7479639781889217
K3,8007,p0.1,24.0,0.2725802158868904,0.749996468982373
K3,8007,p0.2,24.0,0.27823336040607505,0.7649724109602265
K3,8000,abf,24.650000000000002,0.2956072498346038,0.8633266445625828
K3,8000,p0.02,24.650000000000002,0.29598113632140166,0.8646677693098013
K3,8000,p0.05,24.650000000000002,0.2995134589003175,0.8719918418093604
K3,8000,p0.1,24.650000000000002,0.29782397344352574,0.8670553654661726
K3,8000,p0.2,24.650000000000002,0.30186285198961343,0.8789734442216668
K3,8001,abf,24.650000000000002,0.41735408234604876,0.9601022154334068
K3,8001,p0.02,24.650000000000002,0.4172011549535605,0.961747202589836
K3,8001,p0.05,24.650000000000002,0.41758210000084806,0.9603489046357926
K3,8001,p0.1,24.650000000000002,0.417015502569842,0.9662732750869729
K3,8001,p0.2,24.650000000000002,0.4235260194844247,0.9735504458230998
K3,8002,abf,24.650000000000002,0.4371971834335793,1.1072693739172246
K3,8002,p0.02,24.650000000000002,0.43842124326290527,1.110006563726677
K3,8002,p0.05,24.650000000000002,0.43989458016760363,1.1133659435629335
K3,8002,p0.1,24.650000000000002,0.4393310708057762,1.111783665367369
K3,8002,p0.2,24.650000000000002,0.43768411777872895,1.1144582594497812
K3,8003,abf,24.650000000000002,0.2549971123658644,0.7496253947639466
K3,8003,p0.02,24.650000000000002,0.2566023767574678,0.7535279563850549
K3,8003,p0.05,24.650000000000002,0.2575997462396254,0.7570116261655946
K3,8003,p0.1,24.650000000000002,0.25883490277605264,0.7596129323100931
K3,8003,p0.2,24.650000000000002,0.26040748896516197,0.7659828555151409
K3,8004,abf,24.650000000000002,0.2952474352072859,0.8120604375853196
K3,8004,p0.02,24.650000000000002,0.2970437451001787,0.8164097377542008
K3,8004,p0.05,24.650000000000002,0.2952493525440959,0.8138591260625817
K3,8004,p0.1,24.650000000000002,0.29892633380416894,0.8205937506489317
K3,8004,p0.2,24.650000000000002,0.3032419088286343,0.8320946419529153
K3,8005,abf,24.650000000000002,0.3108141344892084,0.891128731013408
K3,8005,p0.02,24.650000000000002,0.3130860038882275,0.8972644016864875
K3,8005,p0.05,24.650000000000002,0.31432243663699844,0.9001041466752018
K3,8005,p0.1,24.650000000000002,0.3142508249646408,0.8997488345021895
K3,8005,p0.2,24.650000000000002,0.3184753541487774,0.9110942203235696
K3,8006,abf,24.650000000000002,0.18930624092832724,0.5424589097581392
K3,8006,p0.02,24.650000000000002,0.19035672559894234,0.5449980868645458
K3,8006,p0.05,24.650000000000002,0.19076887840396786,0.5457184144373777
K3,8006,p0.1,24.650000000000002,0.19224040101007425,0.5495580060837334
K3,8006,p0.2,24.650000000000002,0.18978245658249254,0.5394190843506114
K3,8007,abf,24.650000000000002,0.2690796962925725,0.7387825159796402
K3,8007,p0.02,24.650000000000002,0.2696982362239274,0.7395347360936934
K3,8007,p0.05,24.650000000000002,0.2690072325327266,0.7395912924660817
K3,8007,p0.1,24.650000000000002,0.27062253571378836,0.7415575397185269
K3,8007,p0.2,24.650000000000002,0.2762565143502875,0.75683054320625
