cell,seed,arm,j,n_future,fhat,f_ref,a,pi_star
K3,8000,p0.05,11,25984.0,2.3206349592181694,2.355230571581429,0.0005944796779032567,0.00390625
K3,8000,p0.05,12,22293.0,3.195915425985491,3.6060840625782453,0.0006773010091865126,0.00390625
K3,8000,p0.05,13,13113.0,1.0489794269882406,3.275144141174126,0.0006483694517539563,0.1235280405625348
K3,8000,p0.05,14,9268.0,-0.4958518974853833,0.6855115062732063,0.0007190962031104933,0.3687637420295664
K3,8000,p0.05,15,8396.0,-0.1817968846291112,-0.08397731392047976,0.0006716400359167596,0.00390625
K3,8000,p0.05,16,9082.0,0.3989063771705634,0.27399170958044256,0.0007277206082059181,0.00390625
K3,8000,p0.05,17,10196.0,0.7891405782953774,-0.3699228766684197,0.0006642914303916642,0.23568956633352553
K3,8000,p0.05,18,13855.0,-0.13080713365722466,-2.9743058338938515,0.0007031742244727865,0.15822900821138405
K3,8000,p0.05,19,22569.0,-2.575415963036468,-3.436226280277556,0.0006263236351786695,0.00390625
K3,8000,p0.05,20,28108.0,-2.0304743793833055,-2.215293491858746,0.0006454570519110974,0.00390625
K3,8000,p0.05,21,32146.0,-0.030667082942542133,-0.11939669396034924,0.0005577366502777776,0.00390625
K3,8000,p0.05,22,32700.0,2.390007384720739,2.3566676671297633,0.0005545690905208532,0.00390625
K3,8000,p0.05,23,31237.0,4.679628282912271,4.739356923226084,0.00045853047568898827,0.00390625
K3,8000,p0.05,24,24359.0,6.5473993229043455,6.729879356794805,0.0004305103403020531,0.00390625
K3,8000,p0.05,25,20327.0,7.8692835183283,8.282174936728236,0.0003287051114123004,0.00390625
K3,8000,p0.05,26,12755.0,8.861615735706483,9.536218308969232,0.0002732808012546973,0.00390625
K3,8000,p0.05,27,6532.0,9.872286047363454,10.762180863513906,0.00016826055744771585,0.00832089286298914
K3,8000,p0.05,28,3744.0,11.35117245015617,12.251816073352863,8.288047337878629e-05,0.00390625
K3,8000,p0.05,29,2219.0,13.576340517955721,14.228240678469687,3.615601467227656e-06,0.00390625
K3,8000,p0.05,30,1243.0,16.397799869878344,16.82835293200227,0.0,0.00390625
K3,8000,p0.05,31,595.0,19.76067504374908,20.20578082012556,0.0,0.00390625
K3,8000,p0.1,0,18064.0,-19.896489790403823,-20.001447663525564,5.758094411151144e-32,0.00390625
K3,8000,p0.1,1,17386.0,-16.656695535678157,-16.736926222184675,5.640582280311324e-32,0.00390625
K3,8000,p0.1,2,17326.0,-14.009097918077504,-14.119694821265368,3.6156014672276936e-06,0.00390625
K3,8000,p0.1,3,19462.0,-12.031351333460918,-12.112613681448535,7.272868562147565e-05,0.00390625
K3,8000,p0.1,4,22641.0,-10.516213990610398,-10.612314324874749,0.00017841234520502852,0.00390625
K3,8000,p0.1,5,24705.0,-9.295161274271955,-9.37970088141536,0.0002490952182237675,0.00390625
K3,8000,p0.1,6,25051.0,-8.072701800624323,-8.130169058873427,0.00035289069444323373,0.00390625
K3,8000,p0.1,7,27000.0,-6.547391574222463,-6.598728030372591,0.0003948425611381609,0.00390625
K3,8000,p0.1,8,28188.0,-4.573900061765947,-4.620588418274956,0.0004941982548528808,0.00390625
K3,8000,p0.1,9,29598.0,-2.208578647788217,-2.252863240698835,0.0005099707143646579,0.00390625
K3,8000,p0.1,10,28893.0,0.24199297448965953,0.22605911217101549,0.0006023350264339747,0.00390625
K3,8000,p0.1,11,26611.0,2.3215265647251795,2.355230571581429,0.0005944796779032567,0.00390625
K3,8000,p0.1,12,23743.0,3.2007744726822662,3.6060840625782453,0.0006773010091865126,0.00390625
K3,8000,p0.1,13,14403.0,1.072672702586607,3.275144141174126,0.0006483694517539563,0.1235280405625348
K3,8000,p0.1,14,10224.0,-0.4947556545764193,0.6855115062732063,0.0007190962031104933,0.3687637420295664
K3,8000,p0.1,15,8819.0,-0.18229634651772245,-0.08397731392047976,0.0006716400359167596,0.00390625
K3,8000,p0.1,16,8373.0,0.40082536576471817,0.27399170958044256,0.0007277206082059181,0.00390625
K3,8000,p0.1,17,8876.0,0.7915559370957623,-0.3699228766684197,0.0006642914303916642,0.23568956633352553
K3,8000,p0.1,18,12619.0,-0.15191518815418478,-2.9743058338938515,0.0007031742244727865,0.15822900821138405
K3,8000,p0.1,19,22795.0,-2.5844699299448197,-3.436226280277556,0.0006263236351786695,0.00390625
K3,8000,p0.1,20,28658.0,-2.0301295482900645,-2.215293491858746,0.0006454570519110974,0.00390625
K3,8000,p0.1,21,32812.0,-0.030202585946645273,-0.11939669396034924,0.0005577366502777776,0.00390625
K3,8000,p0.1,22,32980.0,2.3889980394780803,2.3566676671297633,0.0005545690905208532,0.00390625
K3,8000,p0.1,23,30984.0,4.6794424249617,4.739356923226084,0.00045853047568898827,0.00390625
K3,8000,p0.1,24,24847.0,6.550375657688527,6.729879356794805,0.0004305103403020531,0.00390625
K3,8000,p0.1,25,20755.0,7.870123960159283,8.282174936728236,0.0003287051114123004,0.00390625
K3,8000,p0.1,26,12819.0,8.860661679484855,9.536218308969232,0.0002732808012546973,0.00390625
K3,8000,p0.1,27,6595.0,9.864421801093966,10.762180863513906,0.00016826055744771585,0.00832089286298914
K3,8000,p0.1,28,4013.0,11.35677195645576,12.251816073352863,8.288047337878629e-05,0.00390625
K3,8000,p0.1,29,2770.0,13.588333817712245,14.228240678469687,3.615601467227656e-06,0.00390625
K3,8000,p0.1,30,2045.0,16.412661567949982,16.82835293200227,0.0,0.00390625
K3,8000,p0.1,31,1145.0,19.75887761101512,20.20578082012556,0.0,0.00390625
K3,8000,p0.2,0,19100.0,-19.894058369138595,-20.001447663525564,5.758094411151144e-32,0.00390625
K3,8000,p0.2,1,18943.0,-16.650564790331714,-16.736926222184675,5.640582280311324e-32,0.00390625
K3,8000,p0.2,2,18650.0,-14.007366833058086,-14.119694821265368,3.6156014672276936e-06,0.00390625
K3,8000,p0.2,3,19777.0,-12.028822347564018,-12.112613681448535,7.272868562147565e-05,0.00390625
K3,8000,p0.2,4,22204.0,-10.513694799476493,-10.612314324874749,0.00017841234520502852,0.00390625
K3,8000,p0.2,5,25126.0,-9.294780496130508,-9.37970088141536,0.0002490952182237675,0.00390625
K3,8000,p0.2,6,24879.0,-8.073497995484297,-8.130169058873427,0.00035289069444323373,0.00390625
K3,8000,p0.2,7,26042.0,-6.548653302103939,-6.598728030372591,0.0003948425611381609,0.00390625
K3,8000,p0.2,8,26203.0,-4.574716614046935,-4.620588418274956,0.0004941982548528808,0.00390625
K3,8000,p0.2,9,27439.0,-2.208565002676886,-2.252863240698835,0.0005099707143646579,0.00390625
K3,8000,p0.2,10,27439.0,0.24134158251506233,0.22605911217101549,0.0006023350264339747,0.00390625
K3,8000,p0.2,11,24723.0,2.3188009528115447,2.355230571581429,0.0005944796779032567,0.00390625
K3,8000,p0.2,12,22190.0,3.1904877681356276,3.6060840625782453,0.0006773010091865126,0.00390625
K3,8000,p0.2,13,14749.0,1.0276816201170609,3.275144141174126,0.0006483694517539563,0.1235280405625348
K3,8000,p0.2,14,11167.0,-0.49918676883779267,0.6855115062732063,0.0007190962031104933,0.3687637420295664
K3,8000,p0.2,15,10714.0,-0.18171797349493404,-0.08397731392047976,0.0006716400359167596,0.00390625
K3,8000,p0.2,16,10782.0,0.4004060027940101,0.27399170958044256,0.0007277206082059181,0.00390625
K3,8000,p0.2,17,12401.0,0.7990392760066787,-0.3699228766684197,0.0006642914303916642,0.23568956633352553
K3,8000,p0.2,18,15553.0,-0.11186065079297919,-2.9743058338938515,0.0007031742244727865,0.15822900821138405
K3,8000,p0.2,19,23535.0,-2.568996412743483,-3.436226280277556,0.0006263236351786695,0.00390625
K3,8000,p0.2,20,27489.0,-2.0290556406482687,-2.215293491858746,0.0006454570519110974,0.00390625
K3,8000,p0.2,21,32050.0,-0.028389718431735798,-0.11939669396034924,0.0005577366502777776,0.00390625
K3,8000,p0.2,22,32538.0,2.389276462823908,2.3566676671297633,0.0005545690905208532,0.00390625
K3,8000,p0.2,23,30248.0,4.679011023486578,4.739356923226084,0.00045853047568898827,0.00390625
K3,8000,p0.2,24,24073.0,6.546334162239391,6.729879356794805,0.0004305103403020531,0.00390625
K3,8000,p0.2,25,19830.0,7.864796044432911,8.282174936728236,0.0003287051114123004,0.00390625
K3,8000,p0.2,26,12250.0,8.850572808438505,9.536218308969232,0.0002732808012546973,0.00390625
K3,8000,p0.2,27,6431.0,9.855272613444514,10.762180863513906,0.00016826055744771585,0.00832089286298914
K3,8000,p0.2,28,3803.0,11.345168391226903,12.251816073352863,8.288047337878629e-05,0.00390625
K3,8000,p0.2,29,2539.0,13.578955223268126,14.228240678469687,3.615601467227656e-06,0.00390625
K3,8000,p0.2,30,1449.0,16.396147794634114,16.82835293200227,0.0,0.00390625
K3,8000,p0.2,31,884.0,19.765779024899352,20.20578082012556,0.0,0.00390625
K3,8001,abf,0,14580.0,-19.866683649674357,-20.001447663525564,5.758094411151144e-32,0.00390625
K3,8001,abf,1,14809.0,-16.63154549458173,-16.736926222184675,5.640582280311324e-32,0.00390625
K3,8001,abf,2,16138.0,-13.976073719732364,-14.119694821265368,3.6156014672276936e-06,0.00390625
K3,8001,abf,3,16818.0,-11.946235865171,-12.112613681448535,7.272868562147565e-05,0.00390625
K3,8001,abf,4,18524.0,-10.454154655742585,-10.612314324874749,0.00017841234520502852,0.00390625
K3,8001,abf,5,21256.0,-9.270343962899723,-9.37970088141536,0.0002490952182237675,0.00390625
K3,8001,abf,6,25064.0,-8.05898230674207,-8.130169058873427,0.00035289069444323373,0.00390625
K3,8001,abf,7,26673.0,-6.533568053920915,-6.598728030372591,0.0003948425611381609,0.00390625
K3,8001,abf,8,31391.0,-4.574120654354877,-4.620588418274956,0.0004941982548528808,0.00390625
K3,8001,abf,9,30224.0,-2.2048926190285068,-2.252863240698835,0.0005099707143646579,0.00390625
K3,8001,abf,10,25046.0,0.24369869508968442,0.22605911217101549,0.0006023350264339747,0.00390625
K3,8001,abf,11,22869.0,2.3042153331103443,2.355230571581429,0.0005944796779032567,0.00390625
K3,8001,abf,12,19314.0,3.3031177523893698,3.6060840625782453,0.0006773010091865126,0.00390625
K3,8001,abf,13,10750.0,1.5996670206023047,3.275144141174126,0.0006483694517539563,0.13307777655342828
K3,8001,abf,14,5763.0,-0.4251880181914832,0.6855115062732063,0.0007190962031104933,0.3666993881561153
K3,8001,abf,15,5282.0,-0.17918186364942387,-0.08397731392047976,0.0006716400359167596,0.00390625
K3,8001,abf,16,5893.0,0.40867319553835846,0.27399170958044256,0.0007277206082059181,0.00390625
K3,8001,abf,17,6121.0,0.9001372678248659,-0.3699228766684197,0.0006642914303916642,0.23234946699723663
K3,8001,abf,18,7624.0,0.5947810039989933,-2.9743058338938515,0.0007031742244727865,0.1584983682932198
K3,8001,abf,19,21008.0,-1.845059028693894,-3.436226280277556,0.0006263236351786695,0.00390625
K3,8001,abf,20,32457.0,-1.8740983397311286,-2.215293491858746,0.0006454570519110974,0.00390625
K3,8001,abf,21,36333.0,0.018037262498466617,-0.11939669396034924,0.0005577366502777776,0.00390625
K3,8001,abf,22,37109.0,2.3869869196375757,2.3566676671297633,0.0005545690905208532,0.00390625
K3,8001,abf,23,36088.0,4.691825278077541,4.739356923226084,0.00045853047568898827,0.00390625
K3,8001,abf,24,31623.0,6.558125440564432,6.729879356794805,0.0004305103403020531,0.00390625
K3,8001,abf,25,24938.0,7.928750940669983,8.282174936728236,0.0003287051114123004,0.00390625
K3,8001,abf,26,17722.0,8.943797607970447,9.536218308969232,0.0002732808012546973,0.00390625
K3,8001,abf,27,12493.0,9.989488251612084,10.762180863513906,0.00016826055744771585,0.00390625
K3,8001,abf,28,8103.0,11.50336586949994,12.251816073352863,8.288047337878629e-05,0.00390625
K3,8001,abf,29,5788.0,13.672183124462467,14.228240678469687,3.615601467227656e-06,0.00390625
K3,8001,abf,30,4086.0,16.48932295297273,16.82835293200227,0.0,0.00390625
K3,8001,abf,31,3313.0,19.90762170245138,20.20578082012556,0.0,0.00390625
K3,8001,p0.02,0,14444.0,-19.867562095703658,-20.001447663525564,5.758094411151144e-32,0.00390625
K3,8001,p0.02,1,14556.0,-16.631908416200467,-16.736926222184675,5.640582280311324e-32,0.00390625
K3,8001,p0.02,2,15955.0,-13.974089379882567,-14.119694821265368,3.6156014672276936e-06,0.00390625
K3,8001,p0.02,3,16811.0,-11.946920870920737,-12.112613681448535,7.272868562147565e-05,0.00390625
K3,8001,p0.02,4,17683.0,-10.455454663521907,-10.612314324874749,0.00017841234520502852,0.00390625
K3,8001,p0.02,5,20034.0,-9.271526580025402,-9.37970088141536,0.0002490952182237675,0.00390625
K3,8001,p0.02,6,24098.0,-8.05903420619379,-8.130169058873427,0.00035289069444323373,0.00390625
K3,8001,p0.02,7,25989.0,-6.533562913415302,-6.598728030372591,0.0003948425611381609,0.00390625
K3,8001,p0.02,8,30903.0,-4.574092446011684,-4.620588418274956,0.0004941982548528808,0.00390625
K3,8001,p0.02,9,29806.0,-2.2049401782759745,-2.252863240698835,0.0005099707143646579,0.00390625
K3,8001,p0.02,10,24525.0,0.24337893952570397,0.22605911217101549,0.0006023350264339747,0.00390625
K3,8001,p0.02,11,22240.0,2.3036117658682302,2.355230571581429,0.0005944796779032567,0.00390625
K3,8001,p0.02,12,18851.0,3.3005399708805,3.6060840625782453,0.0006773010091865126,0.00390625
K3,8001,p0.02,13,10903.0,1.5817463910925156,3.275144141174126,0.0006483694517539563,0.13307777655342828
K3,8001,p0.02,14,6286.0,-0.42909250726691683,0.6855115062732063,0.0007190962031104933,0.3666993881561153
K3,8001,p0.02,15,5873.0,-0.17955565890991296,-0.08397731392047976,0.0006716400359167596,0.00390625
K3,8001,p0.02,16,6278.0,0.40786459558190075,0.27399170958044256,0.0007277206082059181,0.00390625
K3,8001,p0.02,17,6350.0,0.900002924270974,-0.3699228766684197,0.0006642914303916642,0.23234946699723663
K3,8001,p0.02,18,7825.0,0.5984937782882304,-2.9743058338938515,0.0007031742244727865,0.1584983682932198
K3,8001,p0.02,19,21111.0,-1.8427758348126737,-3.436226280277556,0.0006263236351786695,0.00390625
K3,8001,p0.02,20,32608.0,-1.8746029044553112,-2.215293491858746,0.0006454570519110974,0.00390625
K3,8001,p0.02,21,36580.0,0.01810024949685179,-0.11939669396034924,0.0005577366502777776,0.00390625
K3,8001,p0.02,22,37513.0,2.3868606346185133,2.3566676671297633,0.0005545690905208532,0.00390625
K3,8001,p0.02,23,36407.0,4.6919608126774675,4.739356923226084,0.00045853047568898827,0.00390625
K3,8001,p0.02,24,32223.0,6.559359047287185,6.729879356794805,0.0004305103403020531,0.00390625
K3,8001,p0.02,25,25830.0,7.931958922431917,8.282174936728236,0.0003287051114123004,0.00390625
K3,8001,p0.02,26,18293.0,8.947920732042096,9.536218308969232,0.0002732808012546973,0.00390625
K3,8001,p0.02,27,12747.0,9.992894341340168,10.762180863513906,0.00016826055744771585,0.00390625
K3,8001,p0.02,28,8241.0,11.506260821639911,12.251816073352863,8.288047337878629e-05,0.00390625
K3,8001,p0.02,29,6136.0,13.680190440260459,14.228240678469687,3.615601467227656e-06,0.00390625
K3,8001,p0.02,30,4489.0,16.495016391119368,16.82835293200227,0.0,0.00390625
K3,8001,p0.02,31,3612.0,19.9078356006436,20.20578082012556,0.0,0.00390625
K3,8001,p0.05,0,14999.0,-19.865807580095797,-20.001447663525564,5.758094411151144e-32,0.00390625
K3,8001,p0.05,1,15396.0,-16.633239400400473,-16.736926222184675,5.640582280311324e-32,0.00390625
K3,8001,p0.05,2,16153.0,-13.976734889265995,-14.119694821265368,3.6156014672276936e-06,0.00390625
K3,8001,p0.05,3,16451.0,-11.946639081724804,-12.112613681448535,7.272868562147565e-05,0.00390625
K3,8001,p0.05,4,17489.0,-10.454316728368392,-10.612314324874749,0.00017841234520502852,0.00390625
K3,8001,p0.05,5,20025.0,-9.270911679243886,-9.37970088141536,0.0002490952182237675,0.00390625
K3,8001,p0.05,6,23721.0,-8.05949696648483,-8.130169058873427,0.00035289069444323373,0.00390625
K3,8001,p0.05,7,25178.0,-6.533694033917965,-6.598728030372591,0.0003948425611381609,0.00390625
K3,8001,p0.05,8,30200.0,-4.573971462635121,-4.620588418274956,0.0004941982548528808,0.00390625
K3,8001,p0.05,9,29074.0,-2.2043682808756984,-2.252863240698835,0.0005099707143646579,0.00390625
K3,8001,p0.05,10,24064.0,0.2431973016117785,0.22605911217101549,0.0006023350264339747,0.00390625
K3,8001,p0.05,11,22285.0,2.3052321965314184,2.355230571581429,0.0005944796779032567,0.00390625
K3,8001,p0.05,12,19437.0,3.302059943570951,3.6060840625782453,0.0006773010091865126,0.00390625
K3,8001,p0.05,13,11131.0,1.5996913560236756,3.275144141174126,0.0006483694517539563,0.13307777655342828
K3,8001,p0.05,14,6061.0,-0.4217147041856978,0.6855115062732063,0.0007190962031104933,0.3666993881561153
K3,8001,p0.05,15,5452.0,-0.17846844829164507,-0.08397731392047976,0.0006716400359167596,0.00390625
K3,8001,p0.05,16,6154.0,0.4074383222277623,0.27399170958044256,0.0007277206082059181,0.00390625
K3,8001,p0.05,17,6494.0,0.8965442091398069,-0.3699228766684197,0.0006642914303916642,0.23234946699723663
K3,8001,p0.05,18,7865.0,0.5944347692431916,-2.9743058338938515,0.0007031742244727865,0.1584983682932198
K3,8001,p0.05,19,21213.0,-1.84070145836415,-3.436226280277556,0.0006263236351786695,0.00390625
K3,8001,p0.05,20,33045.0,-1.8721049277752002,-2.215293491858746,0.0006454570519110974,0.00390625
K3,8001,p0.05,21,37071.0,0.018843889839895597,-0.11939669396034924,0.0005577366502777776,0.00390625
K3,8001,p0.05,22,37817.0,2.386960069256466,2.3566676671297633,0.0005545690905208532,0.00390625
K3,8001,p0.05,23,36376.0,4.690199233425427,4.739356923226084,0.00045853047568898827,0.00390625
K3,8001,p0.05,24,32255.0,6.557458572266585,6.729879356794805,0.0004305103403020531,0.00390625
K3,8001,p0.05,25,25556.0,7.928721342220987,8.282174936728236,0.0003287051114123004,0.00390625
K3,8001,p0.05,26,18567.0,8.946168373646584,9.536218308969232,0.0002732808012546973,0.00390625
K3,8001,p0.05,27,13014.0,9.986446273934192,10.762180863513906,0.00016826055744771585,0.00390625
K3,8001,p0.05,28,8415.0,11.4970915264456,12.251816073352863,8.288047337878629e-05,0.00390625
K3,8001,p0.05,29,6369.0,13.666738893885906,14.228240678469687,3.615601467227656e-06,0.00390625
K3,8001,p0.05,30,4448.0,16.480714323684712,16.82835293200227,0.0,0.00390625
K3,8001,p0.05,31,3425.0,19.908345554701476,20.20578082012556,0.0,0.00390625
K3,8001,p0.1,0,14744.0,-19.861872779498317,-20.001447663525564,5.758094411151144e-32,0.00390625
K3,8001,p0.1,1,15043.0,-16.62977988995369,-16.736926222184675,5.640582280311324e-32,0.00390625
K3,8001,p0.1,2,15735.0,-13.974464305859543,-14.119694821265368,3.6156014672276936e-06,0.00390625
K3,8001,p0.1,3,16354.0,-11.943328298959793,-12.112613681448535,7.272868562147565e-05,0.00390625
K3,8001,p0.1,4,17388.0,-10.452446827811618,-10.612314324874749,0.00017841234520502852,0.00390625
K3,8001,p0.1,5,19182.0,-9.268906460311493,-9.37970088141536,0.0002490952182237675,0.00390625
K3,8001,p0.1,6,21981.0,-8.058786021809556,-8.130169058873427,0.00035289069444323373,0.00390625
K3,8001,p0.1,7,23889.0,-6.532907011865653,-6.598728030372591,0.0003948425611381609,0.00390625
K3,8001,p0.1,8,28086.0,-4.5747551862875095,-4.620588418274956,0.0004941982548528808,0.00390625
K3,8001,p0.1,9,27147.0,-2.2037744598344373,-2.252863240698835,0.0005099707143646579,0.00390625
K3,8001,p0.1,10,23017.0,0.2441536435972126,0.22605911217101549,0.0006023350264339747,0.00390625
K3,8001,p0.1,11,21455.0,2.3040152750108107,2.355230571581429,0.0005944796779032567,0.00390625
K3,8001,p0.1,12,18487.0,3.2935577572448866,3.6060840625782453,0.0006773010091865126,0.00390625
K3,8001,p0.1,13,11422.0,1.5373278996112487,3.275144141174126,0.0006483694517539563,0.13307777655342828
