cell,seed,arm,j,n_future,fhat,f_ref,a,pi_star
K2,8000,p0.02,2,5518.0,-13.596295137946779,-14.119694821265368,3.6156014672276936e-06,0.00390625
K2,8000,p0.02,3,9421.0,-11.46687997449579,-12.112613681448535,7.272868562147565e-05,0.00390625
K2,8000,p0.02,4,15162.0,-9.992465981633941,-10.612314324874749,0.00017841234520502852,0.00390625
K2,8000,p0.02,5,22816.0,-8.946091290012127,-9.37970088141536,0.0002490952182237675,0.00390625
K2,8000,p0.02,6,29260.0,-7.881465031670063,-8.130169058873427,0.00035289069444323373,0.00390625
K2,8000,p0.02,7,38065.0,-6.4521518182966195,-6.598728030372591,0.0003948425611381609,0.00390625
K2,8000,p0.02,8,42468.0,-4.530941561351425,-4.620588418274956,0.0004941982548528808,0.00390625
K2,8000,p0.02,9,44624.0,-2.198496063007201,-2.252863240698835,0.0005099707143646579,0.00390625
K2,8000,p0.02,10,44368.0,0.2124955218426672,0.22605911217101549,0.0006023350264339747,0.00390625
K2,8000,p0.02,11,37432.0,2.2118282619419687,2.355230571581429,0.0005944796779032567,0.00390625
K2,8000,p0.02,12,26596.0,2.7617712512543777,3.6060840625782453,0.0006773010091865126,0.00390625
K2,8000,p0.02,13,14025.0,0.3266949208533422,3.275144141174126,0.0006483694517539563,0.13136770823461905
K2,8000,p0.02,14,10441.0,-0.5968798014381659,0.6855115062732063,0.0007190962031104933,0.20302609566872679
K2,8000,p0.02,15,10765.0,-0.19440842643368336,-0.08397731392047976,0.0006716400359167596,0.00390625
K2,8000,p0.02,16,11306.0,0.39884355927606024,0.27399170958044256,0.0007277206082059181,0.00390625
K2,8000,p0.02,17,11951.0,0.6732419703088182,-0.3699228766684197,0.0006642914303916642,0.3783588635768379
K2,8000,p0.02,18,16158.0,-1.2422997497630102,-2.9743058338938515,0.0007031742244727865,0.17787233251981635
K2,8000,p0.02,19,22870.0,-3.1573596594634696,-3.436226280277556,0.0006263236351786695,0.00390625
K2,8000,p0.02,20,23752.0,-2.1512189187187643,-2.215293491858746,0.0006454570519110974,0.00390625
K2,8000,p0.02,21,21968.0,-0.06029118749728155,-0.11939669396034924,0.0005577366502777776,0.00390625
K2,8000,p0.02,22,23937.0,2.4053285074224764,2.3566676671297633,0.0005545690905208532,0.00390625
K2,8000,p0.02,23,23677.0,4.761873061640777,4.739356923226084,0.00045853047568898827,0.00390625
K2,8000,p0.02,24,23089.0,6.729501065663657,6.729879356794805,0.0004305103403020531,0.00390625
K2,8000,p0.02,25,23605.0,8.24125951724052,8.282174936728236,0.0003287051114123004,0.00390625
K2,8000,p0.02,26,21675.0,9.487508412813508,9.536218308969232,0.0002732808012546973,0.00390625
K2,8000,p0.02,27,21729.0,10.712787621011914,10.762180863513906,0.00016826055744771585,0.00390625
K2,8000,p0.02,28,20155.0,12.214544514032522,12.251816073352863,8.288047337878629e-05,0.00390625
K2,8000,p0.02,29,17580.0,14.204580938640559,14.228240678469687,3.615601467227656e-06,0.00390625
K2,8000,p0.02,30,17206.0,16.85516072259233,16.82835293200227,0.0,0.00390625
K2,8000,p0.02,31,14644.0,20.027869670153144,20.20578082012556,0.0,0.00390625
K2,8000,p0.05,0,4053.0,-19.771305321822197,-20.001447663525564,5.758094411151144e-32,0.00390625
K2,8000,p0.05,1,4350.0,-16.350504072564128,-16.736926222184675,5.640582280311324e-32,0.00390625
K2,8000,p0.05,2,5593.0,-13.597072213571426,-14.119694821265368,3.6156014672276936e-06,0.00390625
K2,8000,p0.05,3,9687.0,-11.469410970580135,-12.112613681448535,7.272868562147565e-05,0.00390625
K2,8000,p0.05,4,15224.0,-9.992736673014294,-10.612314324874749,0.00017841234520502852,0.00390625
K2,8000,p0.05,5,22868.0,-8.94513176122379,-9.37970088141536,0.0002490952182237675,0.00390625
K2,8000,p0.05,6,29379.0,-7.881123339148811,-8.130169058873427,0.00035289069444323373,0.00390625
K2,8000,p0.05,7,38212.0,-6.4524866469372855,-6.598728030372591,0.0003948425611381609,0.00390625
K2,8000,p0.05,8,42347.0,-4.531119462048918,-4.620588418274956,0.0004941982548528808,0.00390625
K2,8000,p0.05,9,44130.0,-2.197983113968956,-2.252863240698835,0.0005099707143646579,0.00390625
K2,8000,p0.05,10,43541.0,0.2116681703404832,0.22605911217101549,0.0006023350264339747,0.00390625
K2,8000,p0.05,11,35996.0,2.2129136168762193,2.355230571581429,0.0005944796779032567,0.00390625
K2,8000,p0.05,12,25900.0,2.7633868084612723,3.6060840625782453,0.0006773010091865126,0.00390625
K2,8000,p0.05,13,13648.0,0.33100352021080354,3.275144141174126,0.0006483694517539563,0.13136770823461905
K2,8000,p0.05,14,10382.0,-0.5968478642233446,0.6855115062732063,0.0007190962031104933,0.20302609566872679
K2,8000,p0.05,15,11265.0,-0.1935292598747281,-0.08397731392047976,0.0006716400359167596,0.00390625
K2,8000,p0.05,16,12000.0,0.39737016287076793,0.27399170958044256,0.0007277206082059181,0.00390625
K2,8000,p0.05,17,12600.0,0.6772684568295733,-0.3699228766684197,0.0006642914303916642,0.3783588635768379
K2,8000,p0.05,18,16932.0,-1.246306925329682,-2.9743058338938515,0.0007031742244727865,0.17787233251981635
K2,8000,p0.05,19,23997.0,-3.162104598825755,-3.436226280277556,0.0006263236351786695,0.00390625
K2,8000,p0.05,20,24504.0,-2.1514201346941353,-2.215293491858746,0.0006454570519110974,0.00390625
K2,8000,p0.05,21,22646.0,-0.0607070982360821,-0.11939669396034924,0.0005577366502777776,0.00390625
K2,8000,p0.05,22,24191.0,2.405605068189521,2.3566676671297633,0.0005545690905208532,0.00390625
K2,8000,p0.05,23,23846.0,4.762038352251592,4.739356923226084,0.00045853047568898827,0.00390625
K2,8000,p0.05,24,23146.0,6.728613474795454,6.729879356794805,0.0004305103403020531,0.00390625
K2,8000,p0.05,25,23300.0,8.240377216232377,8.282174936728236,0.0003287051114123004,0.00390625
K2,8000,p0.05,26,21274.0,9.487217989531876,9.536218308969232,0.0002732808012546973,0.00390625
K2,8000,p0.05,27,21201.0,10.712087742789048,10.762180863513906,0.00016826055744771585,0.00390625
K2,8000,p0.05,28,19625.0,12.213159138983006,12.251816073352863,8.288047337878629e-05,0.00390625
K2,8000,p0.05,29,17186.0,14.204019928590295,14.228240678469687,3.615601467227656e-06,0.00390625
K2,8000,p0.05,30,16974.0,16.854506432140617,16.82835293200227,0.0,0.00390625
K2,8000,p0.05,31,14563.0,20.027867296432085,20.20578082012556,0.0,0.00390625
K2,8000,p0.1,0,3547.0,-19.759932642877523,-20.001447663525564,5.758094411151144e-32,0.00390625
K2,8000,p0.1,1,4090.0,-16.348490146219998,-16.736926222184675,5.640582280311324e-32,0.00390625
K2,8000,p0.1,2,5640.0,-13.590742218646957,-14.119694821265368,3.6156014672276936e-06,0.00390625
K2,8000,p0.1,3,10077.0,-11.467900920781085,-12.112613681448535,7.272868562147565e-05,0.00390625
K2,8000,p0.1,4,15625.0,-9.992046866459855,-10.612314324874749,0.00017841234520502852,0.00390625
K2,8000,p0.1,5,23186.0,-8.943795922103101,-9.37970088141536,0.0002490952182237675,0.00390625
K2,8000,p0.1,6,30249.0,-7.881047090065264,-8.130169058873427,0.00035289069444323373,0.00390625
K2,8000,p0.1,7,38445.0,-6.452646895923207,-6.598728030372591,0.0003948425611381609,0.00390625
K2,8000,p0.1,8,41872.0,-4.531915714921588,-4.620588418274956,0.0004941982548528808,0.00390625
K2,8000,p0.1,9,43270.0,-2.1976149873124826,-2.252863240698835,0.0005099707143646579,0.00390625
K2,8000,p0.1,10,42849.0,0.21127443264486587,0.22605911217101549,0.0006023350264339747,0.00390625
K2,8000,p0.1,11,35480.0,2.212431680176798,2.355230571581429,0.0005944796779032567,0.00390625
K2,8000,p0.1,12,24992.0,2.752790165756241,3.6060840625782453,0.0006773010091865126,0.00390625
K2,8000,p0.1,13,13820.0,0.3087221479645731,3.275144141174126,0.0006483694517539563,0.13136770823461905
K2,8000,p0.1,14,11082.0,-0.5984339761990455,0.6855115062732063,0.0007190962031104933,0.20302609566872679
K2,8000,p0.1,15,12082.0,-0.1943953075485587,-0.08397731392047976,0.0006716400359167596,0.00390625
K2,8000,p0.1,16,12598.0,0.39796077424843057,0.27399170958044256,0.0007277206082059181,0.00390625
K2,8000,p0.1,17,13208.0,0.6810496576168011,-0.3699228766684197,0.0006642914303916642,0.3783588635768379
K2,8000,p0.1,18,17091.0,-1.2248195185917987,-2.9743058338938515,0.0007031742244727865,0.17787233251981635
K2,8000,p0.1,19,23721.0,-3.155270328672136,-3.436226280277556,0.0006263236351786695,0.00390625
K2,8000,p0.1,20,23768.0,-2.151097970193793,-2.215293491858746,0.0006454570519110974,0.00390625
K2,8000,p0.1,21,22101.0,-0.06017169056333378,-0.11939669396034924,0.0005577366502777776,0.00390625
K2,8000,p0.1,22,23754.0,2.404696701333466,2.3566676671297633,0.0005545690905208532,0.00390625
K2,8000,p0.1,23,23343.0,4.761560910891436,4.739356923226084,0.00045853047568898827,0.00390625
K2,8000,p0.1,24,22781.0,6.729918705019745,6.729879356794805,0.0004305103403020531,0.00390625
K2,8000,p0.1,25,23203.0,8.240309168572923,8.282174936728236,0.0003287051114123004,0.00390625
K2,8000,p0.1,26,21027.0,9.487354189946911,9.536218308969232,0.0002732808012546973,0.00390625
K2,8000,p0.1,27,21331.0,10.71245974345368,10.762180863513906,0.00016826055744771585,0.00390625
K2,8000,p0.1,28,19889.0,12.21248977827172,12.251816073352863,8.288047337878629e-05,0.00390625
K2,8000,p0.1,29,17867.0,14.207053017910312,14.228240678469687,3.615601467227656e-06,0.00390625
K2,8000,p0.1,30,17623.0,16.85579650679821,16.82835293200227,0.0,0.00390625
K2,8000,p0.1,31,14949.0,20.031784490722305,20.20578082012556,0.0,0.00390625
K2,8000,p0.2,0,4128.0,-19.763453412620024,-20.001447663525564,5.758094411151144e-32,0.00390625
K2,8000,p0.2,1,4705.0,-16.35423653705083,-16.736926222184675,5.640582280311324e-32,0.00390625
K2,8000,p0.2,2,6428.0,-13.611501595073218,-14.119694821265368,3.6156014672276936e-06,0.00390625
K2,8000,p0.2,3,9892.0,-11.474015854311753,-12.112613681448535,7.272868562147565e-05,0.00390625
K2,8000,p0.2,4,16095.0,-9.99918091293251,-10.612314324874749,0.00017841234520502852,0.00390625
K2,8000,p0.2,5,23533.0,-8.943631876686236,-9.37970088141536,0.0002490952182237675,0.00390625
K2,8000,p0.2,6,30143.0,-7.880775580996809,-8.130169058873427,0.00035289069444323373,0.00390625
K2,8000,p0.2,7,38266.0,-6.452882824574547,-6.598728030372591,0.0003948425611381609,0.00390625
K2,8000,p0.2,8,42356.0,-4.531840109697646,-4.620588418274956,0.0004941982548528808,0.00390625
K2,8000,p0.2,9,43986.0,-2.1982173490977894,-2.252863240698835,0.0005099707143646579,0.00390625
K2,8000,p0.2,10,43029.0,0.21132413894753285,0.22605911217101549,0.0006023350264339747,0.00390625
K2,8000,p0.2,11,36269.0,2.208278792105922,2.355230571581429,0.0005944796779032567,0.00390625
K2,8000,p0.2,12,25984.0,2.75626170160852,3.6060840625782453,0.0006773010091865126,0.00390625
K2,8000,p0.2,13,14113.0,0.32170690349585096,3.275144141174126,0.0006483694517539563,0.13136770823461905
K2,8000,p0.2,14,11057.0,-0.594968040054544,0.6855115062732063,0.0007190962031104933,0.20302609566872679
K2,8000,p0.2,15,10390.0,-0.19495472859718416,-0.08397731392047976,0.0006716400359167596,0.00390625
K2,8000,p0.2,16,10131.0,0.4002822199798973,0.27399170958044256,0.0007277206082059181,0.00390625
K2,8000,p0.2,17,11129.0,0.6720173231581643,-0.3699228766684197,0.0006642914303916642,0.3783588635768379
K2,8000,p0.2,18,16215.0,-1.2785297260775448,-2.9743058338938515,0.0007031742244727865,0.17787233251981635
K2,8000,p0.2,19,23810.0,-3.1687840287863107,-3.436226280277556,0.0006263236351786695,0.00390625
K2,8000,p0.2,20,24527.0,-2.1531584608164733,-2.215293491858746,0.0006454570519110974,0.00390625
K2,8000,p0.2,21,23024.0,-0.061921992740697145,-0.11939669396034924,0.0005577366502777776,0.00390625
K2,8000,p0.2,22,23946.0,2.404293534307972,2.3566676671297633,0.0005545690905208532,0.00390625
K2,8000,p0.2,23,23603.0,4.763171836481849,4.739356923226084,0.00045853047568898827,0.00390625
K2,8000,p0.2,24,22564.0,6.729530594782626,6.729879356794805,0.0004305103403020531,0.00390625
K2,8000,p0.2,25,22528.0,8.239476606504116,8.282174936728236,0.0003287051114123004,0.00390625
K2,8000,p0.2,26,20169.0,9.48762503019636,9.536218308969232,0.0002732808012546973,0.00390625
K2,8000,p0.2,27,21199.0,10.712182472874803,10.762180863513906,0.00016826055744771585,0.00390625
K2,8000,p0.2,28,20237.0,12.210286250658202,12.251816073352863,8.288047337878629e-05,0.00390625
K2,8000,p0.2,29,17932.0,14.20161631880914,14.228240678469687,3.615601467227656e-06,0.00390625
K2,8000,p0.2,30,17960.0,16.856775467916123,16.82835293200227,0.0,0.00390625
K2,8000,p0.2,31,15212.0,20.02440689045758,20.20578082012556,0.0,0.00390625
K2,8001,abf,0,2260.0,-19.668578356294354,-20.001447663525564,5.758094411151144e-32,0.00390625
K2,8001,abf,1,2857.0,-16.27532446168784,-16.736926222184675,5.640582280311324e-32,0.00390625
K2,8001,abf,2,2980.0,-13.327868650678981,-14.119694821265368,3.6156014672276936e-06,0.00390625
K2,8001,abf,3,5513.0,-11.07014194158968,-12.112613681448535,7.272868562147565e-05,0.00390625
K2,8001,abf,4,9981.0,-9.540382194131974,-10.612314324874749,0.00017841234520502852,0.00390625
K2,8001,abf,5,18692.0,-8.61218361982202,-9.37970088141536,0.0002490952182237675,0.00390625
K2,8001,abf,6,26876.0,-7.72256867513087,-8.130169058873427,0.00035289069444323373,0.00390625
K2,8001,abf,7,35160.0,-6.384837428855458,-6.598728030372591,0.0003948425611381609,0.00390625
K2,8001,abf,8,42210.0,-4.503282642219279,-4.620588418274956,0.0004941982548528808,0.00390625
K2,8001,abf,9,43680.0,-2.204917051176845,-2.252863240698835,0.0005099707143646579,0.00390625
K2,8001,abf,10,41596.0,0.22213391661103463,0.22605911217101549,0.0006023350264339747,0.00390625
K2,8001,abf,11,34061.0,2.1703976157305847,2.355230571581429,0.0005944796779032567,0.00390625
K2,8001,abf,12,23675.0,2.9224978707328066,3.6060840625782453,0.0006773010091865126,0.00390625
K2,8001,abf,13,10181.0,1.0093954587302965,3.275144141174126,0.0006483694517539563,0.14352750112775642
K2,8001,abf,14,3881.0,-0.46685589187201376,0.6855115062732063,0.0007190962031104933,0.21419215732473637
K2,8001,abf,15,3704.0,-0.17737865588539617,-0.08397731392047976,0.0006716400359167596,0.00390625
K2,8001,abf,16,4998.0,0.39205134858288576,0.27399170958044256,0.0007277206082059181,0.00390625
K2,8001,abf,17,5235.0,0.7220590382256074,-0.3699228766684197,0.0006642914303916642,0.35897469620203853
K2,8001,abf,18,12099.0,-1.1277459635199194,-2.9743058338938515,0.0007031742244727865,0.1739306453454685
K2,8001,abf,19,25025.0,-2.9435470501991223,-3.436226280277556,0.0006263236351786695,0.00390625
K2,8001,abf,20,30952.0,-2.093591441452322,-2.215293491858746,0.0006454570519110974,0.00390625
K2,8001,abf,21,32366.0,-0.04914314388074614,-0.11939669396034924,0.0005577366502777776,0.00390625
K2,8001,abf,22,30874.0,2.412838563054292,2.3566676671297633,0.0005545690905208532,0.00390625
K2,8001,abf,23,28856.0,4.756392029356767,4.739356923226084,0.00045853047568898827,0.00390625
K2,8001,abf,24,27910.0,6.731144683901848,6.729879356794805,0.0004305103403020531,0.00390625
K2,8001,abf,25,28096.0,8.272932802811253,8.282174936728236,0.0003287051114123004,0.00390625
K2,8001,abf,26,26672.0,9.516163327282378,9.536218308969232,0.0002732808012546973,0.00390625
K2,8001,abf,27,25559.0,10.702468760487777,10.762180863513906,0.00016826055744771585,0.00390625
K2,8001,abf,28,24182.0,12.195252938254313,12.251816073352863,8.288047337878629e-05,0.00390625
K2,8001,abf,29,21948.0,14.201396490165891,14.228240678469687,3.615601467227656e-06,0.00390625
K2,8001,abf,30,20984.0,16.818499069792917,16.82835293200227,0.0,0.00390625
K2,8001,abf,31,21497.0,20.0712423577427,20.20578082012556,0.0,0.00390625
K2,8001,p0.02,0,2259.0,-19.668533030913277,-20.001447663525564,5.758094411151144e-32,0.00390625
K2,8001,p0.02,1,2856.0,-16.27523189783134,-16.736926222184675,5.640582280311324e-32,0.00390625
K2,8001,p0.02,2,2981.0,-13.32777042149223,-14.119694821265368,3.6156014672276936e-06,0.00390625
K2,8001,p0.02,3,5481.0,-11.069501563759918,-12.112613681448535,7.272868562147565e-05,0.00390625
K2,8001,p0.02,4,9959.0,-9.539672900294097,-10.612314324874749,0.00017841234520502852,0.00390625
K2,8001,p0.02,5,18722.0,-8.612328406209278,-9.37970088141536,0.0002490952182237675,0.00390625
K2,8001,p0.02,6,26904.0,-7.723010422999138,-8.130169058873427,0.00035289069444323373,0.00390625
K2,8001,p0.02,7,35119.0,-6.385206999180851,-6.598728030372591,0.0003948425611381609,0.00390625
K2,8001,p0.02,8,41717.0,-4.502585595539308,-4.620588418274956,0.0004941982548528808,0.00390625
K2,8001,p0.02,9,43557.0,-2.2052657611159225,-2.252863240698835,0.0005099707143646579,0.00390625
K2,8001,p0.02,10,41175.0,0.22188499116918955,0.22605911217101549,0.0006023350264339747,0.00390625
K2,8001,p0.02,11,33282.0,2.1699312078597344,2.355230571581429,0.0005944796779032567,0.00390625
K2,8001,p0.02,12,23213.0,2.9180711688310277,3.6060840625782453,0.0006773010091865126,0.00390625
K2,8001,p0.02,13,10165.0,0.984147026102592,3.275144141174126,0.0006483694517539563,0.14352750112775642
K2,8001,p0.02,14,4384.0,-0.4744940890754781,0.6855115062732063,0.0007190962031104933,0.21419215732473637
K2,8001,p0.02,15,4368.0,-0.17867992477572728,-0.08397731392047976,0.0006716400359167596,0.00390625
K2,8001,p0.02,16,5600.0,0.391703192428763,0.27399170958044256,0.0007277206082059181,0.00390625
K2,8001,p0.02,17,5589.0,0.7252218085907338,-0.3699228766684197,0.0006642914303916642,0.35897469620203853
K2,8001,p0.02,18,12083.0,-1.1175831461613055,-2.9743058338938515,0.0007031742244727865,0.1739306453454685
K2,8001,p0.02,19,24853.0,-2.9397432096445377,-3.436226280277556,0.0006263236351786695,0.00390625
K2,8001,p0.02,20,30611.0,-2.093202651425162,-2.215293491858746,0.0006454570519110974,0.00390625
K2,8001,p0.02,21,31688.0,-0.0489572026370654,-0.11939669396034924,0.0005577366502777776,0.00390625
K2,8001,p0.02,22,30358.0,2.4131051854647105,2.3566676671297633,0.0005545690905208532,0.00390625
K2,8001,p0.02,23,28435.0,4.756951623112534,4.739356923226084,0.00045853047568898827,0.00390625
K2,8001,p0.02,24,27819.0,6.731116074427078,6.729879356794805,0.0004305103403020531,0.00390625
K2,8001,p0.02,25,28095.0,8.272932093460792,8.282174936728236,0.0003287051114123004,0.00390625
K2,8001,p0.02,26,26664.0,9.516189950815908,9.536218308969232,0.0002732808012546973,0.00390625
K2,8001,p0.02,27,25612.0,10.70262390586814,10.762180863513906,0.00016826055744771585,0.00390625
K2,8001,p0.02,28,24450.0,12.19518310942209,12.251816073352863,8.288047337878629e-05,0.00390625
K2,8001,p0.02,29,22378.0,14.201606954326842,14.228240678469687,3.615601467227656e-06,0.00390625
K2,8001,p0.02,30,21783.0,16.81974688561197,16.82835293200227,0.0,0.00390625
K2,8001,p0.02,31,22400.0,20.07174514937682,20.20578082012556,0.0,0.00390625
K2,8001,p0.05,0,2428.0,-19.668431398947227,-20.001447663525564,5.758094411151144e-32,0.00390625
K2,8001,p0.05,1,3213.0,-16.277883520357005,-16.736926222184675,5.640582280311324e-32,0.00390625
K2,8001,p0.05,2,3198.0,-13.32953264400689,-14.119694821265368,3.6156014672276936e-06,0.00390625
K2,8001,p0.05,3,5593.0,-11.061719703563206,-12.112613681448535,7.272868562147565e-05,0.00390625
K2,8001,p0.05,4,9719.0,-9.530126300840037,-10.612314324874749,0.00017841234520502852,0.00390625
K2,8001,p0.05,5,18488.0,-8.608097504774207,-9.37970088141536,0.0002490952182237675,0.00390625
K2,8001,p0.05,6,26803.0,-7.7230671432935045,-8.130169058873427,0.00035289069444323373,0.00390625
K2,8001,p0.05,7,34607.0,-6.384669549104949,-6.598728030372591,0.0003948425611381609,0.00390625
K2,8001,p0.05,8,41419.0,-4.503396584700025,-4.620588418274956,0.0004941982548528808,0.00390625
K2,8001,p0.05,9,43019.0,-2.204870316043047,-2.252863240698835,0.0005099707143646579,0.00390625
K2,8001,p0.05,10,40997.0,0.2212638502133146,0.22605911217101549,0.0006023350264339747,0.00390625
K2,8001,p0.05,11,33955.0,2.1700559045641175,2.355230571581429,0.0005944796779032567,0.00390625
K2,8001,p0.05,12,23473.0,2.9202513789548834,3.6060840625782453,0.0006773010091865126,0.00390625
K2,8001,p0.05,13,10382.0,0.999913152265259,3.275144141174126,0.0006483694517539563,0.14352750112775642
K2,8001,p0.05,14,4208.0,-0.4708474343283043,0.6855115062732063,0.0007190962031104933,0.21419215732473637
K2,8001,p0.05,15,4095.0,-0.17814167188596983,-0.08397731392047976,0.0006716400359167596,0.00390625
K2,8001,p0.05,16,5673.0,0.39339291052195147,0.27399170958044256,0.0007277206082059181,0.00390625
K2,8001,p0.05,17,5961.0,0.7290289829879333,-0.3699228766684197,0.0006642914303916642,0.35897469620203853
K2,8001,p0.05,18,12249.0,-1.1083760458221326,-2.9743058338938515,0.0007031742244727865,0.1739306453454685
K2,8001,p0.05,19,24839.0,-2.9417275717535794,-3.436226280277556,0.0006263236351786695,0.00390625
K2,8001,p0.05,20,30878.0,-2.093494168077125,-2.215293491858746,0.0006454570519110974,0.00390625
K2,8001,p0.05,21,32305.0,-0.04952887228895638,-0.11939669396034924,0.0005577366502777776,0.00390625
K2,8001,p0.05,22,30656.0,2.4130385949368147,2.3566676671297633,0.0005545690905208532,0.00390625
K2,8001,p0.05,23,28408.0,4.755860891123132,4.739356923226084,0.00045853047568898827,0.00390625
K2,8001,p0.05,24,27485.0,6.7314191376060375,6.729879356794805,0.0004305103403020531,0.00390625
K2,8001,p0.05,25,27871.0,8.272823193045744,8.282174936728236,0.0003287051114123004,0.00390625
K2,8001,p0.05,26,26777.0,9.516273602362533,9.536218308969232,0.0002732808012546973,0.00390625
K2,8001,p0.05,27,25696.0,10.70148147513253,10.762180863513906,0.00016826055744771585,0.00390625
K2,8001,p0.05,28,24259.0,12.19462943831308,12.251816073352863,8.288047337878629e-05,0.00390625
K2,8001,p0.05,29,22256.0,14.198690874264958,14.228240678469687,3.615601467227656e-06,0.00390625
K2,8001,p0.05,30,21445.0,16.819276061577337,16.82835293200227,0.0,0.00390625
K2,8001,p0.05,31,22205.0,20.070272853428406,20.20578082012556,0.0,0.00390625
K2,8001,p0.1,0,2805.0,-19.672434084247442,-20.001447663525564,5.758094411151144e-32,0.00390625
K2,8001,p0.1,1,3043.0,-16.276010126597352,-16.736926222184675,5.640582280311324e-32,0.00390625
K2,8001,p0.1,2,3561.0,-13.33557477016171,-14.119694821265368,3.6156014672276936e-06,0.00390625
K2,8001,p0.1,3,6394.0,-11.086842155014727,-12.112613681448535,7.272868562147565e-05,0.00390625
K2,8001,p0.1,4,10562.0,-9.545008996593229,-10.612314324874749,0.00017841234520502852,0.00390625
K2,8001,p0.1,5,19070.0,-8.611158463944655,-9.37970088141536,0.0002490952182237675,0.00390625
K2,8001,p0.1,6,26717.0,-7.719488751845379,-8.130169058873427,0.00035289069444323373,0.00390625
K2,8001,p0.1,7,34392.0,-6.384090085505536,-6.598728030372591,0.0003948425611381609,0.00390625
K2,8001,p0.1,8,40925.0,-4.502397510207581,-4.620588418274956,0.0004941982548528808,0.00390625
K2,8001,p0.1,9,42226.0,-2.205767858603584,-2.252863240698835,0.0005099707143646579,0.00390625
K2,8001,p0.1,10,39598.0,0.2228134699343808,0.22605911217101549,0.0006023350264339747,0.00390625
K2,8001,p0.1,11,32910.0,2.167346265566087,2.355230571581429,0.0005944796779032567,0.00390625
K2,8001,p0.1,12,22963.0,2.9033597455400835,3.6060840625782453,0.0006773010091865126,0.00390625
K2,8001,p0.1,13,10854.0,0.9784627291335547,3.275144141174126,0.0006483694517539563,0.14352750112775642
K2,8001,p0.1,14,4207.0,-0.469694640825776,0.6855115062732063,0.0007190962031104933,0.21419215732473637
