run_id,study,stage,name,method,seed,beta,h,w,n_dim,a,beta_h,opes_barrier,opes_pace,opes_sigma,opes_gamma,opes_gamma_from_barrier,n_steps,n_replicas,had_nan,l2_f_common,l2_fp_common,l2_f_native,l2_fp_native,primary_estimator,l2_f_compact,l2_fp_compact,l2_f_transition,l2_fp_transition,l2_f_stretched,l2_fp_stretched,integrated_l2_f,normalized_anytime_l2_f,tau_abs,tau_rel,marginal_kl,marginal_tv,marginal_entropy,min_density,covered_fraction,marginal_l2_ref,marginal_l2_uniform,n_round_trips,n_barrier_crossings,n_compact_to_stretched,n_stretched_to_compact,first_passage_step,iat_frac_compact,mixing_ess,opes_neff_frac_final,opes_neff_frac_min,opes_n_kernels_final,opes_bias_range_final,opes_max_bias,opes_sigma_cur_final,runtime_seconds,wall_seconds,budget,force_evaluations,device,cuda_visible_devices
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,6.0,200,0.05,48.0,,40000,0,False,0.31848791125032233,2.6376989393915,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.49629338365048,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,6.0,200,0.08,48.0,,40000,0,False,0.4217070072915005,3.160091306694976,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.18526525888592,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,6.0,200,0.12,48.0,,40000,0,False,0.45363554502869835,3.4505604907749747,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.483960551209748,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,6.0,50,0.03,48.0,,40000,0,False,0.2431052188641103,2.0326102641947212,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.29321094509214,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,6.0,50,0.05,48.0,,40000,0,False,0.31292925441752995,2.6291974119313823,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.22083288151771,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,6.0,50,0.08,48.0,,40000,0,False,0.42133062360731954,3.1586060382363463,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.278432950377464,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,6.0,50,0.12,48.0,,40000,0,False,0.45349123691452914,3.449943039068866,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.281262941658497,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,8.0,100,0.03,64.0,,40000,0,False,0.3254426108497567,2.7308942990493024,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.678213256411254,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,8.0,100,0.05,64.0,,40000,0,False,0.3198170396425982,2.713830892050684,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.679201066493988,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,8.0,100,0.08,64.0,,40000,0,False,0.42184868157127514,3.159430720500132,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.681708976626396,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,8.0,100,0.12,64.0,,40000,0,False,0.4546443116570461,3.44977498865908,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.6928670713678,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,8.0,200,0.03,64.0,,40000,0,False,0.26614509435805106,2.236299632883692,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.548784132115543,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,8.0,200,0.05,64.0,,40000,0,False,0.3266545111197457,2.715476916930832,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.539769888855517,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,8.0,200,0.08,64.0,,40000,0,False,0.4218459670261039,3.1609231237331876,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.57152818981558,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,8.0,200,0.12,64.0,,40000,0,False,0.4543827737431686,3.4497560173406105,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.56121390592307,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,8.0,50,0.03,64.0,,40000,0,False,0.23592688234531012,2.042659263620156,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.891071127727628,nan,nan,0.0,,
