cell_id,n_runs,est_log_q_range_kT,est_max_rel_dev,recon_oracle_log_q_range_kT,oracle_over_estimated_shape_ratio,system,stage,cell_label,contrast,metric,n_pairs,mean_diff,median_diff,ci95_lo,ci95_hi,ci_width,abf_mean_final_l2_F,equiv_margin_abs,equiv_band_width,ci_width_over_band,ci_wider_than_band,mean_diff_pct_of_abf,equivalence_verdict,frac_pairs_A_lower
edbema|phi0.5|ema0.001,20,0.005247066724909452,0.0036179913455147705,0.9292816997640916,177.10498998469058,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.5, target_ema_rate=0.001",est_minus_uni,final_l2_F,20,-0.00043178671595623123,-0.00015525034622171884,-0.0019775038046706125,0.0011332318172661254,0.003110735621936738,0.028558980219501706,0.0014279490109750854,0.002855898021950171,1.0892320377085978,True,-1.5119122343919777,UNDERPOWERED,0.5
edbema|phi0.5|ema0.002,20,0.0018461438234372003,0.0011829456117600778,0.7524804969902563,407.59581536246066,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.5, target_ema_rate=0.002",est_minus_uni,final_l2_F,20,-0.0005871115099717276,-0.0006888925623309561,-0.0023325361798954823,0.0012507856414105138,0.003583321821305996,0.02855897098457959,0.0014279485492289796,0.0028558970984579593,1.2547097103886584,True,-2.055786639822346,UNDERPOWERED,0.65
edbema|phi0.5|ema0.005,20,0.0007236819631159729,0.00040481597516422996,0.6762780200170102,934.4961661130055,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.5, target_ema_rate=0.005",est_minus_uni,final_l2_F,20,-0.0007119436608789522,-0.0009333181251133214,-0.002581243960568021,0.0011945972395118432,0.0037758412000798644,0.0285589830720613,0.0014279491536030651,0.0028558983072061303,1.3221203256966445,True,-2.4928886966407178,UNDERPOWERED,0.6
edbema|phi0.5|ema0.01,20,0.0007137466794339868,0.0004345245362368799,0.6561641584246019,919.3235882301423,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.5, target_ema_rate=0.01",est_minus_uni,final_l2_F,20,-0.0007932881775879579,-0.0010396335389960092,-0.00188571551238173,0.00027093379507419876,0.002156649307455929,0.02855899450987388,0.0014279497254936942,0.0028558994509873883,0.7551558955306695,False,-2.7777174624046705,UNDERPOWERED,0.6
edbema|phi0.5|ema0.02,20,0.00034036214831282256,0.00019458478966216664,0.6773964829710604,1990.2227269657312,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.5, target_ema_rate=0.02",est_minus_uni,final_l2_F,20,-0.0002269800230607525,-0.000645052848460316,-0.0018407129182035301,0.00141782261090979,0.00325853552911332,0.028558971836070167,0.0014279485918035084,0.0028558971836070168,1.1409848883277263,True,-0.7947765919712672,UNDERPOWERED,0.55
edbema|phi0.5|ema0.05,20,0.00016340426961758853,8.509903777415007e-05,0.6764469752907692,4139.714200086959,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.5, target_ema_rate=0.05",est_minus_uni,final_l2_F,20,-0.0014161062104774626,-0.0019454509585550908,-0.0032755729887631643,0.00040399850848178974,0.003679571497244954,0.02855893967453941,0.0014279469837269706,0.002855893967453941,1.2884132041237266,True,-4.958539170625918,UNDERPOWERED,0.6
edbema|phi0.75|ema0.00025,20,0.022299803384626223,0.015893405189613796,0.7779290065422146,34.88501638891261,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.75, target_ema_rate=0.00025",est_minus_uni,final_l2_F,20,0.006286281772569869,0.006653806884757611,0.0043120228612956845,0.008294981993857805,0.0039829591325621205,0.02299300666255015,0.0011496503331275075,0.002299300666255015,1.7322480661258468,True,27.339972822295778,DIFFERENT,0.0
edbema|phi0.75|ema0.0005,20,0.007482524431284221,0.0051466554201583525,0.5965228721823792,79.72214159279375,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.75, target_ema_rate=0.0005",est_minus_uni,final_l2_F,20,0.0027821260241815784,0.0027029906648730322,0.001153253380051164,0.004386470333181962,0.003233216953130798,0.022992971509246393,0.0011496485754623196,0.002299297150924639,1.4061762099042276,True,12.09989767117649,DIFFERENT,0.25
edbema|phi0.75|ema0.001,20,0.0031395181616337415,0.0020273034761134623,0.5140202071331887,163.72582691660654,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.75, target_ema_rate=0.001",est_minus_uni,final_l2_F,20,0.0022083481465895987,0.0018264645367995717,-0.00016033155610713974,0.0045602591844382655,0.004720590740545406,0.022993006045532047,0.0011496503022766023,0.0022993006045532046,2.0530550599592874,True,9.604434244989555,UNDERPOWERED,0.25
edbema|phi0.75|ema0.002,20,0.001683284900764226,0.0009335689583070961,0.4428688917001037,263.09800052209664,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.75, target_ema_rate=0.002",est_minus_uni,final_l2_F,20,0.0004036720663456592,0.0011363702964230817,-0.0014575217483474802,0.002254397701856677,0.003711919450204157,0.022992995361835612,0.0011496497680917807,0.0022992995361835614,1.6143696772823692,True,1.7556306170342857,UNDERPOWERED,0.35
edbema|phi0.75|ema0.005,20,0.0007824453311735853,0.00042383742323193196,0.42544630027943786,543.7393301859356,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.75, target_ema_rate=0.005",est_minus_uni,final_l2_F,20,0.00014724863090784853,0.0011154549758755957,-0.0016092796531648095,0.0018274845947823049,0.0034367642479471144,0.02299300194997526,0.001149650097498763,0.002299300194997526,1.494700107199709,True,0.6404062906975353,UNDERPOWERED,0.45
edbema|phi0.75|ema0.01,20,0.0007330090633478287,0.00039045553549088563,0.44577237245666557,608.1403283347083,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.75, target_ema_rate=0.01",est_minus_uni,final_l2_F,20,0.001978372598355378,0.0013650617073648463,-0.00030530510091437323,0.004384645246426932,0.004689950347341305,0.022993004656563235,0.0011496502328281618,0.0022993004656563236,2.039729220862217,True,8.604236931647216,UNDERPOWERED,0.4
edbema|phi0.75|ema0.02,20,0.0003050015424456139,0.00018211026308856404,0.42423805036849416,1390.9373931908617,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.75, target_ema_rate=0.02",est_minus_uni,final_l2_F,20,-0.00013587504698735572,0.0005364966238847746,-0.0023386110829469588,0.0019894894920739334,0.004328100575020892,0.022993006596334346,0.0011496503298167174,0.002299300659633435,1.8823552095665894,True,-0.5909407559123545,UNDERPOWERED,0.5
edbema|phi0.75|ema0.05,20,0.00016624697628032513,9.227888142393503e-05,0.40867798891439644,2458.25817743166,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.75, target_ema_rate=0.05",est_minus_uni,final_l2_F,20,-0.0010045959242104812,-0.0004651054613241407,-0.0028633217558490793,0.0007395469845706644,0.0036028687404197437,0.022992999807489565,0.0011496499903744784,0.0022992999807489567,1.566941578125953,True,-4.3691381403972,UNDERPOWERED,0.55
edbema|phi0.9|ema0.00025,20,0.010385427009315332,0.005962801565140452,0.48080077057963394,46.29571515435754,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.9, target_ema_rate=0.00025",est_minus_uni,final_l2_F,20,0.004881850341611567,0.005357033789548641,0.002797802462006798,0.006971843056957335,0.004174040594950537,0.03135232919814268,0.001567616459907134,0.003135232919814268,1.3313334931421326,True,15.570933536576826,DIFFERENT,0.2
edbema|phi0.9|ema0.0005,20,0.004744087556691229,0.0027759064963261415,0.3607781706487869,76.04795787125232,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.9, target_ema_rate=0.0005",est_minus_uni,final_l2_F,20,-0.0013179080583410544,3.882479802245001e-05,-0.003704709652556148,0.0008790164964590897,0.004583726149015237,0.03135232919776082,0.001567616459888041,0.003135232919776082,1.462004982182506,True,-4.203541146905217,UNDERPOWERED,0.5
edbema|phi0.9|ema0.001,20,0.0021373056408153608,0.0011620884722932656,0.3356772307092029,157.056260133738,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.9, target_ema_rate=0.001",est_minus_uni,final_l2_F,20,-0.0027316205161702096,-0.0021104123345088224,-0.005091396293415389,-0.00030026106224474426,0.0047911352311706444,0.03135232926877586,0.0015676164634387932,0.0031352329268775864,1.528159260544061,True,-8.712655741628298,UNDERPOWERED,0.7
edbema|phi0.9|ema0.002,20,0.0019234716648910077,0.0011860541215445997,0.3347307729406811,174.02428070581868,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.9, target_ema_rate=0.002",est_minus_uni,final_l2_F,20,-0.002286018290591424,-0.0020037170427030324,-0.004696425026587357,-5.0798446097036966e-05,0.00464562658049032,0.031352330529279916,0.0015676165264639959,0.0031352330529279917,1.4817484065982822,True,-7.291382337451799,UNDERPOWERED,0.6
edbema|phi0.9|ema0.005,20,0.0009930476359770878,0.0005354512333501926,0.3557899551925585,358.28085411279056,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.9, target_ema_rate=0.005",est_minus_uni,final_l2_F,20,-0.0022975019967475694,-0.0013987763027192828,-0.003613484931642079,-0.00108433511001016,0.0025291498216319193,0.031352328971756195,0.0015676164485878099,0.0031352328971756198,0.8066864263609598,False,-7.328010620254968,UNDERPOWERED,0.7
edbema|phi0.9|ema0.01,20,0.0006049457309950974,0.0003511629407167982,0.35642288629584673,589.1815877592088,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.9, target_ema_rate=0.01",est_minus_uni,final_l2_F,20,-0.0023283692752173396,-0.0017014612794315296,-0.004327445962807408,-0.00034301901931294655,0.0039844269434944615,0.031352330233701826,0.0015676165116850914,0.003135233023370183,1.270855121068943,True,-7.426463225736522,UNDERPOWERED,0.65
edbema|phi0.9|ema0.02,20,0.00026624547727379885,0.0001564019965988317,0.36364423175873867,1365.823132404904,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.9, target_ema_rate=0.02",est_minus_uni,final_l2_F,20,-0.0012781260152771644,-0.0010420163402638481,-0.003440789186946496,0.0007406889665713845,0.0041814781535178805,0.031352330429741296,0.0015676165214870649,0.0031352330429741298,1.3337056914758931,True,-4.076653944884157,UNDERPOWERED,0.5
edbema|phi0.9|ema0.05,20,0.00018306907282189186,0.00011576780757810434,0.3827226984498382,2090.591778012606,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.9, target_ema_rate=0.05",est_minus_uni,final_l2_F,20,-0.00016628827666539462,-0.0008802547656211746,-0.0027624879138749663,0.002587617531007105,0.005350105444882071,0.0313523305345556,0.00156761652672778,0.00313523305345556,1.7064458538370362,True,-0.5303856964703682,UNDERPOWERED,0.55
edb|main|phi0,20,0.0013167619201378366,0.0009368478214253351,2.6904126013296548,2043.2035284313404,entropy_dominant_bottleneck,main_sweep,phi=0,est_minus_uni,final_l2_F,20,-2.4954615874039215e-05,0.00011178109112910256,-0.0003269365399808079,0.00029013343351710913,0.0006170699734979171,0.04637629231094971,0.0023188146155474856,0.004637629231094971,0.13305720288299616,False,-0.05380899298012076,EQUIVALENT,0.4
edb|main|phi0.25,20,0.0009742952739231943,0.0005696077763893692,1.1471188871212767,1177.383199758502,entropy_dominant_bottleneck,main_sweep,phi=0.25,est_minus_uni,final_l2_F,20,0.0007948015504887749,0.0004989005852764489,0.0002181811221565771,0.0013705069837843514,0.0011523258616277742,0.03611654914293061,0.0018058274571465306,0.003611654914293061,0.3190575758130891,False,2.200657508399714,EQUIVALENT,0.25
edb|main|phi0.5,20,0.0011036357447215604,0.0006242049315851039,0.6745553483454572,611.2119434076891,entropy_dominant_bottleneck,main_sweep,phi=0.5,est_minus_uni,final_l2_F,20,-0.0009517415018121353,-0.0014286861506092007,-0.0021332017533356195,0.0002737209855164149,0.0024069227388520344,0.02897709584155233,0.0014488547920776165,0.002897709584155233,0.8306293881254228,False,-3.284461310464954,UNDERPOWERED,0.7
edb|main|phi0.75,20,0.0009886955521089462,0.0005884669817264876,0.4342229101249896,439.18768441788416,entropy_dominant_bottleneck,main_sweep,phi=0.75,est_minus_uni,final_l2_F,20,3.318164564222962e-05,-0.00014123368808079996,-0.002686821789296673,0.0026718696007910245,0.005358691390087697,0.024879695834398117,0.0012439847917199058,0.0024879695834398117,2.1538411987653356,True,0.133368373404121,UNDERPOWERED,0.5
edb|main|phi0.9,20,0.0009295225096486663,0.0005188519647102985,0.35772443601663,384.8475236515143,entropy_dominant_bottleneck,main_sweep,phi=0.9,est_minus_uni,final_l2_F,20,-0.0010089167691484696,-0.0020348497887616515,-0.003500203619704875,0.001523743882139072,0.0050239475018439474,0.0312018078994122,0.0015600903949706101,0.0031201807899412203,1.6101462832025806,True,-3.233520225497819,UNDERPOWERED,0.55
twodim|prod|g0.01_eta0.075_bi0.2_fe5,5,0.0001502032440467324,7.798560279237421e-05,,,metastability_toy_2D,production_gpu,g0.01_eta0.075_bi0.2_fe5,est_minus_uni,final_l2_F,5,0.00140864677128918,0.0006565896923840988,0.0005082569325048202,0.00249227116231468,0.0019840142298098596,0.013861218706956618,0.000693060935347831,0.001386121870695662,1.4313418406811007,True,10.162503031441338,UNDERPOWERED,0.0
twodim|prod|g0.01_eta0.075_bi0.4_fe5,5,0.00012820897973964227,6.934591217899744e-05,,,metastability_toy_2D,production_gpu,g0.01_eta0.075_bi0.4_fe5,est_minus_uni,final_l2_F,5,-0.00163719147218938,-0.00029846089051520017,-0.0033170250981610595,2.9639349503800262e-05,0.0033466644476648597,0.013861218706956618,0.000693060935347831,0.001386121870695662,2.4144085151655874,True,-11.811309718154236,UNDERPOWERED,0.6
twodim|prod|g0.01_eta0.075_bi0_fe5,5,0.0002181589432451375,0.00011617463715241083,,,metastability_toy_2D,production_gpu,g0.01_eta0.075_bi0_fe5,est_minus_uni,final_l2_F,5,-0.00198590648586586,-0.0014994779164046977,-0.004391883961400321,-7.158450738041951e-05,0.004320299454019902,0.013861218706956618,0.000693060935347831,0.001386121870695662,3.1168251113819054,True,-14.327069847539311,UNDERPOWERED,0.8
twodim|prod|g0.01_eta0.15_bi0.2_fe5,5,0.00017926715901872624,0.00012429551051496013,,,metastability_toy_2D,production_gpu,g0.01_eta0.15_bi0.2_fe5,est_minus_uni,final_l2_F,5,-0.0010537326458096602,-0.0013705784621183999,-0.00210643827255732,5.65992653038791e-05,0.002163037537861199,0.013861218706956618,0.000693060935347831,0.001386121870695662,1.5604959301130004,True,-7.6020201981288755,UNDERPOWERED,0.8
twodim|prod|g0.01_eta0.15_bi0.4_fe5,5,0.00013911662752276308,7.394959358264508e-05,,,metastability_toy_2D,production_gpu,g0.01_eta0.15_bi0.4_fe5,est_minus_uni,final_l2_F,5,0.0020975637480332597,0.0019791555005184997,0.00089187047725366,0.003396855447351159,0.002504984970097499,0.013861218706956618,0.000693060935347831,0.001386121870695662,1.8071895574667658,True,15.132606968971219,DIFFERENT,0.0
twodim|prod|g0.01_eta0.15_bi0_fe5,5,0.00013679198323748257,7.329408896938894e-05,,,metastability_toy_2D,production_gpu,g0.01_eta0.15_bi0_fe5,est_minus_uni,final_l2_F,5,-0.0018161015117199,-1.9401382493799274e-05,-0.0049408647051129,0.0005178381868444403,0.005458702891957341,0.013861218706956618,0.000693060935347831,0.001386121870695662,3.9381117976428337,True,-13.102033451131115,UNDERPOWERED,0.6
twodim|prod|g0.01_eta0.1_bi0.2_fe5,5,0.0001359923156157568,8.083994309737719e-05,,,metastability_toy_2D,production_gpu,g0.01_eta0.1_bi0.2_fe5,est_minus_uni,final_l2_F,5,-0.0005277214332166998,-0.0008439217120024007,-0.0024742119273602993,0.0016627714588091599,0.00413698338616946,0.013861218706956618,0.000693060935347831,0.001386121870695662,2.9845740649725157,True,-3.8071791836878592,UNDERPOWERED,0.6
twodim|prod|g0.01_eta0.1_bi0.4_fe5,5,0.00011891264503370764,7.109681819750246e-05,,,metastability_toy_2D,production_gpu,g0.01_eta0.1_bi0.4_fe5,est_minus_uni,final_l2_F,5,-0.0007355264329617798,-0.000790754532934701,-0.0014242115078908595,-5.070741382697909e-05,0.0013735040940638804,0.013861218706956618,0.000693060935347831,0.001386121870695662,0.9908970654755999,False,-5.306361933331566,UNDERPOWERED,0.8
twodim|prod|g0.01_eta0.1_bi0_fe5,5,0.00010684116506417187,5.492196395606719e-05,,,metastability_toy_2D,production_gpu,g0.01_eta0.1_bi0_fe5,est_minus_uni,final_l2_F,5,0.0010419034021238599,0.0016194889960498993,-0.0011278511955451005,0.0032055261107863803,0.00433337730633148,0.013861218706956618,0.000693060935347831,0.001386121870695662,3.1262599616559403,True,7.516679623566961,UNDERPOWERED,0.4
twodim|prod|g0.02_eta0.075_bi0.2_fe5,5,0.0001652240116807184,8.826740210521322e-05,,,metastability_toy_2D,production_gpu,g0.02_eta0.075_bi0.2_fe5,est_minus_uni,final_l2_F,5,0.00036470300458951965,-0.0022349835667749996,-0.003502150958630999,0.004663974492690799,0.0081661254513218,0.013861218706956618,0.000693060935347831,0.001386121870695662,5.891347380027567,True,2.631103457060986,UNDERPOWERED,0.6
twodim|prod|g0.02_eta0.075_bi0.4_fe5,5,0.0001451081717802609,7.720926426268981e-05,,,metastability_toy_2D,production_gpu,g0.02_eta0.075_bi0.4_fe5,est_minus_uni,final_l2_F,5,-0.0028024936240835996,-0.0045323317266902,-0.004999755431086439,-0.00016213122421845986,0.004837624206867979,0.013861218706956618,0.000693060935347831,0.001386121870695662,3.490042476885592,True,-20.218233932612968,UNDERPOWERED,0.8
twodim|prod|g0.02_eta0.075_bi0_fe5,5,0.00011962564162135462,6.703894020776424e-05,,,metastability_toy_2D,production_gpu,g0.02_eta0.075_bi0_fe5,est_minus_uni,final_l2_F,5,0.0007275780076798997,0.0011009781682722996,-0.0006425120519560606,0.00209766806731586,0.0027401801192719205,0.013861218706956618,0.000693060935347831,0.001386121870695662,1.976868107489487,True,5.249019029724605,UNDERPOWERED,0.4
twodim|prod|g0.02_eta0.15_bi0.2_fe5,5,0.00014886498523181499,9.705270472448735e-05,,,metastability_toy_2D,production_gpu,g0.02_eta0.15_bi0.2_fe5,est_minus_uni,final_l2_F,5,-4.4105196890159916e-05,0.0005017844343295011,-0.0016051186485583804,0.0009238457989079598,0.0025289644474663403,0.013861218706956618,0.000693060935347831,0.001386121870695662,1.8244892465314846,True,-0.31819133528298316,UNDERPOWERED,0.2
twodim|prod|g0.02_eta0.15_bi0.4_fe5,5,0.0001366165291496272,8.807989740000632e-05,,,metastability_toy_2D,production_gpu,g0.02_eta0.15_bi0.4_fe5,est_minus_uni,final_l2_F,5,-0.00139824544466294,-0.002541284858721399,-0.004475980241373601,0.00186987669447804,0.006345856935851641,0.013861218706956618,0.000693060935347831,0.001386121870695662,4.5781378030395015,True,-10.087463982955507,UNDERPOWERED,0.6
twodim|prod|g0.02_eta0.15_bi0_fe5,5,0.00015780544427579536,8.77104615777391e-05,,,metastability_toy_2D,production_gpu,g0.02_eta0.15_bi0_fe5,est_minus_uni,final_l2_F,5,-0.00084407289757624,-0.0007720360501649003,-0.0019525295395900998,0.00026438374443761987,0.00221691328402772,0.013861218706956618,0.000693060935347831,0.001386121870695662,1.5993639021907238,True,-6.089456601334915,UNDERPOWERED,0.8
twodim|prod|g0.02_eta0.1_bi0.2_fe5,5,9.405482330300882e-05,6.079026419048006e-05,,,metastability_toy_2D,production_gpu,g0.02_eta0.1_bi0.2_fe5,est_minus_uni,final_l2_F,5,-0.00112729832674868,-0.0009174975220583997,-0.0038026600119248,0.00154806335842744,0.00535072337035224,0.013861218706956618,0.000693060935347831,0.001386121870695662,3.8602113446682997,True,-8.132750449878666,UNDERPOWERED,0.6
twodim|prod|g0.02_eta0.1_bi0.4_fe5,5,0.00014778757864683195,8.820519867080989e-05,,,metastability_toy_2D,production_gpu,g0.02_eta0.1_bi0.4_fe5,est_minus_uni,final_l2_F,5,0.00021249668344153934,0.00027962104158579977,-0.002092548737338021,0.002289269805067559,0.00438181854240558,0.013861218706956618,0.000693060935347831,0.001386121870695662,3.1612072755236507,True,1.5330303051555796,UNDERPOWERED,0.4
twodim|prod|g0.02_eta0.1_bi0_fe5,5,0.00014108464431522404,7.375985393753837e-05,,,metastability_toy_2D,production_gpu,g0.02_eta0.1_bi0_fe5,est_minus_uni,final_l2_F,5,-0.0007152059945845397,0.0006083204423638008,-0.0035085553637021994,0.0015593213830498802,0.005067876746752079,0.013861218706956618,0.000693060935347831,0.001386121870695662,3.6561552442777856,True,-5.159762714266926,UNDERPOWERED,0.4
twodim|prod|g0.05_eta0.075_bi0.2_fe5,5,0.00013304032294734973,8.347310205158998e-05,,,metastability_toy_2D,production_gpu,g0.05_eta0.075_bi0.2_fe5,est_minus_uni,final_l2_F,5,0.00075308995893952,0.000819792209902399,-0.0011280293908324606,0.0023349850594759996,0.00346301445030846,0.013861218706956618,0.000693060935347831,0.001386121870695662,2.498347745260274,True,5.433071758413003,UNDERPOWERED,0.2
twodim|prod|g0.05_eta0.075_bi0.4_fe5,5,0.0001679088167873818,9.906692954719798e-05,,,metastability_toy_2D,production_gpu,g0.05_eta0.075_bi0.4_fe5,est_minus_uni,final_l2_F,5,3.853919192191996e-05,0.0008795974721649003,-0.00144020046597994,0.0011662825996460202,0.00260648306562596,0.013861218706956618,0.000693060935347831,0.001386121870695662,1.88041406800531,True,0.2780361001199559,UNDERPOWERED,0.4
twodim|prod|g0.05_eta0.075_bi0_fe5,5,0.00013786567506272426,6.996796934122251e-05,,,metastability_toy_2D,production_gpu,g0.05_eta0.075_bi0_fe5,est_minus_uni,final_l2_F,5,-0.0006044039969125798,-0.0002524169667603004,-0.00183888387288282,0.0002865539752423405,0.0021254378481251604,0.013861218706956618,0.000693060935347831,0.001386121870695662,1.5333701120078662,True,-4.360395789796201,UNDERPOWERED,0.8
twodim|prod|g0.05_eta0.15_bi0.2_fe5,5,0.0001206093859972633,6.542472127568644e-05,,,metastability_toy_2D,production_gpu,g0.05_eta0.15_bi0.2_fe5,est_minus_uni,final_l2_F,5,-6.678187075630018e-05,-0.00010309406573089964,-0.0024126068709099803,0.0026073524280813398,0.0050199592989913205,0.013861218706956618,0.000693060935347831,0.001386121870695662,3.6215858108291163,True,-0.4817893157026945,UNDERPOWERED,0.8
twodim|prod|g0.05_eta0.15_bi0.4_fe5,5,0.00015154421572909852,7.955234627154972e-05,,,metastability_toy_2D,production_gpu,g0.05_eta0.15_bi0.4_fe5,est_minus_uni,final_l2_F,5,-0.0009971038158192592,-0.0007298141788705994,-0.00319237718889132,0.0012769085345565412,0.004469285723447861,0.013861218706956618,0.000693060935347831,0.001386121870695662,3.2243093611998423,True,-7.193478704140469,UNDERPOWERED,0.6
twodim|prod|g0.05_eta0.15_bi0_fe5,5,0.00016594000895445128,8.696823782372576e-05,,,metastability_toy_2D,production_gpu,g0.05_eta0.15_bi0_fe5,est_minus_uni,final_l2_F,5,0.0007766899158793601,0.0017204411723667993,-0.0017115796740940399,0.0028159941650492803,0.00452757383914332,0.013861218706956618,0.000693060935347831,0.001386121870695662,3.2663605811738883,True,5.603330647178648,UNDERPOWERED,0.4
