cell_id,system,stage,cell_label,config,source,pair_key,notes,abf_n_seeds,abf_mean_final_l2_F,abf_median_final_l2_F,equiv_margin_abs,equiv_margin_frac_of_abf,estimated_n,estimated_n_matched_vs_abf,estimated_final_l2_F_mean,estimated_final_l2_F_median,estimated_int_l2_F_mean,estimated_int_l2_F_median,estimated_final_l2_Fp_mean,estimated_final_l2_Fp_median,estimated_ancestor_ess_median,estimated_event_fraction_median,estimated_winrate_vs_abf,estimated_n_wins_vs_abf,estimated_minus_abf_mean,estimated_minus_abf_ci_lo,estimated_minus_abf_ci_hi,estimated_gain_pct_vs_abf_median,uniform_n,uniform_n_matched_vs_abf,uniform_final_l2_F_mean,uniform_final_l2_F_median,uniform_int_l2_F_mean,uniform_int_l2_F_median,uniform_final_l2_Fp_mean,uniform_final_l2_Fp_median,uniform_ancestor_ess_median,uniform_event_fraction_median,uniform_winrate_vs_abf,uniform_n_wins_vs_abf,uniform_minus_abf_mean,uniform_minus_abf_ci_lo,uniform_minus_abf_ci_hi,uniform_gain_pct_vs_abf_median,oracle_n,oracle_n_matched_vs_abf,oracle_final_l2_F_mean,oracle_final_l2_F_median,oracle_int_l2_F_mean,oracle_int_l2_F_median,oracle_final_l2_Fp_mean,oracle_final_l2_Fp_median,oracle_ancestor_ess_median,oracle_event_fraction_median,oracle_winrate_vs_abf,oracle_n_wins_vs_abf,oracle_minus_abf_mean,oracle_minus_abf_ci_lo,oracle_minus_abf_ci_hi,oracle_gain_pct_vs_abf_median,abf_ancestor_ess_median,abf_event_fraction_median,ancestor_ess_kind,event_fraction_kind,est_minus_uni_n_pairs,est_minus_uni_mean_diff,est_minus_uni_ci_lo,est_minus_uni_ci_hi,est_minus_uni_pct_of_abf,est_minus_uni_verdict,orc_minus_uni_n_pairs,orc_minus_uni_mean_diff,orc_minus_uni_ci_lo,orc_minus_uni_ci_hi,orc_minus_uni_pct_of_abf,orc_minus_uni_verdict,orc_minus_est_n_pairs,orc_minus_est_mean_diff,orc_minus_est_ci_lo,orc_minus_est_ci_hi,orc_minus_est_pct_of_abf,orc_minus_est_verdict,classification,classification_note,verdict_triple,oracle_direction_vs_estimated,oracle_effect_pct_of_abf
twodim|prod|g0.1_eta0.075_bi0.4_fe5,metastability_toy_2D,production_gpu,g0.1_eta0.075_bi0.4_fe5,gamma=0.1 eta=0.075 burnin=0.4 fr_every=5,/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_final_summary.csv,seed,"ABF arm has a single config (gamma=0) and is reused by all 36 FR configs; ancestor ESS not stored, n_unique_ancestors used as proxy.",5,0.013861218706956618,0.013688331632008,0.000693060935347831,0.05,5,5,0.0162078304766902,0.0152258387207829,16.71783772333827,16.576898252014995,0.08772756802990883,0.0858558336000516,881.0,1.1833752826836038e-05,0.4,2,0.00234661176973358,-0.00014273386884656008,0.00483595740831372,-24.88494548483072,5,5,0.01508180292264318,0.0133390556784953,16.490031036195383,16.493482196567992,0.07929225025274936,0.0761512020209737,878.0,1.1417504909635077e-05,0.6,3,0.0012205842156865598,-0.00127695290735202,0.004512280495857459,2.5516327548345803,5,5.0,0.01236370576793182,0.0124892269457245,14.976161541226958,15.51179779047014,0.06959317686567382,0.0695545660819408,883.0,1.0917086084797726e-05,0.8,4.0,-0.0014975129390248,-0.0023671415712429203,-0.00040910322565091973,14.441123494893315,1000.0,0.0,n_unique_ancestors(proxy),mean_fr_event_fraction,5,0.00112602755404702,-0.002866064907000519,0.00511812001509456,8.123582621792796,UNDERPOWERED,5,-0.00271809715471136,-0.005166068440712018,-0.0006685811523581605,-19.609366334774094,UNDERPOWERED,5,-0.00384412470875838,-0.0061311292891364595,-0.0015571201283802998,-27.73294895656689,DIFFERENT,U,underpowered:UNDERPOWERED/UNDERPOWERED/DIFFERENT,UNDERPOWERED/UNDERPOWERED/DIFFERENT,oracle_BETTER,-27.73294895656689
twodim|prod|g0.1_eta0.1_bi0_fe5,metastability_toy_2D,production_gpu,g0.1_eta0.1_bi0_fe5,gamma=0.1 eta=0.1 burnin=0 fr_every=5,/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_final_summary.csv,seed,"ABF arm has a single config (gamma=0) and is reused by all 36 FR configs; ancestor ESS not stored, n_unique_ancestors used as proxy.",5,0.013861218706956618,0.013688331632008,0.000693060935347831,0.05,5,5,0.014012882061564142,0.0124490580743742,15.642080711366845,16.151852180048426,0.07783995372312139,0.0718760369829421,778.0,1.3850503382855096e-05,0.6,3,0.00015166335460752058,-0.0016254232042209199,0.0027398823537453814,9.24661692842304,5,5,0.013227061066569842,0.013162808776272,15.17030400397484,15.32936936337718,0.07916050857189963,0.0783927528318842,769.0,1.40502521480812e-05,0.4,2,-0.0006341576403867795,-0.0022032044682245,0.00036389945008984093,-1.5286797826423233,5,5.0,0.011517182795558582,0.0115351943828485,14.429502530248655,14.375002873286713,0.06560096357501222,0.0638663275978267,756.0,1.4900252267580072e-05,1.0,5.0,-0.00234403591139804,-0.0031958194487892804,-0.0013895035344114795,20.5773607790156,1000.0,0.0,n_unique_ancestors(proxy),mean_fr_event_fraction,5,0.0007858209949943001,-0.0009750634492696204,0.002978460294083221,5.669205656497687,UNDERPOWERED,5,-0.0017098782710112605,-0.00279356087774672,-0.000523132975765541,-12.335699386613914,UNDERPOWERED,5,-0.0024956992660055606,-0.00555754599469546,-0.000722675496015,-18.0049050431116,DIFFERENT,U,underpowered:UNDERPOWERED/UNDERPOWERED/DIFFERENT,UNDERPOWERED/UNDERPOWERED/DIFFERENT,oracle_BETTER,-18.0049050431116
twodim|prod|g0.1_eta0.1_bi0.2_fe5,metastability_toy_2D,production_gpu,g0.1_eta0.1_bi0.2_fe5,gamma=0.1 eta=0.1 burnin=0.2 fr_every=5,/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_final_summary.csv,seed,"ABF arm has a single config (gamma=0) and is reused by all 36 FR configs; ancestor ESS not stored, n_unique_ancestors used as proxy.",5,0.013861218706956618,0.013688331632008,0.000693060935347831,0.05,5,5,0.017957301585463402,0.0186232180995276,16.236669263899337,16.024733040193684,0.0947998450848134,0.1001475712389818,853.0,1.0875314671920933e-05,0.2,1,0.00409608287850678,0.0010409164919854795,0.0066028771794094596,-34.68187121218481,5,5,0.01445433862811506,0.0145540986104395,15.267731684234764,15.128912049716456,0.08062419461647456,0.0805747953974224,849.0,1.1313756937170183e-05,0.4,2,0.0005931199211584408,-0.0002469621533300197,0.001663650737285601,-1.6589394178352541,5,5.0,0.013307065581063699,0.0135793953755804,14.81254195868865,15.057309681708622,0.06930246530961257,0.0701968062123552,850.0,1.1126256930538148e-05,0.8,4.0,-0.0005541531258929196,-0.0013660927259434397,0.00044943398520086024,6.360054136136102,1000.0,0.0,n_unique_ancestors(proxy),mean_fr_event_fraction,5,0.003502962957348339,-0.000591382906797841,0.006782058883467038,25.271680877456212,UNDERPOWERED,5,-0.0011472730470513605,-0.0028120845309620415,0.00011269037920525992,-8.276855529850137,UNDERPOWERED,5,-0.0046502360043997,-0.007170851939856279,-0.0019069127411386597,-33.54853640730635,DIFFERENT,U,underpowered:UNDERPOWERED/UNDERPOWERED/DIFFERENT,UNDERPOWERED/UNDERPOWERED/DIFFERENT,oracle_BETTER,-33.54853640730635
twodim|prod|g0.1_eta0.1_bi0.4_fe5,metastability_toy_2D,production_gpu,g0.1_eta0.1_bi0.4_fe5,gamma=0.1 eta=0.1 burnin=0.4 fr_every=5,/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_final_summary.csv,seed,"ABF arm has a single config (gamma=0) and is reused by all 36 FR configs; ancestor ESS not stored, n_unique_ancestors used as proxy.",5,0.013861218706956618,0.013688331632008,0.000693060935347831,0.05,5,5,0.013287446350858056,0.0123276446526955,16.388369717544663,16.573302744438667,0.07520006110735009,0.0747540123438476,893.0,9.834171434401166e-06,0.8,4,-0.0005737723560985602,-0.0022725188136316203,0.0015277218222044392,5.293525305753924,5,5,0.013763627180111418,0.0133690186208728,15.615873532302171,15.505749494281693,0.0745178412176548,0.0748254314615467,897.0,9.58500890343809e-06,0.4,2,-9.759152684519976e-05,-0.0008172634740313198,0.0004919520172251013,-0.19278733965146852,5,5.0,0.0127116132659772,0.0125915264855636,15.481340919235782,15.591968571820471,0.07043147811901954,0.0681766483569295,892.0,1.0250419412235107e-05,0.8,4.0,-0.0011496054409794198,-0.00200648366596718,-0.0001309620746789992,11.139500575641867,1000.0,0.0,n_unique_ancestors(proxy),mean_fr_event_fraction,5,-0.0004761808292533604,-0.0027914884735744804,0.002344985296235759,-3.435346049437749,UNDERPOWERED,5,-0.00105201391413422,-0.0020780767982557,5.9068447829279876e-05,-7.5896206269816595,UNDERPOWERED,5,-0.0005758330848808595,-0.0028954116997805387,0.0013242968482818599,-4.15427457754391,UNDERPOWERED,U,underpowered:UNDERPOWERED/UNDERPOWERED/UNDERPOWERED,UNDERPOWERED/UNDERPOWERED/UNDERPOWERED,oracle_BETTER,-4.15427457754391
twodim|prod|g0.1_eta0.15_bi0_fe5,metastability_toy_2D,production_gpu,g0.1_eta0.15_bi0_fe5,gamma=0.1 eta=0.15 burnin=0 fr_every=5,/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_final_summary.csv,seed,"ABF arm has a single config (gamma=0) and is reused by all 36 FR configs; ancestor ESS not stored, n_unique_ancestors used as proxy.",5,0.013861218706956618,0.013688331632008,0.000693060935347831,0.05,5,5,0.013973943707622782,0.0128311583909947,15.202412640150186,15.883102680994185,0.07842684707049287,0.0774605208874518,784.0,1.2550754522635543e-05,0.6,3,0.0001127250006661605,-0.0021738296979573204,0.0023992796992896416,5.436830941377711,5,5,0.014315836533752999,0.0137633368539476,15.05721273231499,15.78670148273772,0.08142468107473126,0.0811159473277683,778.0,1.3250503375275002e-05,0.6,3,0.00045461782679638086,-0.0010122532402208196,0.002598376323728421,6.663664923169721,5,5.0,0.01205415943641258,0.0117893501229171,14.494747636950326,15.336014127491676,0.06765657152823863,0.0679946892576549,777.0,1.3400252141764213e-05,1.0,5.0,-0.0018070592705440394,-0.002393788343844099,-0.0011001594022762994,14.972932043436108,1000.0,0.0,n_unique_ancestors(proxy),mean_fr_event_fraction,5,-0.0003418928261302204,-0.00328420729118256,0.0025684497264263396,-2.4665423247281457,UNDERPOWERED,5,-0.00226167709734042,-0.0045090329141828,-0.0003890671029499998,-16.316581861631963,UNDERPOWERED,5,-0.0019197842712101998,-0.00395206642481722,0.0003832863980919206,-13.850039536903818,UNDERPOWERED,U,underpowered:UNDERPOWERED/UNDERPOWERED/UNDERPOWERED,UNDERPOWERED/UNDERPOWERED/UNDERPOWERED,oracle_BETTER,-13.850039536903818
twodim|prod|g0.1_eta0.15_bi0.2_fe5,metastability_toy_2D,production_gpu,g0.1_eta0.15_bi0.2_fe5,gamma=0.1 eta=0.15 burnin=0.2 fr_every=5,/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_final_summary.csv,seed,"ABF arm has a single config (gamma=0) and is reused by all 36 FR configs; ancestor ESS not stored, n_unique_ancestors used as proxy.",5,0.013861218706956618,0.013688331632008,0.000693060935347831,0.05,5,5,0.014594843494887618,0.0139931543977965,15.347025033088787,15.361538634490143,0.08376211774252264,0.0819630401392977,856.0,1.0062814612865623e-05,0.4,2,0.0007336247879310001,-0.0002824746159114606,0.0018288012526471806,-3.036254117609601,5,5,0.01441674749067864,0.0141263314479112,15.93003402550897,15.784817507986372,0.08099362541488389,0.0822019991185187,860.0,1.00631287637043e-05,0.2,1,0.0005555287837220206,-0.0018980718423336194,0.00286050899397498,-3.19980423968548,5,5.0,0.01235391689718766,0.0118659668914874,15.461018516055386,15.123933549588868,0.06928178658907258,0.0680671865393239,873.0,9.562814625496683e-06,0.8,4.0,-0.0015073018097689597,-0.0025953714130119198,-0.0001250226274529996,14.838277370973515,1000.0,0.0,n_unique_ancestors(proxy),mean_fr_event_fraction,5,0.0001780960042089795,-0.0021687090374501805,0.0034153099662505397,1.2848509786487774,UNDERPOWERED,5,-0.00206283059349098,-0.00297984968510202,-0.00073234560384858,-14.88202904161446,DIFFERENT,5,-0.0022409265976999597,-0.0041987941678987,-0.0007061101919816195,-16.16688002026324,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-16.16688002026324
twodim|prod|g0.1_eta0.15_bi0.4_fe5,metastability_toy_2D,production_gpu,g0.1_eta0.15_bi0.4_fe5,gamma=0.1 eta=0.15 burnin=0.4 fr_every=5,/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_final_summary.csv,seed,"ABF arm has a single config (gamma=0) and is reused by all 36 FR configs; ancestor ESS not stored, n_unique_ancestors used as proxy.",5,0.013861218706956618,0.013688331632008,0.000693060935347831,0.05,5,5,0.01315455064246244,0.0135293172463779,15.2353576834854,14.837200126865866,0.07417167397878888,0.0737321271326297,912.0,8.16834220434733e-06,0.8,4,-0.0007066680644941797,-0.0017742002880923994,0.00044761656533004007,5.994115032329439,5,5,0.01522005454386148,0.0148267291242522,15.632660530759406,15.322116908954342,0.08105964736305343,0.0816140213183254,909.0,8.000419256859459e-06,0.4,2,0.0013588358369048602,-7.9015127916739e-05,0.003148636585159739,-3.1794396989858495,5,5.0,0.01239940160453866,0.0121086007410564,15.38985173203869,15.79373873725368,0.07044888325403612,0.0724912336908294,909.0,8.16708591173665e-06,1.0,5.0,-0.0014618171024179598,-0.0025138767572881996,-0.00040975744754772025,13.163409651309554,1000.0,0.0,n_unique_ancestors(proxy),mean_fr_event_fraction,5,-0.00206550390139904,-0.0029813828685441397,-0.0011480981608235,-14.901315281623917,DIFFERENT,5,-0.00282065293932282,-0.004449092796092359,-0.0012818917353909006,-20.34924200357073,DIFFERENT,5,-0.0007551490379237802,-0.0018255392759290198,0.000873807406248539,-5.447926721946813,UNDERPOWERED,U,underpowered:DIFFERENT/DIFFERENT/UNDERPOWERED,DIFFERENT/DIFFERENT/UNDERPOWERED,oracle_BETTER,-5.447926721946813
twodim|prod|POOLED_36cfg,metastability_toy_2D,production_gpu,POOLED over 36 matched FR configs,"gamma in {.01,.02,.05,.1} x eta in {.075,.1,.15} x burnin in {0,.2,.4} x fr_every=5",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_final_summary.csv,config|seed,"Pooled paired comparison at MATCHED config (180 pairs). Mixes gentle and aggressive gamma by design -- it is a power-boosting pooled contrast, not a single physical cell. The ABF arm (5 seeds, gamma=0) is reused 36x.",180,0.01386121870695662,0.013688331632008,0.000693060935347831,0.05,180,180,0.0139565889218189,0.013383363907927149,15.471335194986745,15.494640374053485,0.07644459719120457,0.07496605827912756,943.5,3.87500023331692e-06,0.5722222222222222,103,9.537021486228015e-05,-0.0002490067881977186,0.00044465793906158207,2.5078673755405694,180,180,0.014161196470739126,0.01375720889279015,15.692227836845142,15.67575759342311,0.07700878668785166,0.0766427729960639,939.5,4.041792529581774e-06,0.5,90,0.00029997776378250685,-5.4174821681233545e-05,0.0006617136335175102,-0.06816685378626687,180,180.0,0.013290885376324328,0.0127626801564864,15.342682865250339,15.342926291584039,0.0707302197603139,0.0691356851076019,943.5,3.350251465690235e-06,0.6777777777777778,122.0,-0.0005703333306322926,-0.0008573974301826076,-0.0002749614296420117,7.669345272368178,1000.0,0.0,n_unique_ancestors(proxy),mean_fr_event_fraction,180,-0.00020460754892022672,-0.0006421169893043747,0.00024104262520223705,-1.476115147202309,EQUIVALENT,180,-0.0008703110944147995,-0.0012926565359174067,-0.00045151891145147314,-6.278748736415296,UNDERPOWERED,180,-0.0006657035454945727,-0.001076225255979526,-0.00025759234755394066,-4.802633589212987,UNDERPOWERED,U,underpowered:EQUIVALENT/UNDERPOWERED/UNDERPOWERED,EQUIVALENT/UNDERPOWERED/UNDERPOWERED,oracle_BETTER,-4.802633589212987
eb|stage0_reproduce,entropic_bottleneck,stage0_reproduce,stage0_reproduce,beta=8 omega_in=25 gamma=15 N=256 n_steps=40000 ema=0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropic_bottleneck/summaries/summary.csv,seed,event_fraction = repl_fraction = (n_die+n_clone)/(n_fr_apply*N).,5,0.20543437953589283,0.2098197262630626,0.010271718976794643,0.05,5,5,0.0968181085124114,0.0953516993998515,6.328610834108884,6.288365213962784,1.1128592623622875,1.0909627970849958,24.0,0.017521484375,1.0,5,-0.10861627102348141,-0.11665520846199193,-0.0990218751405965,53.32668043830634,5,5,0.1028169169960064,0.1037823071431004,6.374292117555,6.465602306587583,1.163631895882379,1.1949119024314243,22.0,0.01715625,1.0,5,-0.10261746253988643,-0.11310241909361651,-0.08880589059531532,50.8104646683145,5,5.0,0.2690607022214529,0.2687836878321821,11.944894026338826,11.837916076860845,2.228475719787268,2.227522647221389,25.0,0.0135185546875,0.0,0.0,0.06362632268556004,0.053041011886057546,0.07834800545494061,-27.39497774867901,256.0,0.0,final_ess,repl_fraction,5,-0.0059988084835949805,-0.011833998233039258,-0.00016361873415070283,-2.920060652529139,UNDERPOWERED,5,0.1662437852254465,0.16307253117772177,0.16906408656223024,80.92305951954887,DIFFERENT,5,0.17224259370904144,0.16604739877370583,0.1780244400449098,83.84312017207799,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_WORSE,83.84312017207799
edb|main|phi0,entropy_dominant_bottleneck,main_sweep,phi=0,beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 ema=0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw_runs.csv,seed,,20,0.04637629231094971,0.0464171962797998,0.0023188146155474856,0.05,20,20,0.04004695087893498,0.03991905099224255,1.9732518864183528,1.9721250665719565,0.11190759532625513,0.11096763521887475,97.0,0.007290771484375,1.0,20,-0.0063293414320147404,-0.0068440742199975665,-0.005848552271701292,13.038441929238111,20,20,0.040071905494809004,0.040147722799879,1.9431581897390457,1.9513484019100127,0.112292933949713,0.11286797568488885,97.5,0.007243041992187499,1.0,20,-0.006304386816140701,-0.0068954547659501155,-0.00576665181904219,13.047004311408688,20,20.0,0.050097606890103244,0.0489646525081369,2.159170737724841,2.1167561149076155,0.15126516931083228,0.14826201596500085,115.5,0.0055733642578125,0.05,1.0,0.0037213145791535297,0.002253406860895501,0.005254828832828523,-6.480622658103663,512.0,0.0,final_ess,repl_fraction,20,-2.4954615874039215e-05,-0.0003269365399808079,0.00029013343351710913,-0.05380899298012076,EQUIVALENT,20,0.01002570139529423,0.008779815015220585,0.011308453692224458,21.618160693124455,DIFFERENT,20,0.01005065601116827,0.00875704047469847,0.0114245822333113,21.671969686104575,DIFFERENT,B,"est~uni, oracle differs",EQUIVALENT/DIFFERENT/DIFFERENT,oracle_WORSE,21.671969686104575
edb|main|phi0.25,entropy_dominant_bottleneck,main_sweep,phi=0.25,beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 ema=0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw_runs.csv,seed,,20,0.03611654914293061,0.036022293198299554,0.0018058274571465306,0.05,20,20,0.03488632142887174,0.03507894872427805,1.8352855284097533,1.8116448026697949,0.08823402754349305,0.08805043259308659,108.5,0.0061292724609375,0.75,15,-0.0012302277140588652,-0.0019045072122549813,-0.0005042814057247478,4.735062140731099,20,20,0.034091519878382964,0.03386519939783695,1.7516257977623706,1.7387879024481774,0.0854493898892136,0.08531585669188635,114.0,0.0059832763671875,0.8,16,-0.00202502926454764,-0.002903239785367314,-0.001149330111728136,6.0261276554062695,20,20.0,0.03780911347318664,0.0379693500006625,1.7707317531179665,1.741526648809323,0.10187901428128729,0.1017588682740192,118.5,0.005714111328125,0.3,6.0,0.0016925643302560251,0.0006597909345266676,0.0027427198313451574,-5.696756905364589,512.0,0.0,final_ess,repl_fraction,20,0.0007948015504887749,0.0002181811221565771,0.0013705069837843514,2.200657508399714,EQUIVALENT,20,0.003717593594803665,0.0029401376084614624,0.0044702516342611616,10.293324481503904,DIFFERENT,20,0.0029227920443148903,0.002083452511043281,0.0037563516895801263,8.09266697310419,DIFFERENT,B,"est~uni, oracle differs",EQUIVALENT/DIFFERENT/DIFFERENT,oracle_WORSE,8.09266697310419
edb|main|phi0.5,entropy_dominant_bottleneck,main_sweep,phi=0.5,beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 ema=0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw_runs.csv,seed,,20,0.02897709584155233,0.0285708885437663,0.0014488547920776165,0.05,20,20,0.03148978719545045,0.03171000613971105,1.9415104000628745,1.931852718124171,0.08290020866142815,0.0833150675419618,117.5,0.0057390136718749995,0.2,4,0.00251269135389812,0.0010260405157183142,0.003998022006020356,-9.712357604612038,20,20,0.032441528697262585,0.0331614496993779,2.0019610186476955,2.051524040480384,0.08486462720924524,0.08630942020491819,116.5,0.0056678466796875,0.15,3,0.003464432855710255,0.0018579379726471137,0.004985385242029357,-14.333611485873408,20,20.0,0.025226633462242527,0.0251436810321913,1.5035443533024078,1.5002586259340815,0.07379917583400669,0.0734330462987581,119.5,0.0058267822265625,0.95,19.0,-0.0037504623793098097,-0.004942864531858626,-0.0026253438140629425,9.168710373325816,512.0,0.0,final_ess,repl_fraction,20,-0.0009517415018121353,-0.0021332017533356195,0.0002737209855164149,-3.284461310464954,UNDERPOWERED,20,-0.007214895235020065,-0.008549580607409077,-0.005875960820555244,-24.89861397591856,DIFFERENT,20,-0.006263153733207931,-0.007530583534915368,-0.004975255125876189,-21.61415266545361,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-21.61415266545361
edb|main|phi0.75,entropy_dominant_bottleneck,main_sweep,phi=0.75,beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 ema=0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw_runs.csv,seed,,20,0.024879695834398117,0.0247998429548543,0.0012439847917199058,0.05,20,20,0.026001033576159127,0.026314923984968153,1.9648340586271065,2.026776405221275,0.08709287827232177,0.0864471476840098,117.5,0.0056180419921874995,0.35,7,0.00112133774176101,-0.001029329743083381,0.0031344235379836658,-8.116205798322568,20,20,0.025967851930516893,0.0250859284141738,1.9269530166022057,1.9201012436476088,0.08821302555169558,0.08643522224578495,120.5,0.00556640625,0.45,9,0.0010881560961187807,-0.0010691926308863968,0.0033106360659786904,-0.5327542233491847,20,20.0,0.014326191094722432,0.01389806629637735,1.2070258663539197,1.222920461747984,0.06981639277402849,0.06900603414780715,121.0,0.0056921386718749994,1.0,20.0,-0.010553504739675684,-0.011942485648636895,-0.009114463052574448,43.66451345257468,512.0,0.0,final_ess,repl_fraction,20,3.318164564222962e-05,-0.002686821789296673,0.0026718696007910245,0.133368373404121,UNDERPOWERED,20,-0.011641660835794465,-0.013861119728593463,-0.009702459767827227,-46.79181334563971,DIFFERENT,20,-0.011674842481436696,-0.013492342399796914,-0.009955283711632025,-46.925181719043835,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-46.925181719043835
edb|main|phi0.9,entropy_dominant_bottleneck,main_sweep,phi=0.9,beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 ema=0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw_runs.csv,seed,,20,0.0312018078994122,0.031216958199745598,0.0015600903949706101,0.05,20,20,0.026889638051078406,0.02635628327320885,2.074100059782638,2.1080129920709894,0.14319344371957754,0.14329704807153415,116.5,0.005574462890625,0.75,15,-0.0043121698483338,-0.00662783941696965,-0.0020101971771236088,12.664181646567144,20,20,0.02789855482022687,0.028414496131310252,2.1429865991285597,2.1708132236641333,0.14367367012677354,0.1439513888830665,115.0,0.0055731201171875,0.7,14,-0.003303253079185332,-0.00593326514048703,-0.0008064648091749527,12.892092082904666,20,20.0,0.017939824596023054,0.01778119029877465,1.424213153535871,1.430299249213458,0.1252675133232784,0.12510257559910515,113.0,0.0059283447265625,1.0,20.0,-0.013261983303389147,-0.014846311912327737,-0.01177559845277857,42.3647758686114,512.0,0.0,final_ess,repl_fraction,20,-0.0010089167691484696,-0.003500203619704875,0.001523743882139072,-3.233520225497819,UNDERPOWERED,20,-0.009958730224203816,-0.011832115251324507,-0.008074197862582675,-31.917157673390538,DIFFERENT,20,-0.008949813455055345,-0.010863462145026186,-0.007152290283228242,-28.683637447892718,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-28.683637447892718
edbema|phi0.5|ema0.00025,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.5, target_ema_rate=0.00025",beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_ema_tuning/ema_sweep_20260615_175039/ema_tuning_raw_scalars.csv + /home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_ema_tuning/ema_sweep_20260615_175039/oracle_uniform_baseline/raw/main/*.npz,seed,fr_uniform/fr_oracle arms are the ema=0.005 baseline runs (EMA-independent by construction) and are shared across the 8 rate cells at this phi.,20,0.028558963182436826,0.0284529971577568,0.0014279481591218414,0.05,20,20,0.03339518866923164,0.03416634914769745,3.661729804133448,3.700201081232311,0.08348195848473758,0.0821290676955105,99.5,0.01990673828125,0.2,4,0.004836225486794814,0.002789324218919381,0.006773906725249109,-24.45232187354297,20,20,0.03249358174380923,0.032909829050776815,1.9432687356619163,1.9826489101242617,0.08417990963865149,0.08397166767845732,117.5,0.005658691406249999,0.1,2,0.003934618561372407,0.0022551630599658822,0.005484392214109473,-13.65091417731823,20,20.0,0.024993799206620943,0.024642480036667903,1.490560398031888,1.4518519616648338,0.07376919297423182,0.07331541717755588,116.5,0.00581689453125,0.95,19.0,-0.003565163975815884,-0.004539681864417224,-0.002621202009994445,11.05328221360692,512.0,0.0,final_ess,repl_fraction,20,0.0009016069254224072,-0.0009390463447835022,0.0026601916968508684,3.1570016028343666,UNDERPOWERED,20,-0.007499782537188292,-0.008907990399723486,-0.0060993240473211285,-26.26069612289183,DIFFERENT,20,-0.008401389462610698,-0.009669051439626973,-0.007065227217890577,-29.417697725726192,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-29.417697725726192
