stage,method,physics_tag,beta,h,M,seed,n_replicas,final_ancestor_ess,min_ancestor_ess,final_n_unique_ancestor,final_max_ancestor_frac,max_ancestor_frac_over_time,ess_fraction
production,fr_estimated,b2_h4_w2_n14_a1.5,2.0,4.0,196,1,1024,206.8197238658777,206.8197238658777,372,0.025390625,0.025390625,0.2019723865877712
production,fr_estimated,b2_h4_w2_n14_a1.5,2.0,4.0,196,2,1024,194.83017465626162,194.83017465626162,346,0.015625,0.017578125,0.1902638424377555
production,fr_estimated,b2_h4_w2_n14_a1.5,2.0,4.0,196,3,1024,232.39716312056737,232.39716312056737,358,0.0107421875,0.0107421875,0.22695035460992907
production,fr_estimated,b2_h4_w2_n7_a1.5,2.0,4.0,49,0,1024,328.090112640801,328.090112640801,512,0.009765625,0.0107421875,0.32040050062578224
production,fr_estimated,b2_h4_w2_n7_a1.5,2.0,4.0,49,1,1024,334.58072750478624,334.58072750478624,508,0.01171875,0.01171875,0.3267389917038928
production,fr_estimated,b2_h4_w2_n7_a1.5,2.0,4.0,49,2,1024,350.92904953145916,350.92904953145916,525,0.009765625,0.009765625,0.3427041499330656
production,fr_estimated,b2_h4_w2_n7_a1.5,2.0,4.0,49,3,1024,329.74088050314464,329.74088050314464,517,0.01171875,0.01171875,0.3220125786163522
production,fr_estimated,b2_h6_w2_n10_a1.5,2.0,6.0,100,0,1024,276.231822971549,276.231822971549,456,0.0107421875,0.0146484375,0.2697576396206533
production,fr_estimated,b2_h6_w2_n10_a1.5,2.0,6.0,100,1,1024,307.86142102172636,307.86142102172636,480,0.009765625,0.0107421875,0.30064591896652965
production,fr_estimated,b2_h6_w2_n10_a1.5,2.0,6.0,100,2,1024,272.92451847995835,272.92451847995835,451,0.013671875,0.013671875,0.2665278500780843
production,fr_estimated,b2_h6_w2_n10_a1.5,2.0,6.0,100,3,1024,251.9404132628544,251.9404132628544,429,0.01171875,0.013671875,0.24603555982700626
production,fr_estimated,b4_h1_w2_n10_a1.5,4.0,1.0,100,0,1024,205.60313725490195,205.60313725490195,343,0.015625,0.015625,0.2007843137254902
production,fr_estimated,b4_h1_w2_n10_a1.5,4.0,1.0,100,1,1024,218.726741760534,218.726741760534,387,0.0185546875,0.0185546875,0.21360033375052148
production,fr_estimated,b4_h1_w2_n10_a1.5,4.0,1.0,100,2,1024,218.90939457202506,218.90939457202506,372,0.01171875,0.01171875,0.21377870563674323
production,fr_estimated,b4_h1_w2_n10_a1.5,4.0,1.0,100,3,1024,188.5928057553957,188.32183908045977,375,0.0185546875,0.021484375,0.1841726618705036
production,fr_estimated,b4_h2_w2_n10_a1.5,4.0,2.0,100,0,1024,208.79649542015133,208.79649542015133,356,0.017578125,0.0185546875,0.20390282755874153
production,fr_estimated,b4_h2_w2_n10_a1.5,4.0,2.0,100,1,1024,197.24905944319036,197.24905944319036,336,0.015625,0.015625,0.1926260346124906
production,fr_estimated,b4_h2_w2_n10_a1.5,4.0,2.0,100,2,1024,221.96782387806942,221.96782387806942,383,0.013671875,0.013671875,0.21676545300592717
production,fr_estimated,b4_h2_w2_n10_a1.5,4.0,2.0,100,3,1024,215.22495894909687,215.22495894909687,367,0.013671875,0.013671875,0.21018062397372742
production,fr_estimated,b4_h4_w2_n10_a1.5,4.0,4.0,100,0,1024,168.3107544141252,166.33502538071065,274,0.021484375,0.0224609375,0.16436597110754414
production,fr_estimated,b4_h4_w2_n10_a1.5,4.0,4.0,100,1,1024,185.45737530951538,185.45737530951538,314,0.0166015625,0.017578125,0.18111071807569862
production,fr_estimated,b4_h4_w2_n10_a1.5,4.0,4.0,100,2,1024,161.17061174300645,161.17061174300645,303,0.0224609375,0.02734375,0.15739317553027973
production,fr_estimated,b4_h4_w2_n10_a1.5,4.0,4.0,100,3,1024,161.17061174300645,161.17061174300645,280,0.0185546875,0.0185546875,0.15739317553027973
production,fr_estimated,b4_h6_w2_n10_a1.5,4.0,6.0,100,0,1024,155.02306327616796,155.02306327616796,276,0.01953125,0.01953125,0.15138971023063277
production,fr_estimated,b4_h6_w2_n10_a1.5,4.0,6.0,100,1,1024,157.7280385078219,153.0767883211679,293,0.0205078125,0.0263671875,0.15403128760529483
production,fr_estimated,b4_h6_w2_n10_a1.5,4.0,6.0,100,2,1024,150.9611287071696,150.83084004602992,310,0.0224609375,0.025390625,0.1474229772530953
production,fr_estimated,b4_h6_w2_n10_a1.5,4.0,6.0,100,3,1024,148.94545454545454,148.94545454545454,282,0.01953125,0.0263671875,0.14545454545454545
production,fr_oracle,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,1024,196.87870822380773,196.87870822380773,353,0.01953125,0.01953125,0.19226436349981224
production,fr_oracle,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,1024,207.47447566284131,207.47447566284131,348,0.0146484375,0.0146484375,0.20261179263949347
production,fr_oracle,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,1024,194.68548087634608,194.68548087634608,352,0.021484375,0.021484375,0.19012253991830672
production,fr_oracle,b1_h1_w2_n10_a1.5,1.0,1.0,100,3,1024,189.00072098053352,189.00072098053352,338,0.0185546875,0.021484375,0.18457101658255226
production,fr_oracle,b1_h2_w2_n10_a1.5,1.0,2.0,100,0,1024,213.12520325203252,213.12520325203252,356,0.013671875,0.0166015625,0.208130081300813
production,fr_oracle,b1_h2_w2_n10_a1.5,1.0,2.0,100,1,1024,201.10778672803988,201.10778672803988,341,0.015625,0.01953125,0.19639432297660145
production,fr_oracle,b1_h2_w2_n10_a1.5,1.0,2.0,100,2,1024,204.24152707440592,204.24152707440592,345,0.013671875,0.0146484375,0.19945461628359953
production,fr_oracle,b1_h2_w2_n10_a1.5,1.0,2.0,100,3,1024,212.95207148659625,212.95207148659625,373,0.015625,0.015625,0.20796100731112915
production,fr_oracle,b1_h4_w2_n10_a1.5,1.0,4.0,100,0,1024,215.49034114262227,215.49034114262227,360,0.013671875,0.015625,0.21043978627209206
production,fr_oracle,b1_h4_w2_n10_a1.5,1.0,4.0,100,1,1024,222.6276008492569,222.6276008492569,364,0.013671875,0.0146484375,0.21740976645435245
production,fr_oracle,b1_h4_w2_n10_a1.5,1.0,4.0,100,2,1024,223.86336464560205,223.86336464560205,371,0.0126953125,0.0166015625,0.21861656703672075
production,fr_oracle,b1_h4_w2_n10_a1.5,1.0,4.0,100,3,1024,207.2284584980237,207.2284584980237,358,0.015625,0.015625,0.20237154150197628
production,fr_oracle,b1_h6_w2_n10_a1.5,1.0,6.0,100,0,1024,224.82332761578044,223.3864507882403,382,0.01953125,0.021484375,0.2195540308747856
production,fr_oracle,b1_h6_w2_n10_a1.5,1.0,6.0,100,1,1024,233.1204979991107,233.1204979991107,378,0.0126953125,0.0126953125,0.22765673632725655
production,fr_oracle,b1_h6_w2_n10_a1.5,1.0,6.0,100,2,1024,225.59724612736662,225.59724612736662,362,0.0126953125,0.0146484375,0.22030981067125646
production,fr_oracle,b1_h6_w2_n10_a1.5,1.0,6.0,100,3,1024,233.63992869875221,233.63992869875221,400,0.0185546875,0.0185546875,0.2281639928698752
production,fr_oracle,b2_h1_w2_n10_a1.5,2.0,1.0,100,0,1024,259.16361838853186,259.16361838853186,400,0.009765625,0.01171875,0.25308947108255064
production,fr_oracle,b2_h1_w2_n10_a1.5,2.0,1.0,100,1,1024,217.63719385637194,217.63719385637194,363,0.017578125,0.017578125,0.21253632212536322
production,fr_oracle,b2_h1_w2_n10_a1.5,2.0,1.0,100,2,1024,231.4737306843267,231.4737306843267,373,0.0126953125,0.0126953125,0.2260485651214128
production,fr_oracle,b2_h1_w2_n10_a1.5,2.0,1.0,100,3,1024,228.74694589877836,228.74694589877836,382,0.0146484375,0.015625,0.22338568935427575
production,fr_oracle,b2_h2_w2_n10_a1.5,2.0,2.0,100,0,1024,236.80578139114724,236.80578139114724,391,0.0146484375,0.0146484375,0.23125564588979222
production,fr_oracle,b2_h2_w2_n10_a1.5,2.0,2.0,100,1,1024,232.9133718347401,232.9133718347401,376,0.01171875,0.013671875,0.22745446468236338
production,fr_oracle,b2_h2_w2_n10_a1.5,2.0,2.0,100,2,1024,236.27219468228932,236.27219468228932,384,0.013671875,0.0146484375,0.23073456511942317
production,fr_oracle,b2_h2_w2_n10_a1.5,2.0,2.0,100,3,1024,238.31272727272727,238.31272727272727,394,0.0126953125,0.0146484375,0.23272727272727273
production,fr_oracle,b2_h4_w2_n10_a1.5,2.0,4.0,100,0,1024,227.16117850953205,227.16117850953205,374,0.013671875,0.0146484375,0.2218370883882149
production,fr_oracle,b2_h4_w2_n10_a1.5,2.0,4.0,100,1,1024,220.5671013883046,220.5671013883046,359,0.0146484375,0.0185546875,0.2153975599495162
production,fr_oracle,b2_h4_w2_n10_a1.5,2.0,4.0,100,2,1024,233.0168888888889,233.0168888888889,378,0.015625,0.015625,0.22755555555555557
production,fr_oracle,b2_h4_w2_n10_a1.5,2.0,4.0,100,3,1024,212.26234817813764,212.26234817813764,350,0.01953125,0.0205078125,0.20728744939271254
production,fr_oracle,b2_h4_w2_n14_a1.5,2.0,4.0,196,0,1024,232.19131975199292,232.19131975199292,383,0.013671875,0.015625,0.2267493356953056
production,fr_oracle,b2_h4_w2_n14_a1.5,2.0,4.0,196,1,1024,222.72217502124045,222.72217502124045,370,0.0166015625,0.0185546875,0.21750212404418012
production,fr_oracle,b2_h4_w2_n14_a1.5,2.0,4.0,196,2,1024,203.92376507195644,203.92376507195644,374,0.021484375,0.021484375,0.19914430182808246
production,fr_oracle,b2_h4_w2_n14_a1.5,2.0,4.0,196,3,1024,227.85223815732292,227.85223815732292,369,0.0146484375,0.0146484375,0.22251195132551066
production,fr_oracle,b2_h4_w2_n7_a1.5,2.0,4.0,49,0,1024,345.83641160949867,345.83641160949867,499,0.0078125,0.009765625,0.33773087071240104
production,fr_oracle,b2_h4_w2_n7_a1.5,2.0,4.0,49,1,1024,326.4557907845579,326.4557907845579,523,0.01171875,0.0126953125,0.31880448318804483
production,fr_oracle,b2_h4_w2_n7_a1.5,2.0,4.0,49,2,1024,352.81830417227457,352.81830417227457,513,0.0078125,0.0087890625,0.3445491251682369
production,fr_oracle,b2_h4_w2_n7_a1.5,2.0,4.0,49,3,1024,343.12041884816756,343.12041884816756,525,0.01171875,0.01171875,0.33507853403141363
production,fr_oracle,b2_h6_w2_n10_a1.5,2.0,6.0,100,0,1024,253.2792270531401,253.2792270531401,418,0.01171875,0.0126953125,0.24734299516908212
production,fr_oracle,b2_h6_w2_n10_a1.5,2.0,6.0,100,1,1024,274.9281594126901,274.9281594126901,448,0.0166015625,0.0185546875,0.26848453067645517
production,fr_oracle,b2_h6_w2_n10_a1.5,2.0,6.0,100,2,1024,265.32793522267207,265.32793522267207,440,0.01171875,0.0126953125,0.2591093117408907
production,fr_oracle,b2_h6_w2_n10_a1.5,2.0,6.0,100,3,1024,288.704845814978,288.704845814978,440,0.009765625,0.0107421875,0.28193832599118945
production,fr_oracle,b4_h1_w2_n10_a1.5,4.0,1.0,100,0,1024,242.05355493998152,242.05355493998152,385,0.013671875,0.0146484375,0.2363804247460757
production,fr_oracle,b4_h1_w2_n10_a1.5,4.0,1.0,100,1,1024,270.2515463917526,270.2515463917526,420,0.0107421875,0.0107421875,0.2639175257731959
production,fr_oracle,b4_h1_w2_n10_a1.5,4.0,1.0,100,2,1024,274.6401257202724,274.6401257202724,423,0.01171875,0.01171875,0.2682032477737035
production,fr_oracle,b4_h1_w2_n10_a1.5,4.0,1.0,100,3,1024,250.37631327602674,250.37631327602674,405,0.015625,0.0166015625,0.24450811843361986
production,fr_oracle,b4_h2_w2_n10_a1.5,4.0,2.0,100,0,1024,222.6276008492569,222.6276008492569,371,0.013671875,0.015625,0.21740976645435245
production,fr_oracle,b4_h2_w2_n10_a1.5,4.0,2.0,100,1,1024,211.3212414349053,211.3212414349053,348,0.0146484375,0.0146484375,0.2063683998387747
production,fr_oracle,b4_h2_w2_n10_a1.5,4.0,2.0,100,2,1024,232.50022172949002,232.50022172949002,385,0.0146484375,0.017578125,0.2270509977827051
production,fr_oracle,b4_h2_w2_n10_a1.5,4.0,2.0,100,3,1024,189.95942028985507,189.95942028985507,359,0.021484375,0.021484375,0.1855072463768116
production,fr_oracle,b4_h4_w2_n10_a1.5,4.0,4.0,100,0,1024,178.38992854712487,178.38992854712487,324,0.0166015625,0.0166015625,0.17420891459680163
production,fr_oracle,b4_h4_w2_n10_a1.5,4.0,4.0,100,1,1024,187.51359084406295,187.51359084406295,325,0.017578125,0.017578125,0.18311874105865522
production,fr_oracle,b4_h4_w2_n10_a1.5,4.0,4.0,100,2,1024,201.3394777265745,201.3394777265745,325,0.0166015625,0.0166015625,0.1966205837173579
production,fr_oracle,b4_h4_w2_n10_a1.5,4.0,4.0,100,3,1024,175.11289245156982,175.11289245156982,312,0.0166015625,0.0185546875,0.17100868403473615
production,fr_oracle,b4_h6_w2_n10_a1.5,4.0,6.0,100,0,1024,184.93403880070548,184.93403880070548,319,0.015625,0.015625,0.18059964726631395
production,fr_oracle,b4_h6_w2_n10_a1.5,4.0,6.0,100,1,1024,188.93261261261262,188.051649928264,324,0.017578125,0.01953125,0.1845045045045045
production,fr_oracle,b4_h6_w2_n10_a1.5,4.0,6.0,100,2,1024,185.19533733663016,185.19533733663016,338,0.0185546875,0.0185546875,0.1808548216178029
production,fr_oracle,b4_h6_w2_n10_a1.5,4.0,6.0,100,3,1024,176.46852911477617,176.46852911477617,307,0.013671875,0.0146484375,0.1723325479636486
production,fr_uniform,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,1024,186.91194295900178,186.91194295900178,301,0.0166015625,0.0185546875,0.18253119429590017
production,fr_uniform,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,1024,175.05442404006678,174.5880785880786,307,0.0205078125,0.021484375,0.1709515859766277
production,fr_uniform,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,1024,184.34880450070324,184.34880450070324,293,0.0166015625,0.021484375,0.180028129395218
production,fr_uniform,b1_h1_w2_n10_a1.5,1.0,1.0,100,3,1024,161.71745835903764,161.71745835903764,287,0.0166015625,0.0166015625,0.1579272054287477
production,fr_uniform,b1_h2_w2_n10_a1.5,1.0,2.0,100,0,1024,182.29763560500695,182.29763560500695,302,0.015625,0.015625,0.1780250347705146
production,fr_uniform,b1_h2_w2_n10_a1.5,1.0,2.0,100,1,1024,177.30402434900236,177.30402434900236,298,0.0146484375,0.0166015625,0.17314846127832262
production,fr_uniform,b1_h2_w2_n10_a1.5,1.0,2.0,100,2,1024,185.3262636974196,185.3262636974196,308,0.015625,0.015625,0.18098267939201132
production,fr_uniform,b1_h2_w2_n10_a1.5,1.0,2.0,100,3,1024,165.28625472887768,165.28625472887768,280,0.0185546875,0.01953125,0.1614123581336696
production,fr_uniform,b1_h4_w2_n10_a1.5,1.0,4.0,100,0,1024,197.02668169860954,197.02668169860954,341,0.0146484375,0.0146484375,0.19240886884629838
production,fr_uniform,b1_h4_w2_n10_a1.5,1.0,4.0,100,1,1024,192.39926605504587,192.39926605504587,331,0.015625,0.0185546875,0.18788990825688073
production,fr_uniform,b1_h4_w2_n10_a1.5,1.0,4.0,100,2,1024,186.77876736729604,186.77876736729604,331,0.0224609375,0.0224609375,0.18240114000712504
production,fr_uniform,b1_h4_w2_n10_a1.5,1.0,4.0,100,3,1024,199.12191416635017,199.12191416635017,343,0.015625,0.017578125,0.19445499430307633
production,fr_uniform,b1_h6_w2_n10_a1.5,1.0,6.0,100,0,1024,246.60771401693322,246.60771401693322,391,0.01171875,0.0126953125,0.24082784571966134
production,fr_uniform,b1_h6_w2_n10_a1.5,1.0,6.0,100,1,1024,242.05355493998152,242.05355493998152,393,0.0146484375,0.0146484375,0.2363804247460757
production,fr_uniform,b1_h6_w2_n10_a1.5,1.0,6.0,100,2,1024,228.05045672031318,228.05045672031318,376,0.0166015625,0.017578125,0.22270552414093084
production,fr_uniform,b1_h6_w2_n10_a1.5,1.0,6.0,100,3,1024,253.03474903474904,253.03474903474904,402,0.01171875,0.0126953125,0.2471042471042471
production,fr_uniform,b2_h1_w2_n10_a1.5,2.0,1.0,100,0,1024,209.96716059271125,209.38019169329073,345,0.013671875,0.013671875,0.20504605526631958
production,fr_uniform,b2_h1_w2_n10_a1.5,2.0,1.0,100,1,1024,236.91278807049255,236.91278807049255,385,0.01171875,0.01171875,0.23136014460009038
production,fr_uniform,b2_h1_w2_n10_a1.5,2.0,1.0,100,2,1024,232.80994671403198,232.80994671403198,369,0.0126953125,0.013671875,0.22735346358792186
production,fr_uniform,b2_h1_w2_n10_a1.5,2.0,1.0,100,3,1024,212.43435980551052,212.43435980551052,363,0.017578125,0.0185546875,0.20745542949756887
production,fr_uniform,b2_h2_w2_n10_a1.5,2.0,2.0,100,0,1024,221.96782387806942,221.96782387806942,395,0.017578125,0.017578125,0.21676545300592717
production,fr_uniform,b2_h2_w2_n10_a1.5,2.0,2.0,100,1,1024,245.45318352059925,245.45318352059925,396,0.0126953125,0.0126953125,0.2397003745318352
production,fr_uniform,b2_h2_w2_n10_a1.5,2.0,2.0,100,2,1024,225.20962199312714,224.53447537473232,374,0.0126953125,0.015625,0.21993127147766323
production,fr_uniform,b2_h2_w2_n10_a1.5,2.0,2.0,100,3,1024,221.49894381073088,221.49894381073088,371,0.013671875,0.013671875,0.21630756231516687
production,fr_uniform,b2_h4_w2_n10_a1.5,2.0,4.0,100,0,1024,230.45626373626374,230.45626373626374,386,0.0146484375,0.0146484375,0.22505494505494505
production,fr_uniform,b2_h4_w2_n10_a1.5,2.0,4.0,100,1,1024,225.79155900086133,225.79155900086133,389,0.01953125,0.0205078125,0.22049956933677864
production,fr_uniform,b2_h4_w2_n10_a1.5,2.0,4.0,100,2,1024,226.96450216450216,226.96450216450216,383,0.013671875,0.0146484375,0.22164502164502164
production,fr_uniform,b2_h4_w2_n10_a1.5,2.0,4.0,100,3,1024,226.27880880448856,226.27880880448856,367,0.0166015625,0.0166015625,0.22097539922313336
production,fr_uniform,b2_h4_w2_n14_a1.5,2.0,4.0,196,0,1024,217.27641939494404,217.27641939494404,375,0.0146484375,0.015625,0.21218400331537504
production,fr_uniform,b2_h4_w2_n14_a1.5,2.0,4.0,196,1,1024,216.1121187139324,216.1121187139324,381,0.025390625,0.02734375,0.2110469909315746
production,fr_uniform,b2_h4_w2_n14_a1.5,2.0,4.0,196,2,1024,241.16283348666053,241.16283348666053,398,0.0166015625,0.0166015625,0.23551057957681693
production,fr_uniform,b2_h4_w2_n14_a1.5,2.0,4.0,196,3,1024,226.67012537829658,226.67012537829658,370,0.0146484375,0.015625,0.22135754431474275
production,fr_uniform,b2_h4_w2_n7_a1.5,2.0,4.0,49,0,1024,347.21059602649007,347.21059602649007,529,0.009765625,0.009765625,0.3390728476821192
production,fr_uniform,b2_h4_w2_n7_a1.5,2.0,4.0,49,1,1024,358.61012311901504,358.61012311901504,535,0.009765625,0.0107421875,0.35020519835841313
production,fr_uniform,b2_h4_w2_n7_a1.5,2.0,4.0,49,2,1024,364.5952712100139,364.5952712100139,535,0.01171875,0.0126953125,0.3560500695410292
production,fr_uniform,b2_h4_w2_n7_a1.5,2.0,4.0,49,3,1024,359.840768702814,359.840768702814,543,0.01171875,0.01171875,0.3514070006863418
production,fr_uniform,b2_h6_w2_n10_a1.5,2.0,6.0,100,0,1024,273.4940010432968,273.2089630015633,446,0.015625,0.0166015625,0.26708398539384454
production,fr_uniform,b2_h6_w2_n10_a1.5,2.0,6.0,100,1,1024,248.5955429113324,248.5955429113324,468,0.0244140625,0.0244140625,0.24276908487434803
production,fr_uniform,b2_h6_w2_n10_a1.5,2.0,6.0,100,2,1024,279.1735889243877,279.1735889243877,444,0.01171875,0.01171875,0.27263045793397234
production,fr_uniform,b2_h6_w2_n10_a1.5,2.0,6.0,100,3,1024,268.865641025641,268.865641025641,454,0.0146484375,0.0146484375,0.26256410256410256
production,fr_uniform,b4_h1_w2_n10_a1.5,4.0,1.0,100,0,1024,230.86217525319242,230.86217525319242,377,0.0146484375,0.015625,0.22545134302069572
production,fr_uniform,b4_h1_w2_n10_a1.5,4.0,1.0,100,1,1024,215.66762649115591,215.66762649115591,370,0.015625,0.0166015625,0.21061291649526945
production,fr_uniform,b4_h1_w2_n10_a1.5,4.0,1.0,100,2,1024,210.47290244881574,210.47290244881574,369,0.0166015625,0.017578125,0.20553994379767163
production,fr_uniform,b4_h1_w2_n10_a1.5,4.0,1.0,100,3,1024,230.9638766519824,230.9638766519824,384,0.0185546875,0.01953125,0.22555066079295155
production,fr_uniform,b4_h2_w2_n10_a1.5,4.0,2.0,100,0,1024,188.3895077254761,188.3895077254761,315,0.0166015625,0.0166015625,0.18397412863816026
production,fr_uniform,b4_h2_w2_n10_a1.5,4.0,2.0,100,1,1024,187.58067978533094,187.58067978533094,340,0.0205078125,0.0205078125,0.18318425760286225
production,fr_uniform,b4_h2_w2_n10_a1.5,4.0,2.0,100,2,1024,226.08365674859854,226.08365674859854,390,0.013671875,0.015625,0.22078482104355326
production,fr_uniform,b4_h2_w2_n10_a1.5,4.0,2.0,100,3,1024,215.9341021416804,215.9341021416804,345,0.0126953125,0.0126953125,0.21087314662273476
production,fr_uniform,b4_h4_w2_n10_a1.5,4.0,4.0,100,0,1024,151.00460829493088,149.9679633867277,270,0.01953125,0.01953125,0.14746543778801843
production,fr_uniform,b4_h4_w2_n10_a1.5,4.0,4.0,100,1,1024,157.77550406259405,157.77550406259405,274,0.0166015625,0.0185546875,0.154077640686127
production,fr_uniform,b4_h4_w2_n10_a1.5,4.0,4.0,100,2,1024,145.31263858093126,145.31263858093126,274,0.021484375,0.0283203125,0.1419068736141907
production,fr_uniform,b4_h4_w2_n10_a1.5,4.0,4.0,100,3,1024,170.8334962528511,170.8334962528511,293,0.0185546875,0.0185546875,0.1668295861844249
production,fr_uniform,b4_h6_w2_n10_a1.5,4.0,6.0,100,0,1024,146.32654200390735,146.32654200390735,283,0.025390625,0.025390625,0.14289701367569077
production,fr_uniform,b4_h6_w2_n10_a1.5,4.0,6.0,100,1,1024,148.81862049389724,148.81862049389724,274,0.025390625,0.025390625,0.14533068407607153
production,fr_uniform,b4_h6_w2_n10_a1.5,4.0,6.0,100,2,1024,171.0006523157208,171.0006523157208,307,0.021484375,0.0224609375,0.1669928245270711
production,fr_uniform,b4_h6_w2_n10_a1.5,4.0,6.0,100,3,1024,175.99462907015777,175.99462907015777,304,0.0185546875,0.0185546875,0.17186975495132595
