study,stage,name,beta,h,n_dim,a,opes_barrier,opes_pace,opes_sigma,opes_gamma,n_seeds,n_nan,l2_f_common_mean,l2_f_common_std,l2_f_common_sem,l2_f_common_ci95,l2_fp_common_mean,l2_fp_common_std,l2_fp_common_sem,l2_fp_common_ci95,l2_f_native_mean,l2_f_native_std,l2_f_native_sem,l2_f_native_ci95,l2_fp_native_mean,l2_fp_native_std,l2_fp_native_sem,l2_fp_native_ci95,integrated_l2_f_mean,integrated_l2_f_std,integrated_l2_f_sem,integrated_l2_f_ci95,normalized_anytime_l2_f_mean,normalized_anytime_l2_f_std,normalized_anytime_l2_f_sem,normalized_anytime_l2_f_ci95,tau_abs_mean,tau_abs_std,tau_abs_sem,tau_abs_ci95,tau_rel_mean,tau_rel_std,tau_rel_sem,tau_rel_ci95,marginal_kl_mean,marginal_kl_std,marginal_kl_sem,marginal_kl_ci95,marginal_tv_mean,marginal_tv_std,marginal_tv_sem,marginal_tv_ci95,covered_fraction_mean,covered_fraction_std,covered_fraction_sem,covered_fraction_ci95,n_round_trips_mean,n_round_trips_std,n_round_trips_sem,n_round_trips_ci95,first_passage_step_mean,first_passage_step_std,first_passage_step_sem,first_passage_step_ci95,opes_neff_frac_min_mean,opes_neff_frac_min_std,opes_neff_frac_min_sem,opes_neff_frac_min_ci95,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_sem,runtime_seconds_ci95
opes_closure_meta,tune_confirm_100k,opes,4.0,None,None,None,8.0,100,0.06,32.0,2,0,0.0642083630287603,0.001181266732993707,0.000835281717289929,0.0016371521658882608,0.30556304424714736,0.0024346335230995496,0.0017215458738877865,0.0033742299128200616,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,79.90717351436615,1.6040239176906348,1.1342161893844602,2.223063731193542
opes_closure_meta,tune_confirm_100k,opes,4.0,None,None,None,8.0,200,0.03,32.0,2,0,0.05536208102847484,0.0031092935215538495,0.0021986025337901276,0.00430926096622865,0.3163644906579143,0.014612285700408824,0.0103324463073943,0.020251594762492827,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,79.46996688842773,1.5477131992691697,1.0943984985351562,2.1450210571289063
opes_closure_meta,tune_confirm_100k,opes,4.0,None,None,None,8.0,200,0.045,32.0,2,0,0.05507290701334174,0.000768755551526527,0.0005435922635592115,0.0010654408365760545,0.2965237490926617,0.0062925394794562835,0.004449497336807605,0.008721014780142906,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,79.48247849941254,1.4542839199515543,1.0283340215682981,2.0155346822738642
opes_closure_meta,tune_confirm_100k,opes,4.0,None,None,None,8.0,200,0.06,32.0,2,0,0.0579587821949125,0.0015580239735378902,0.0011016893169398523,0.0021593110612021103,0.28751262067234734,0.009228112891278974,0.00652526120297836,0.012789511957837585,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,79.75108110904694,1.736171146511692,1.2276583909988403,2.406210446357727
opes_closure_meta,tune_r1,opes,4.0,None,None,None,3.0,100,0.06,12.0,2,0,0.5449691880352712,0.049431721275404836,0.03495350531956209,0.0685088704263417,3.6877367298668142,0.17219015599084075,0.1217568269546929,0.2386433808311981,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.250229954719543,0.28957262009240214,0.20475876331329346,0.40132717609405516
opes_closure_meta,tune_r1,opes,4.0,None,None,None,3.0,100,0.09,12.0,2,0,0.5304938112382548,0.01681570799923709,0.011890501156713418,0.0233053822671583,3.586015225334253,0.1478401000895861,0.10453873730464423,0.2048959251171027,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.253759145736694,0.11696863138573782,0.08270931243896484,0.16211025238037108
opes_closure_meta,tune_r1,opes,4.0,None,None,None,3.0,100,0.12,12.0,2,0,0.700065382621341,0.11729673375536771,0.08294131584945351,0.16256497906492887,3.882587069607368,0.38498511843766897,0.27222558790318185,0.5335621522902364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.719573497772217,0.06807019491818665,0.048132896423339844,0.0943404769897461
opes_closure_meta,tune_r1,opes,4.0,None,None,None,3.0,100,0.18,12.0,2,0,0.9334228511164289,0.1432515456615843,0.1012941393527606,0.19853651313141077,4.322619878420669,0.3797391913491443,0.26851615728527584,0.5262916682791406,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.71743357181549,0.003084306374027225,0.002180933952331543,0.004274630546569824
opes_closure_meta,tune_r1,opes,4.0,None,None,None,3.0,200,0.06,12.0,2,0,0.5022702394989731,0.03306622204459486,0.023381349835953132,0.04582744567846814,3.5696439235955557,0.07043771357166999,0.049806984917803554,0.09762169043889496,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.59370183944702,0.015675930247747882,0.011084556579589842,0.02172573089599609
opes_closure_meta,tune_r1,opes,4.0,None,None,None,3.0,200,0.09,12.0,2,0,0.5465939399174573,0.05791536484666303,0.04095234721796842,0.0802666005472181,3.7043065745816985,0.1881781229398704,0.13306202680173818,0.26080157253140684,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.317732095718384,0.029165956344326758,0.020623445510864258,0.04042195320129394
opes_closure_meta,tune_r1,opes,4.0,None,None,None,3.0,200,0.12,12.0,2,0,0.5652685990410099,0.016802056768180657,0.011880848278661869,0.023286462626177264,3.7037613899186574,0.08965919900693053,0.06339862761355475,0.1242613101225673,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.216392636299133,0.03658869071667137,0.025872111320495602,0.05070933818817138
opes_closure_meta,tune_r1,opes,4.0,None,None,None,3.0,200,0.18,12.0,2,0,0.9012364754509283,0.16632724111623776,0.11761112008934166,0.23051779537510964,4.2341601474962856,0.4693319529114117,0.3318678065311846,0.6504609008011217,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.183643102645874,0.027866147536250784,0.01970434188842773,0.03862051010131835
opes_closure_meta,tune_r1,opes,4.0,None,None,None,3.0,50,0.06,12.0,2,0,1.0453694673577636,0.048157383001682166,0.034052412084687234,0.06674272768598698,4.600272237125925,0.12424284289152498,0.08785295672249216,0.17219179517608463,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.24658739566803,1.3398312868345228,0.9474037885665892,1.8569114255905148
opes_closure_meta,tune_r1,opes,4.0,None,None,None,3.0,50,0.09,12.0,2,0,1.016813773859131,0.09800046997994132,0.06929679688228518,0.13582172188927896,4.541752601953651,0.21189160776798063,0.14982999272925923,0.29366678574934807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.47705912590027,0.13641248989035962,0.09645819664001463,0.18905806541442868
opes_closure_meta,tune_r1,opes,4.0,None,None,None,3.0,50,0.12,12.0,2,0,0.9798534677861255,0.10048190534085477,0.07105143665306317,0.1392608158400038,4.475141490471383,0.2212334259104823,0.15643565568643367,0.30661388514541,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.597875237464905,0.02522859775643904,0.01783931255340576,0.03496505260467529
opes_closure_meta,tune_r1,opes,4.0,None,None,None,3.0,50,0.18,12.0,2,0,1.026482733954817,0.10192937290020165,0.0720749507798249,0.1412669035284568,4.528895517765129,0.23374948813330165,0.165285848157942,0.3239602623895663,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.748963117599487,0.043828002004296575,0.030991077423095703,0.06074251174926758
opes_closure_meta,tune_r1,opes,4.0,None,None,None,4.0,100,0.06,16.0,2,0,0.30374781302495757,0.0059256387398727425,0.004190059335825724,0.00821251629821842,2.923752549759495,0.05937010777907955,0.04198100581036334,0.08228277138831215,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.72601842880249,0.00472179573237248,0.0033388137817382812,0.006544075012207031
opes_closure_meta,tune_r1,opes,4.0,None,None,None,4.0,100,0.09,16.0,2,0,0.2615204279967247,0.012859321132321811,0.009092913174120225,0.01782210982127564,2.6416935681292157,0.08380378588905571,0.059258225291256794,0.11614612157086332,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.753034234046936,0.0029170676791359976,0.002062678337097168,0.004042849540710449
opes_closure_meta,tune_r1,opes,4.0,None,None,None,4.0,100,0.12,16.0,2,0,0.660764652670015,0.11150931952265608,0.07884899599996759,0.15454403215993648,3.756559109242909,0.4330073199881715,0.30618241226704934,0.6001175280434167,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.740917563438416,0.008977784495002559,0.006348252296447753,0.012442574501037596
opes_closure_meta,tune_r1,opes,4.0,None,None,None,4.0,100,0.18,16.0,2,0,0.9246628337530078,0.1379559100899951,0.09754955952939719,0.19119713667761848,4.308477969952924,0.3737921775299647,0.26431098348592386,0.5180495276324107,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.678101658821106,0.0923300895084513,0.06528723239898682,0.12796297550201416
opes_closure_meta,tune_r1,opes,4.0,None,None,None,4.0,200,0.06,16.0,2,0,0.26526741961963685,0.018885350646086672,0.013353959506933633,0.02617376063358992,2.7206688934759193,0.048755419238993694,0.0344752875634855,0.06757156362443158,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.03660559654236,0.2929708361941385,0.20716166496276853,0.4060368633270263
opes_closure_meta,tune_r1,opes,4.0,None,None,None,4.0,200,0.09,16.0,2,0,0.30432226225639325,0.022627006555559166,0.01599970977338835,0.031359431155841166,2.932471693279587,0.15653939803072425,0.1106900698703852,0.21695253694595498,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.823376417160034,0.05099903539733413,0.036061763763427734,0.07068105697631835
opes_closure_meta,tune_r1,opes,4.0,None,None,None,4.0,200,0.12,16.0,2,0,0.3519923797138075,0.030043505310473905,0.02124396633565015,0.04163817401787429,2.933582068760716,0.022758248896960487,0.016092512122972025,0.03154132376102517,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.86390972137451,0.07658756724005619,0.05415558815002441,0.10614495277404784
opes_closure_meta,tune_r1,opes,4.0,None,None,None,4.0,200,0.18,16.0,2,0,0.8792991799425514,0.15081232739533826,0.10664041938776941,0.20901522200002806,4.176909537547134,0.47432196759730927,0.3353962797538032,0.6573767083174543,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.187987089157104,0.4273299316250474,0.3021678924560547,0.5922490692138672
opes_closure_meta,tune_r1,opes,4.0,None,None,None,4.0,50,0.06,16.0,2,0,1.0380836914902443,0.05585873715681616,0.03949809183210168,0.07741625999091929,4.590485159920453,0.1264512933354998,0.08941456700734118,0.17525255133438872,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.909154176712036,0.2016028749434939,0.14255475997924805,0.2794073295593262
opes_closure_meta,tune_r1,opes,4.0,None,None,None,4.0,50,0.09,16.0,2,0,1.0371892512829093,0.13029590759256837,0.09213311981956085,0.18058091484633926,4.576127308991234,0.26285730407925395,0.1858681821988548,0.3643016371097554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.01609539985657,0.010236289391537855,0.007238149642944335,0.014186773300170897
opes_closure_meta,tune_r1,opes,4.0,None,None,None,4.0,50,0.12,16.0,2,0,0.9726487032153648,0.0924025468602541,0.0653384674837934,0.12806339626823507,4.465995455047134,0.2096880367816108,0.1482718327419712,0.29061279217426356,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.006975054740906,0.00012896935644333575,9.119510650634766e-05,0.0001787424087524414
opes_closure_meta,tune_r1,opes,4.0,None,None,None,4.0,50,0.18,16.0,2,0,1.026213909222022,0.1258518163616735,0.08899067277398343,0.1744217186370075,4.527623082208339,0.2629982655095763,0.18596785698212148,0.3644969996849581,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.054198026657104,0.052888225734986444,0.03739762306213379,0.07329934120178222
opes_closure_meta,tune_r1,opes,4.0,None,None,None,6.0,100,0.06,24.0,2,0,0.07741934573111503,0.0009128610608189367,0.0006454902463862155,0.0012651608829169823,0.39994974230381086,0.06226673786144871,0.04402923258419552,0.08629729586502322,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.6589435338974,0.009593802832837787,0.006783843040466309,0.013296332359313965
opes_closure_meta,tune_r1,opes,4.0,None,None,None,6.0,100,0.09,24.0,2,0,0.08677299478109227,0.017562285053513964,0.012418410854470872,0.024340085274762908,0.3074380140227944,0.04901670808317637,0.03466004667705547,0.06793369148702871,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.571285605430603,0.11756559934804611,0.08313143253326415,0.16293760776519772
opes_closure_meta,tune_r1,opes,4.0,None,None,None,6.0,100,0.12,24.0,2,0,0.6242982096854782,0.11010940789921142,0.077859108997968,0.15260385363601728,3.653839512673572,0.4610412876077117,0.3260054208743903,0.638970624913805,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.944117665290833,0.02165454500271522,0.015312075614929197,0.030011668205261226
opes_closure_meta,tune_r1,opes,4.0,None,None,None,6.0,100,0.18,24.0,2,0,0.9115980216419206,0.16934922115759643,0.11974798266919677,0.23470604603162568,4.271587384588847,0.43850813238563474,0.3100720740153306,0.607741265070048,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.960137844085693,0.013602642475799983,0.009618520736694334,0.018852300643920895
