phi,method,x_center,med_emp_var,ref_var,med_emp_sqnorm,ref_sqnorm,med_abs_err,med_count
0.5,fr_estimated,1.0,0.2196023674675172,0.2489317906738873,0.43802955020593304,0.4978635813477746,0.037289120797264264,13.0
0.5,fr_oracle,-1.0,0.21741848417309254,0.2489317906738873,0.422171785258631,0.4978635813477746,0.07460439315719278,9.5
0.5,fr_oracle,-0.5,0.07350390205810856,0.07190159133256235,0.1464079101163427,0.1438031826651247,0.012068273456776381,13.0
0.5,fr_oracle,0.0,0.005057225124856181,0.004578909722183545,0.00956448872690168,0.00915781944436709,0.0012017010148031152,9.0
0.5,fr_oracle,0.5,0.07241148260266783,0.07190159133256235,0.14701262603490528,0.1438031826651247,0.011276592596875575,13.0
0.5,fr_oracle,1.0,0.2442800977971933,0.2489317906738873,0.5104437602450199,0.4978635813477746,0.03885317804096558,11.0
0.5,fr_uniform,-1.0,0.19517172816929912,0.2489317906738873,0.38151447588066645,0.4978635813477746,0.06039462527205501,13.5
0.5,fr_uniform,-0.5,0.07366385981637882,0.07190159133256235,0.1496296774534897,0.1438031826651247,0.017455183286712524,14.5
0.5,fr_uniform,0.0,0.004425402670558931,0.004578909722183545,0.008303240770090925,0.00915781944436709,0.0011678513435381848,13.0
0.5,fr_uniform,0.5,0.06901144542577706,0.07190159133256235,0.13944845209571205,0.1438031826651247,0.016398084288951523,12.5
0.5,fr_uniform,1.0,0.2588109824917866,0.2489317906738873,0.5426134603534758,0.4978635813477746,0.06146754262898768,12.0
0.75,abf,-1.0,0.19890412830352636,0.24682924130399536,0.39572743630571094,0.4936584826079907,0.07513398192513038,11.0
0.75,abf,-0.5,0.01957791859370179,0.01947418766956272,0.04044678069499222,0.03894837533912544,0.00329595605903453,12.5
0.75,abf,0.0,0.0006091806253940269,0.0006196880441665896,0.0012353201775121983,0.0012393760883331792,0.00016831204944313898,12.0
0.75,abf,0.5,0.020288079909333945,0.01947418766956272,0.0396827418813173,0.03894837533912544,0.005018887228285554,12.5
0.75,abf,1.0,0.24747248934779092,0.24682924130399536,0.49171308786693,0.4936584826079907,0.0401864648072118,13.5
0.75,fr_estimated,-1.0,0.21655696118382284,0.24682924130399536,0.4362078318267934,0.4936584826079907,0.05564499851459728,12.0
0.75,fr_estimated,-0.5,0.016506046111941633,0.01947418766956272,0.03361376474541214,0.03894837533912544,0.0035845045404308273,11.5
0.75,fr_estimated,0.0,0.0007514806672062232,0.0006196880441665896,0.001484309694746813,0.0012393760883331792,0.00015634342778010418,12.0
0.75,fr_estimated,0.5,0.01927339795423961,0.01947418766956272,0.03999107031236392,0.03894837533912544,0.0032530783371330536,13.0
0.75,fr_estimated,1.0,0.23708943327441478,0.24682924130399536,0.4602035585485773,0.4936584826079907,0.055887615627454895,11.5
0.75,fr_oracle,-1.0,0.23898034403281238,0.24682924130399536,0.4643438832111197,0.4936584826079907,0.01873982802876399,11.5
0.75,fr_oracle,-0.5,0.016717104555568796,0.01947418766956272,0.03613476267271688,0.03894837533912544,0.006271264470481289,11.0
0.75,fr_oracle,0.0,0.0006434271038774629,0.0006196880441665896,0.0013033681846089421,0.0012393760883331792,0.00019084325902484498,12.5
0.75,fr_oracle,0.5,0.01935539084619283,0.01947418766956272,0.03999201135658301,0.03894837533912544,0.004665742988264599,12.0
0.75,fr_oracle,1.0,0.23620021406092845,0.24682924130399536,0.47828910391535817,0.4936584826079907,0.04037398205629568,12.5
0.75,fr_uniform,-1.0,0.23457732765986253,0.24682924130399536,0.469434163710982,0.4936584826079907,0.06031326075546575,12.5
0.75,fr_uniform,-0.5,0.021117569284899218,0.01947418766956272,0.04111729753019214,0.03894837533912544,0.0031943718654991408,13.0
0.75,fr_uniform,0.0,0.0007184965181174955,0.0006196880441665896,0.0014713919518353712,0.0012393760883331792,0.00014690108754752366,13.5
0.75,fr_uniform,0.5,0.018803742277504358,0.01947418766956272,0.03817564557502877,0.03894837533912544,0.0035851329570628105,12.0
0.75,fr_uniform,1.0,0.23531602803922202,0.24682924130399536,0.4656408796455886,0.4936584826079907,0.04579214527462758,13.5
0.9,abf,-1.0,0.23996390554493585,0.24413433973682247,0.47711183069178753,0.48826867947364494,0.05568694675134567,11.0
0.9,abf,-0.5,0.007890570070019264,0.007386484500382633,0.015041917739620433,0.014772969000765267,0.0012222709819036514,12.0
0.9,abf,0.0,0.00026768852745160407,0.00018664645209416985,0.0005620008173616247,0.0003732929041883397,8.104207535743422e-05,11.0
0.9,abf,0.5,0.008186968484048452,0.007386484500382633,0.016825084646103765,0.014772969000765267,0.002801127607491645,12.0
0.9,abf,1.0,0.23916220108891734,0.24413433973682247,0.4900479159165748,0.48826867947364494,0.034134786268953166,15.0
0.9,fr_estimated,-1.0,0.22924222330168076,0.24413433973682247,0.44957259700427205,0.48826867947364494,0.04862904071344963,13.0
0.9,fr_estimated,-0.5,0.0069976684614427645,0.007386484500382633,0.013580670623736468,0.014772969000765267,0.0023267346177789964,12.5
0.9,fr_estimated,0.0,0.00030946265446296205,0.00018664645209416985,0.0006289118034372948,0.0003732929041883397,0.00012281620236879223,13.0
0.9,fr_estimated,0.5,0.007328208062345878,0.007386484500382633,0.015400967914362833,0.014772969000765267,0.001171686289662431,13.0
0.9,fr_estimated,1.0,0.22876741909785797,0.24413433973682247,0.43507470070929355,0.48826867947364494,0.03556250970353411,12.0
0.9,fr_oracle,-1.0,0.23101854142778655,0.24413433973682247,0.4545563571740341,0.48826867947364494,0.04087172363863392,13.5
0.9,fr_oracle,-0.5,0.008431559723517355,0.007386484500382633,0.01606776677572877,0.014772969000765267,0.0024200644102402432,12.5
0.9,fr_oracle,0.0,0.00029274718612406597,0.00018664645209416985,0.0005567498206080827,0.0003732929041883397,0.00010610073402989611,12.5
0.9,fr_oracle,0.5,0.00919109447021845,0.007386484500382633,0.018212452046206404,0.014772969000765267,0.001967295462428499,13.0
0.9,fr_oracle,1.0,0.1913475800268935,0.24413433973682247,0.4004874450048539,0.48826867947364494,0.05538208147281459,14.0
0.9,fr_uniform,-1.0,0.2657708775518519,0.24413433973682247,0.5103446855645334,0.48826867947364494,0.07098308598473835,12.0
0.9,fr_uniform,-0.5,0.0075192490896084565,0.007386484500382633,0.01449602667766419,0.014772969000765267,0.0013732040774693637,13.5
0.9,fr_uniform,0.0,0.0003101023086287377,0.00018664645209416985,0.0006212809090251768,0.0003732929041883397,0.00012345585653456787,12.0
0.9,fr_uniform,0.5,0.007751672156811553,0.007386484500382633,0.014927206175201345,0.014772969000765267,0.0010506264586128437,14.0
0.9,fr_uniform,1.0,0.19684422442402574,0.24413433973682247,0.40502355088775605,0.48826867947364494,0.05260358358830791,12.5
