cell,seed,j,C,a,V_fib,V_prev,pi_star,pi_prev
K2,8000,20,110755.0,0.000645457051911,0.019421805480123285,0.0019859295630539004,0.00390625,0.00390625
K2,8000,21,114008.0,0.0005577366502777,0.014008992143688101,0.0011929600557520936,0.00390625,0.00390625
K2,8000,22,113379.0,0.0005545690905208,0.012969269332295188,0.001055295837503997,0.00390625,0.00390625
K2,8000,23,111652.0,0.0004585304756889,0.009739709083386937,0.0011220675129074648,0.00390625,0.00390625
K2,8000,24,101707.0,0.000430510340302,0.010812636996759783,0.0013895188489255977,0.00390625,0.00390625
K2,8000,25,90980.0,0.0003287051114123,0.015916326258272738,0.002054734692406201,0.00390625,0.00390625
K2,8000,26,76675.0,0.0002732808012546,0.02992809466840124,0.0029781784841526413,0.00390625,0.00390625
K2,8000,27,59862.0,0.0001682605574477,0.06678068516444524,0.0036811585383153974,0.00390625,0.00390625
K2,8000,28,47136.0,8.288047337878629e-05,0.12694712010300516,0.00319251863859547,0.00390625,0.00390625
K2,8000,29,38579.0,3.615601467227656e-06,0.18583975531661387,0.002220639611381833,0.00390625,0.00390625
K2,8000,30,32066.0,0.0,0.24053914248462652,0.001566733669833561,0.00390625,0.00390625
K2,8000,31,26533.0,0.0,0.3824692163961537,0.0019318696003122033,0.00390625,0.00390625
K2,8001,0,29548.0,5.758094411151144e-32,0.5168789192220147,0.002055976714209611,0.00390625,0.00390625
K2,8001,1,29877.0,5.640582280311324e-32,0.5377427198030863,0.0016110588015577393,0.00390625,0.00390625
K2,8001,2,30472.0,3.6156014672276936e-06,0.6920344578296912,0.002793003440849036,0.00390625,0.00390625
K2,8001,3,36801.0,7.272868562147565e-05,0.7088911767972913,0.006123380237788304,0.00390625,0.00390625
K2,8001,4,46973.0,0.000178412345205,0.5598396588451994,0.01064123028005094,0.00390625,0.00390625
K2,8001,5,67387.0,0.0002490952182237,0.33736284893040885,0.010350488002124653,0.00390625,0.00390625
K2,8001,6,96854.0,0.0003528906944432,0.1859618673386763,0.004564170133468926,0.00390625,0.00390625
K2,8001,7,124173.0,0.0003948425611381,0.12336277111934936,0.0018577889955842465,0.00390625,0.00390625
K2,8001,8,144698.0,0.0004941982548528,0.12925717912868628,0.0011782406894484503,0.00390625,0.00390625
K2,8001,9,153764.0,0.0005099707143646,0.18301956665844135,0.0010495546767829037,0.00390625,0.00390625
K2,8001,10,147460.0,0.0006023350264339,0.1544808592587631,0.0012267790439238952,0.00390625,0.00390625
K2,8001,11,117637.0,0.0005944796779032,0.1546780448018341,0.002892344134704605,0.00390625,0.00390625
K2,8001,12,69986.0,0.0006773010091865,0.49797591805530356,0.04197772343476869,0.00390625,0.00390625
K2,8001,13,38349.0,0.0006483694517539,2.994503180984033,0.16142437984433933,0.1435275011277586,0.8345909650254902
K2,8001,14,34694.0,0.0007190962031104,4.744560662619415,0.07609653637218647,0.2141921573247336,0.0482215349745097
K2,8001,15,36799.0,0.0006716400359167,0.19849504925142153,0.004620523604157207,0.00390625,0.00390625
K2,8001,16,38324.0,0.0007277206082059,0.1602200514325657,0.004691300987465188,0.00390625,0.00390625
K2,8001,17,37750.0,0.0006642914303916,12.532958507742114,0.07560160144239197,0.35897469620204103,0.00390625
K2,8001,18,45068.0,0.0007031742244727,3.9855390587446764,0.12023271463081592,0.1739306453454668,0.00390625
K2,8001,19,87020.0,0.0006263236351786,0.07581983116297146,0.016659212894437163,0.00390625,0.00390625
K2,8001,20,123333.0,0.000645457051911,0.019421805480123285,0.0019859295630539004,0.00390625,0.00390625
K2,8001,21,135689.0,0.0005577366502777,0.014008992143688101,0.0011929600557520936,0.00390625,0.00390625
K2,8001,22,138251.0,0.0005545690905208,0.012969269332295188,0.001055295837503997,0.00390625,0.00390625
K2,8001,23,130546.0,0.0004585304756889,0.009739709083386937,0.0011220675129074648,0.00390625,0.00390625
K2,8001,24,116759.0,0.000430510340302,0.010812636996759783,0.0013895188489255977,0.00390625,0.00390625
K2,8001,25,104618.0,0.0003287051114123,0.015916326258272738,0.002054734692406201,0.00390625,0.00390625
K2,8001,26,94839.0,0.0002732808012546,0.02992809466840124,0.0029781784841526413,0.00390625,0.00390625
K2,8001,27,83071.0,0.0001682605574477,0.06678068516444524,0.0036811585383153974,0.00390625,0.00390625
K2,8001,28,65681.0,8.288047337878629e-05,0.12694712010300516,0.00319251863859547,0.00390625,0.00390625
K2,8001,29,56836.0,3.615601467227656e-06,0.18583975531661387,0.002220639611381833,0.00390625,0.00390625
K2,8001,30,51142.0,0.0,0.24053914248462652,0.001566733669833561,0.00390625,0.00390625
K2,8001,31,45601.0,0.0,0.3824692163961537,0.0019318696003122033,0.00390625,0.00390625
K2,8002,0,20774.0,5.758094411151144e-32,0.5168789192220147,0.002055976714209611,0.00390625,0.00390625
K2,8002,1,24564.0,5.640582280311324e-32,0.5377427198030863,0.0016110588015577393,0.00390625,0.00390625
K2,8002,2,26231.0,3.6156014672276936e-06,0.6920344578296912,0.002793003440849036,0.00390625,0.00390625
K2,8002,3,27104.0,7.272868562147565e-05,0.7088911767972913,0.006123380237788304,0.00390625,0.00390625
K2,8002,4,31431.0,0.000178412345205,0.5598396588451994,0.01064123028005094,0.00390625,0.00390625
K2,8002,5,49980.0,0.0002490952182237,0.33736284893040885,0.010350488002124653,0.00390625,0.00390625
K2,8002,6,86911.0,0.0003528906944432,0.1859618673386763,0.004564170133468926,0.00390625,0.00390625
K2,8002,7,136640.0,0.0003948425611381,0.12336277111934936,0.0018577889955842465,0.00390625,0.00390625
K2,8002,8,168652.0,0.0004941982548528,0.12925717912868628,0.0011782406894484503,0.00390625,0.00390625
K2,8002,9,186870.0,0.0005099707143646,0.18301956665844135,0.0010495546767829037,0.00390625,0.00390625
K2,8002,10,170630.0,0.0006023350264339,0.1544808592587631,0.0012267790439238952,0.00390625,0.00390625
K2,8002,11,133262.0,0.0005944796779032,0.1546780448018341,0.002892344134704605,0.00390625,0.00390625
K2,8002,12,78414.0,0.0006773010091865,0.49797591805530356,0.04197772343476869,0.00390625,0.00390625
K2,8002,13,47057.0,0.0006483694517539,2.994503180984033,0.16142437984433933,0.13948629493808185,0.6814866240518896
K2,8002,14,48633.0,0.0007190962031104,4.744560662619415,0.07609653637218647,0.2052838155397155,0.00390625
K2,8002,15,49351.0,0.0006716400359167,0.19849504925142153,0.004620523604157207,0.00390625,0.00390625
K2,8002,16,47873.0,0.0007277206082059,0.1602200514325657,0.004691300987465188,0.00390625,0.00390625
K2,8002,17,46206.0,0.0006642914303916,12.532958507742114,0.07560160144239197,0.3648026264038113,0.00390625
K2,8002,18,47451.0,0.0007031742244727,3.9855390587446764,0.12023271463081592,0.18105226311839132,0.2013258759481103
K2,8002,19,76690.0,0.0006263236351786,0.07581983116297146,0.016659212894437163,0.00390625,0.00390625
K2,8002,20,114163.0,0.000645457051911,0.019421805480123285,0.0019859295630539004,0.00390625,0.00390625
K2,8002,21,126788.0,0.0005577366502777,0.014008992143688101,0.0011929600557520936,0.00390625,0.00390625
K2,8002,22,130723.0,0.0005545690905208,0.012969269332295188,0.001055295837503997,0.00390625,0.00390625
K2,8002,23,128858.0,0.0004585304756889,0.009739709083386937,0.0011220675129074648,0.00390625,0.00390625
K2,8002,24,121529.0,0.000430510340302,0.010812636996759783,0.0013895188489255977,0.00390625,0.00390625
K2,8002,25,106367.0,0.0003287051114123,0.015916326258272738,0.002054734692406201,0.00390625,0.00390625
K2,8002,26,89554.0,0.0002732808012546,0.02992809466840124,0.0029781784841526413,0.00390625,0.00390625
K2,8002,27,67499.0,0.0001682605574477,0.06678068516444524,0.0036811585383153974,0.00390625,0.00390625
K2,8002,28,53711.0,8.288047337878629e-05,0.12694712010300516,0.00319251863859547,0.00390625,0.00390625
K2,8002,29,44969.0,3.615601467227656e-06,0.18583975531661387,0.002220639611381833,0.00390625,0.00390625
K2,8002,30,38571.0,0.0,0.24053914248462652,0.001566733669833561,0.00390625,0.00390625
K2,8002,31,32544.0,0.0,0.3824692163961537,0.0019318696003122033,0.00390625,0.00390625
K2,8003,0,25243.0,5.758094411151144e-32,0.5168789192220147,0.002055976714209611,0.00390625,0.00390625
K2,8003,1,25448.0,5.640582280311324e-32,0.5377427198030863,0.0016110588015577393,0.00390625,0.00390625
K2,8003,2,27357.0,3.6156014672276936e-06,0.6920344578296912,0.002793003440849036,0.00390625,0.00390625
K2,8003,3,31053.0,7.272868562147565e-05,0.7088911767972913,0.006123380237788304,0.00390625,0.00390625
K2,8003,4,39038.0,0.000178412345205,0.5598396588451994,0.01064123028005094,0.00390625,0.00390625
K2,8003,5,62483.0,0.0002490952182237,0.33736284893040885,0.010350488002124653,0.00390625,0.00390625
K2,8003,6,103172.0,0.0003528906944432,0.1859618673386763,0.004564170133468926,0.00390625,0.00390625
K2,8003,7,139098.0,0.0003948425611381,0.12336277111934936,0.0018577889955842465,0.00390625,0.00390625
K2,8003,8,157323.0,0.0004941982548528,0.12925717912868628,0.0011782406894484503,0.00390625,0.00390625
K2,8003,9,167814.0,0.0005099707143646,0.18301956665844135,0.0010495546767829037,0.00390625,0.00390625
K2,8003,10,164274.0,0.0006023350264339,0.1544808592587631,0.0012267790439238952,0.00390625,0.00390625
K2,8003,11,140166.0,0.0005944796779032,0.1546780448018341,0.002892344134704605,0.00390625,0.00390625
K2,8003,12,83002.0,0.0006773010091865,0.49797591805530356,0.04197772343476869,0.00390625,0.00390625
K2,8003,13,46355.0,0.0006483694517539,2.994503180984033,0.16142437984433933,0.14293556196612622,0.87890625
K2,8003,14,47625.0,0.0007190962031104,4.744560662619415,0.07609653637218647,0.20997098734531883,0.00390625
K2,8003,15,50456.0,0.0006716400359167,0.19849504925142153,0.004620523604157207,0.00390625,0.00390625
K2,8003,16,51755.0,0.0007277206082059,0.1602200514325657,0.004691300987465188,0.00390625,0.00390625
K2,8003,17,46989.0,0.0006642914303916,12.532958507742114,0.07560160144239197,0.36862950978797143,0.00390625
K2,8003,18,57473.0,0.0007031742244727,3.9855390587446764,0.12023271463081592,0.16908894090058335,0.00390625
K2,8003,19,88353.0,0.0006263236351786,0.07581983116297146,0.016659212894437163,0.00390625,0.00390625
K2,8003,20,104428.0,0.000645457051911,0.019421805480123285,0.0019859295630539004,0.00390625,0.00390625
K2,8003,21,117948.0,0.0005577366502777,0.014008992143688101,0.0011929600557520936,0.00390625,0.00390625
K2,8003,22,119665.0,0.0005545690905208,0.012969269332295188,0.001055295837503997,0.00390625,0.00390625
K2,8003,23,119134.0,0.0004585304756889,0.009739709083386937,0.0011220675129074648,0.00390625,0.00390625
K2,8003,24,111322.0,0.000430510340302,0.010812636996759783,0.0013895188489255977,0.00390625,0.00390625
K2,8003,25,99201.0,0.0003287051114123,0.015916326258272738,0.002054734692406201,0.00390625,0.00390625
K2,8003,26,81347.0,0.0002732808012546,0.02992809466840124,0.0029781784841526413,0.00390625,0.00390625
K2,8003,27,68581.0,0.0001682605574477,0.06678068516444524,0.0036811585383153974,0.00390625,0.00390625
K2,8003,28,56680.0,8.288047337878629e-05,0.12694712010300516,0.00319251863859547,0.00390625,0.00390625
K2,8003,29,47956.0,3.615601467227656e-06,0.18583975531661387,0.002220639611381833,0.00390625,0.00390625
K2,8003,30,40946.0,0.0,0.24053914248462652,0.001566733669833561,0.00390625,0.00390625
K2,8003,31,38315.0,0.0,0.3824692163961537,0.0019318696003122033,0.00390625,0.00390625
K2,8004,0,19732.0,5.758094411151144e-32,0.5168789192220147,0.002055976714209611,0.00390625,0.00390625
K2,8004,1,20306.0,5.640582280311324e-32,0.5377427198030863,0.0016110588015577393,0.00390625,0.00390625
K2,8004,2,24577.0,3.6156014672276936e-06,0.6920344578296912,0.002793003440849036,0.00390625,0.00390625
K2,8004,3,29025.0,7.272868562147565e-05,0.7088911767972913,0.006123380237788304,0.00390625,0.00390625
K2,8004,4,39069.0,0.000178412345205,0.5598396588451994,0.01064123028005094,0.00390625,0.00390625
K2,8004,5,58270.0,0.0002490952182237,0.33736284893040885,0.010350488002124653,0.00390625,0.00390625
K2,8004,6,87704.0,0.0003528906944432,0.1859618673386763,0.004564170133468926,0.00390625,0.00390625
K2,8004,7,117306.0,0.0003948425611381,0.12336277111934936,0.0018577889955842465,0.00390625,0.00390625
K2,8004,8,142758.0,0.0004941982548528,0.12925717912868628,0.0011782406894484503,0.00390625,0.00390625
K2,8004,9,150902.0,0.0005099707143646,0.18301956665844135,0.0010495546767829037,0.00390625,0.00390625
K2,8004,10,151627.0,0.0006023350264339,0.1544808592587631,0.0012267790439238952,0.00390625,0.00390625
K2,8004,11,122952.0,0.0005944796779032,0.1546780448018341,0.002892344134704605,0.00390625,0.00390625
K2,8004,12,75092.0,0.0006773010091865,0.49797591805530356,0.04197772343476869,0.00390625,0.00390625
K2,8004,13,50468.0,0.0006483694517539,2.994503180984033,0.16142437984433933,0.13834352269422243,0.8169005701280452
K2,8004,14,53187.0,0.0007190962031104,4.744560662619415,0.07609653637218647,0.20372102118935959,0.00390625
K2,8004,15,53027.0,0.0006716400359167,0.19849504925142153,0.004620523604157207,0.00390625,0.00390625
K2,8004,16,51213.0,0.0007277206082059,0.1602200514325657,0.004691300987465188,0.00390625,0.00390625
K2,8004,17,46729.0,0.0006642914303916,12.532958507742114,0.07560160144239197,0.3721320155889534,0.00390625
K2,8004,18,53742.0,0.0007031742244727,3.9855390587446764,0.12023271463081592,0.1764284405274645,0.0659119298719547
K2,8004,19,92182.0,0.0006263236351786,0.07581983116297146,0.016659212894437163,0.00390625,0.00390625
K2,8004,20,122980.0,0.000645457051911,0.019421805480123285,0.0019859295630539004,0.00390625,0.00390625
K2,8004,21,129421.0,0.0005577366502777,0.014008992143688101,0.0011929600557520936,0.00390625,0.00390625
K2,8004,22,131377.0,0.0005545690905208,0.012969269332295188,0.001055295837503997,0.00390625,0.00390625
K2,8004,23,129457.0,0.0004585304756889,0.009739709083386937,0.0011220675129074648,0.00390625,0.00390625
K2,8004,24,114770.0,0.000430510340302,0.010812636996759783,0.0013895188489255977,0.00390625,0.00390625
K2,8004,25,99916.0,0.0003287051114123,0.015916326258272738,0.002054734692406201,0.00390625,0.00390625
K2,8004,26,89534.0,0.0002732808012546,0.02992809466840124,0.0029781784841526413,0.00390625,0.00390625
K2,8004,27,73585.0,0.0001682605574477,0.06678068516444524,0.0036811585383153974,0.00390625,0.00390625
K2,8004,28,64636.0,8.288047337878629e-05,0.12694712010300516,0.00319251863859547,0.00390625,0.00390625
K2,8004,29,59690.0,3.615601467227656e-06,0.18583975531661387,0.002220639611381833,0.00390625,0.00390625
K2,8004,30,55455.0,0.0,0.24053914248462652,0.001566733669833561,0.00390625,0.00390625
K2,8004,31,49311.0,0.0,0.3824692163961537,0.0019318696003122033,0.00390625,0.00390625
K2,8005,0,20439.0,5.758094411151144e-32,0.5168789192220147,0.002055976714209611,0.00390625,0.00390625
K2,8005,1,25186.0,5.640582280311324e-32,0.5377427198030863,0.0016110588015577393,0.00390625,0.00390625
K2,8005,2,25717.0,3.6156014672276936e-06,0.6920344578296912,0.002793003440849036,0.00390625,0.00390625
K2,8005,3,30407.0,7.272868562147565e-05,0.7088911767972913,0.006123380237788304,0.00390625,0.00390625
K2,8005,4,41544.0,0.000178412345205,0.5598396588451994,0.01064123028005094,0.00390625,0.00390625
K2,8005,5,63710.0,0.0002490952182237,0.33736284893040885,0.010350488002124653,0.00390625,0.00390625
K2,8005,6,96678.0,0.0003528906944432,0.1859618673386763,0.004564170133468926,0.00390625,0.00390625
K2,8005,7,126686.0,0.0003948425611381,0.12336277111934936,0.0018577889955842465,0.00390625,0.00390625
K2,8005,8,142327.0,0.0004941982548528,0.12925717912868628,0.0011782406894484503,0.00390625,0.00390625
K2,8005,9,145055.0,0.0005099707143646,0.18301956665844135,0.0010495546767829037,0.00390625,0.00390625
K2,8005,10,142043.0,0.0006023350264339,0.1544808592587631,0.0012267790439238952,0.00390625,0.00390625
K2,8005,11,123025.0,0.0005944796779032,0.1546780448018341,0.002892344134704605,0.00390625,0.00390625
K2,8005,12,76031.0,0.0006773010091865,0.49797591805530356,0.04197772343476869,0.00390625,0.00390625
K2,8005,13,52467.0,0.0006483694517539,2.994503180984033,0.16142437984433933,0.13557237287823073,0.5922131254140789
K2,8005,14,52456.0,0.0007190962031104,4.744560662619415,0.07609653637218647,0.205059558005242,0.00390625
K2,8005,15,51736.0,0.0006716400359167,0.19849504925142153,0.004620523604157207,0.00390625,0.00390625
K2,8005,16,51220.0,0.0007277206082059,0.1602200514325657,0.004691300987465188,0.00390625,0.00390625
K2,8005,17,49742.0,0.0006642914303916,12.532958507742114,0.07560160144239197,0.3680635340860521,0.00390625
K2,8005,18,50187.0,0.0007031742244727,3.9855390587446764,0.12023271463081592,0.18192953503047507,0.2905993745859211
K2,8005,19,79696.0,0.0006263236351786,0.07581983116297146,0.016659212894437163,0.00390625,0.00390625
K2,8005,20,108866.0,0.000645457051911,0.019421805480123285,0.0019859295630539004,0.00390625,0.00390625
K2,8005,21,122919.0,0.0005577366502777,0.014008992143688101,0.0011929600557520936,0.00390625,0.00390625
K2,8005,22,133557.0,0.0005545690905208,0.012969269332295188,0.001055295837503997,0.00390625,0.00390625
K2,8005,23,131286.0,0.0004585304756889,0.009739709083386937,0.0011220675129074648,0.00390625,0.00390625
K2,8005,24,122776.0,0.000430510340302,0.010812636996759783,0.0013895188489255977,0.00390625,0.00390625
K2,8005,25,111222.0,0.0003287051114123,0.015916326258272738,0.002054734692406201,0.00390625,0.00390625
K2,8005,26,94909.0,0.0002732808012546,0.02992809466840124,0.0029781784841526413,0.00390625,0.00390625
K2,8005,27,78139.0,0.0001682605574477,0.06678068516444524,0.0036811585383153974,0.00390625,0.00390625
K2,8005,28,67067.0,8.288047337878629e-05,0.12694712010300516,0.00319251863859547,0.00390625,0.00390625
K2,8005,29,54064.0,3.615601467227656e-06,0.18583975531661387,0.002220639611381833,0.00390625,0.00390625
K2,8005,30,46749.0,0.0,0.24053914248462652,0.001566733669833561,0.00390625,0.00390625
K2,8005,31,42094.0,0.0,0.3824692163961537,0.0019318696003122033,0.00390625,0.00390625
K2,8006,0,29562.0,5.758094411151144e-32,0.5168789192220147,0.002055976714209611,0.00390625,0.00390625
K2,8006,1,30941.0,5.640582280311324e-32,0.5377427198030863,0.0016110588015577393,0.00390625,0.00390625
K2,8006,2,32382.0,3.6156014672276936e-06,0.6920344578296912,0.002793003440849036,0.00390625,0.00390625
K2,8006,3,31361.0,7.272868562147565e-05,0.7088911767972913,0.006123380237788304,0.00390625,0.00390625
K2,8006,4,39233.0,0.000178412345205,0.5598396588451994,0.01064123028005094,0.00390625,0.00390625
K2,8006,5,57281.0,0.0002490952182237,0.33736284893040885,0.010350488002124653,0.00390625,0.00390625
K2,8006,6,88901.0,0.0003528906944432,0.1859618673386763,0.004564170133468926,0.00390625,0.00390625
K2,8006,7,126267.0,0.0003948425611381,0.12336277111934936,0.0018577889955842465,0.00390625,0.00390625
K2,8006,8,155651.0,0.0004941982548528,0.12925717912868628,0.0011782406894484503,0.00390625,0.00390625
K2,8006,9,166675.0,0.0005099707143646,0.18301956665844135,0.0010495546767829037,0.00390625,0.00390625
K2,8006,10,151492.0,0.0006023350264339,0.1544808592587631,0.0012267790439238952,0.00390625,0.00390625
K2,8006,11,123148.0,0.0005944796779032,0.1546780448018341,0.002892344134704605,0.00390625,0.00390625
K2,8006,12,81657.0,0.0006773010091865,0.49797591805530356,0.04197772343476869,0.00390625,0.00390625
K2,8006,13,54422.0,0.0006483694517539,2.994503180984033,0.16142437984433933,0.14080327343119267,0.87890625
K2,8006,14,56609.0,0.0007190962031104,4.744560662619415,0.07609653637218647,0.20967900123181202,0.00390625
K2,8006,15,62378.0,0.0006716400359167,0.19849504925142153,0.004620523604157207,0.00390625,0.00390625
K2,8006,16,64616.0,0.0007277206082059,0.1602200514325657,0.004691300987465188,0.00390625,0.00390625
K2,8006,17,60930.0,0.0006642914303916,12.532958507742114,0.07560160144239197,0.3683113986338552,0.00390625
K2,8006,18,63587.0,0.0007031742244727,3.9855390587446764,0.12023271463081592,0.17183132670314014,0.00390625
K2,8006,19,88127.0,0.0006263236351786,0.07581983116297146,0.016659212894437163,0.00390625,0.00390625
K2,8006,20,108094.0,0.000645457051911,0.019421805480123285,0.0019859295630539004,0.00390625,0.00390625
K2,8006,21,119567.0,0.0005577366502777,0.014008992143688101,0.0011929600557520936,0.00390625,0.00390625
K2,8006,22,120795.0,0.0005545690905208,0.012969269332295188,0.001055295837503997,0.00390625,0.00390625
K2,8006,23,119347.0,0.0004585304756889,0.009739709083386937,0.0011220675129074648,0.00390625,0.00390625
K2,8006,24,107901.0,0.000430510340302,0.010812636996759783,0.0013895188489255977,0.00390625,0.00390625
K2,8006,25,91586.0,0.0003287051114123,0.015916326258272738,0.002054734692406201,0.00390625,0.00390625
K2,8006,26,74772.0,0.0002732808012546,0.02992809466840124,0.0029781784841526413,0.00390625,0.00390625
K2,8006,27,63724.0,0.0001682605574477,0.06678068516444524,0.0036811585383153974,0.00390625,0.00390625
K2,8006,28,55105.0,8.288047337878629e-05,0.12694712010300516,0.00319251863859547,0.00390625,0.00390625
K2,8006,29,50099.0,3.615601467227656e-06,0.18583975531661387,0.002220639611381833,0.00390625,0.00390625
K2,8006,30,45032.0,0.0,0.24053914248462652,0.001566733669833561,0.00390625,0.00390625
K2,8006,31,38758.0,0.0,0.3824692163961537,0.0019318696003122033,0.00390625,0.00390625
K2,8007,0,21354.0,5.758094411151144e-32,0.5168789192220147,0.002055976714209611,0.00390625,0.00390625
K2,8007,1,20343.0,5.640582280311324e-32,0.5377427198030863,0.0016110588015577393,0.00390625,0.00390625
K2,8007,2,23890.0,3.6156014672276936e-06,0.6920344578296912,0.002793003440849036,0.00390625,0.00390625
K2,8007,3,28899.0,7.272868562147565e-05,0.7088911767972913,0.006123380237788304,0.00390625,0.00390625
K2,8007,4,39522.0,0.000178412345205,0.5598396588451994,0.01064123028005094,0.00390625,0.00390625
K2,8007,5,61618.0,0.0002490952182237,0.33736284893040885,0.010350488002124653,0.00390625,0.00390625
K2,8007,6,95195.0,0.0003528906944432,0.1859618673386763,0.004564170133468926,0.00390625,0.00390625
K2,8007,7,127768.0,0.0003948425611381,0.12336277111934936,0.0018577889955842465,0.00390625,0.00390625
K2,8007,8,150984.0,0.0004941982548528,0.12925717912868628,0.0011782406894484503,0.00390625,0.00390625
K2,8007,9,161165.0,0.0005099707143646,0.18301956665844135,0.0010495546767829037,0.00390625,0.00390625
K2,8007,10,153264.0,0.0006023350264339,0.1544808592587631,0.0012267790439238952,0.00390625,0.00390625
K2,8007,11,124849.0,0.0005944796779032,0.1546780448018341,0.002892344134704605,0.00390625,0.00390625
K2,8007,12,73490.0,0.0006773010091865,0.49797591805530356,0.04197772343476869,0.00390625,0.00390625
K2,8007,13,46245.0,0.0006483694517539,2.994503180984033,0.16142437984433933,0.1414985550652027,0.87890625
K2,8007,14,48597.0,0.0007190962031104,4.744560662619415,0.07609653637218647,0.20640896101455497,0.00390625
K2,8007,15,49155.0,0.0006716400359167,0.19849504925142153,0.004620523604157207,0.00390625,0.00390625
K2,8007,16,49501.0,0.0007277206082059,0.1602200514325657,0.004691300987465188,0.00390625,0.00390625
K2,8007,17,43574.0,0.0006642914303916,12.532958507742114,0.07560160144239197,0.37037867479954767,0.00390625
K2,8007,18,53984.0,0.0007031742244727,3.9855390587446764,0.12023271463081592,0.17233880912069466,0.00390625
K2,8007,19,93708.0,0.0006263236351786,0.07581983116297146,0.016659212894437163,0.00390625,0.00390625
K2,8007,20,117211.0,0.000645457051911,0.019421805480123285,0.0019859295630539004,0.00390625,0.00390625
K2,8007,21,130011.0,0.0005577366502777,0.014008992143688101,0.0011929600557520936,0.00390625,0.00390625
K2,8007,22,133863.0,0.0005545690905208,0.012969269332295188,0.001055295837503997,0.00390625,0.00390625
K2,8007,23,126757.0,0.0004585304756889,0.009739709083386937,0.0011220675129074648,0.00390625,0.00390625
K2,8007,24,114788.0,0.000430510340302,0.010812636996759783,0.0013895188489255977,0.00390625,0.00390625
K2,8007,25,105208.0,0.0003287051114123,0.015916326258272738,0.002054734692406201,0.00390625,0.00390625
K2,8007,26,90715.0,0.0002732808012546,0.02992809466840124,0.0029781784841526413,0.00390625,0.00390625
K2,8007,27,74796.0,0.0001682605574477,0.06678068516444524,0.0036811585383153974,0.00390625,0.00390625
K2,8007,28,60417.0,8.288047337878629e-05,0.12694712010300516,0.00319251863859547,0.00390625,0.00390625
K2,8007,29,51231.0,3.615601467227656e-06,0.18583975531661387,0.002220639611381833,0.00390625,0.00390625
K2,8007,30,47114.0,0.0,0.24053914248462652,0.001566733669833561,0.00390625,0.00390625
K2,8007,31,40784.0,0.0,0.3824692163961537,0.0019318696003122033,0.00390625,0.00390625
K3,8000,0,57562.0,5.758094411151144e-32,0.3985075956955805,0.0019628317550919082,0.00390625,0.00390625
K3,8000,1,59467.0,5.640582280311324e-32,0.24543906313089434,0.0015206010478130724,0.00390625,0.00390625
K3,8000,2,65940.0,3.6156014672276936e-06,0.19231786721630642,0.0021297735317819776,0.00390625,0.00390625
K3,8000,3,72992.0,7.272868562147565e-05,0.12558318082497283,0.0030740767482838904,0.00390625,0.00390625
K3,8000,4,88427.0,0.000178412345205,0.06599504212621561,0.003535879833401515,0.00390625,0.00390625
K3,8000,5,106309.0,0.0002490952182237,0.03168747133902263,0.0029933929456641816,0.00390625,0.00390625
K3,8000,6,119065.0,0.0003528906944432,0.016507216822824144,0.001963662435766788,0.00390625,0.00390625
